num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_name,movie_title,actor_3_name,plot_keywords,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score
538,138,737,14000,Jennifer Lawrence,American Hustle ,Bradley Cooper,based on true story|con artist|drunk wife|fbi investigation|scam,751,40000000,23000,7.3
224,108,98,723,Ryan Reynolds,The Proposal ,Craig T. Nelson,alaska|deportation|father son relationship|male objectification|sitka alaska,273,40000000,896,6.7
129,105,78,298,Bruce Greenwood,Double Jeopardy ,Bruce Campbell,blood|murder|sex scene|wrongful arrest|wrongful conviction,336,70000000,489,6.4
125,108,0,690,Lea Thompson,Back to the Future Part II ,Thomas F. Wilson,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,327,40000000,869,7.8
433,89,0,903,Scarlett Johansson,Lucy ,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl,918,40000000,11000,6.4
362,129,456,716,Jennifer Ehle,Fifty Shades of Grey ,Callum Rennie,female frontal nudity|female nudity|perversion|sex scene|spanking,1360,40000000,935,4.1
93,84,0,2000,Sylvester Stallone,Spy Kids 3-D: Game Over ,Alexa PenaVega,mission|spy|surfing|trapped|virtual reality,188,38000000,4000,4.1
71,149,541,1000,Kevin Spacey,A Time to Kill ,Oliver Platt,african american|court|law|mississippi|trial,236,40000000,11000,7.4
104,94,189,597,Tom Welling,Cheaper by the Dozen ,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,288,40000000,2000,5.8
319,121,532,127,Jerry Ferrara,Lone Survivor ,Dan Bilzerian,courage|navy seal|outnumbered|shot multiple times|survival,420,40000000,449,7.6
41,128,545,251,Tom Hanks,A League of Their Own ,Rosie O'Donnell,baseball|friend|oregon|rivalry|softball,166,40000000,923,7.2
300,134,0,336,Javier Botet,The Conjuring 2 ,Robin Atkin Downes,based on supposedly true story|house|paranormal investigating|psychic|second part,279,40000000,575,7.8
556,120,21000,81,Andrew Garfield,The Social Network ,Marcella Lentz-Pope,competitiveness|creator|entrepreneur|facebook|intellectual property,696,40000000,349,7.7
161,129,42,49,Carmen Perez,He's Just Not That Into You ,Sachiko Ishida,advertising|bar|dating|lingerie slip|six word title,203,40000000,50,6.4
151,89,119,807,Beau Mirchoff,Scary Movie 4 ,Regina Hall,female nudity|male nudity|parody|reference to myspace|sequel,410,45000000,869,5.1
212,116,0,71,Kelly Rutherford,Scream 3 ,Nancy O'Dell,death|ghostface|murder|scream|survivor,734,40000000,157,5.5
111,118,0,690,Lea Thompson,Back to the Future Part III ,Thomas F. Wilson,band|dog|letter|time machine|tombstone,263,40000000,869,7.4
173,107,164,723,Will Ferrell,Get Hard ,Craig T. Nelson,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,144,40000000,2000,6.0
181,155,0,10000,Keanu Reeves,Bram Stoker's Dracula ,Gary Oldman,dracula|horror movie remake|maze|monster sex|vampire,654,40000000,12000,7.5
252,123,0,923,Meryl Streep,Julie & Julia ,Vanessa Ferlito,american|blog|book|cook|cooking,277,40000000,935,7.0
216,128,241,898,Harrison Ford,42 ,Nicole Beharie,baseball|baseball player|brooklyn dodgers|major league baseball|racism,200,40000000,3000,7.5
203,139,333,1000,Philip Seymour Hoffman,The Talented Mr. Ripley ,Jack Davenport,1950s|italy|mistaken identity|nudity|sociopath,696,40000000,13000,7.3
218,109,101,839,Bill Murray,Dumb and Dumber To ,Rob Riggle,adoption|highway travel|road trip|sequel|stupidity,285,35000000,899,5.7
118,120,155,249,Paul Walker,Eight Below ,Wendy Crewson,antarctica|dog|siberian husky|sled dog|survival,263,40000000,984,7.3
241,121,278,808,Robert De Niro,The Intern ,Rene Russo,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,304,35000000,11000,7.2
119,102,167,655,Olivia Munn,Ride Along 2 ,Bruce McGill,computer hacker|crime boss|detective|drugs|wedding,58,40000000,874,5.9
89,117,0,322,Wes Studi,The Last of the Mohicans ,Eric Schweig,18th century|based on novel|colonel|french and indian war|revenge,382,40000000,363,7.8
209,178,138,748,Bokeem Woodbine,Ray ,Harry Lennix,1950s|1960s|racism|rhythm and blues|singer,433,40000000,876,7.7
374,147,436,175,Rosario Dawson,Sin City ,Jason Douglas,anthology|corruption|hearing characters thoughts|neo noir|night,1732,40000000,472,8.1
235,90,38,882,Dennis Quaid,Vantage Point ,William Hurt,explosion|multiple perspectives|president|secret service|shooting,422,40000000,897,6.6
215,105,29,257,J.K. Simmons,"I Love You, Man ",Jane Curtin,bromance|friend|gay brother|homosexual subtext|wedding,215,40000000,4000,7.1
109,114,101,398,Jason Alexander,Shallow Hal ,Susan Ward,dying|friend|inner beauty|love|self help guru,426,40000000,655,5.9
125,206,0,4,Sally Kirkland,JFK ,Cheryl Penland,death|gay slur|homosexuality|investigation|president,442,40000000,256,8.0
65,99,14,633,Chloë Grace Moretz,Big Momma's House 2 ,Marisol Nichols,cheerleading|fbi|fbi agent|nanny|undercover,82,40000000,826,4.6
125,123,563,8000,J.K. Simmons,The Mexican ,Julia Roberts,curse|hostage|mexico|pistol|vomiting,344,34000000,11000,6.1
322,137,11000,465,Finn Wittrock,Unbroken ,Alex Russell,emaciation|male nudity|plane crash|prisoner of war|torture,351,65000000,698,7.2
191,102,23,651,Matthew Perry,17 Again ,Thomas Lennon,adult as child|father son relationship|high school student|janitor|school,185,20000000,2000,6.4
191,109,415,119,Don Johnson,The Other Woman ,David Thornton,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,189,40000000,971,6.0
221,82,160,748,Krista Allen,The Final Destination ,Shantel VanSanten,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,290,40000000,137000,5.2
459,142,14000,423,Tom Hanks,Bridge of Spies ,Amy Ryan,cia|cold war|lawyer|negotiation|spy,355,40000000,535,7.6
131,106,212,389,Joaquim de Almeida,Behind Enemy Lines ,Sam Jaeger,battle|massacre|navigator|navy|rescue,411,40000000,563,6.4
222,114,89,177,Pink,Get Him to the Greek ,Lino Facioli,concert|drugs|recession|record company|rock star,197,,719,6.4
118,106,23,418,Lisa Ann Walter,Shall We Dance ,Omar Benson Miller,dance|dance competition|dance lesson|love|teacher,211,50000000,593,6.1
100,108,287,823,Kirsten Dunst,Small Soldiers ,Robert Picardo,action figure|battle|computer|military|toy,139,40000000,835,6.1
70,98,20,968,Michael Jai White,Spawn ,Miko Hughes,based on comic|based on comic book|dark hero|image comics|superhero,209,40000000,2000,5.2
138,131,58,720,Henry Cavill,The Count of Monte Cristo ,Michael Wincott,count|escape|island|revenge|sailor,544,35000000,1000,7.7
274,118,65,638,Matthew McConaughey,The Lincoln Lawyer ,Frances Fisher,defense attorney|defense lawyer|lawyer|plot twist|prostitute,203,40000000,980,7.3
349,113,174,767,Liam Neeson,Unknown ,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,332,30000000,903,6.9
341,130,22000,19000,Christian Bale,The Prestige ,Scarlett Johansson,illusion|magician|obsession|rivalry|secret,1100,40000000,20000,8.5
196,116,51,465,Kevin Spacey,Horrible Bosses 2 ,Lindsay Sloane,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,187,42000000,11000,6.3
83,89,7,91,Brendan Fraser,Escape from Planet Earth ,Jonathan Morgan Heit,alien|cult film|mission control|product placement|rescue,44,40000000,190,5.9
283,139,0,19,Rudy Youngblood,Apocalypto ,Jonathan Brewer,jaguar|mayan|solar eclipse|tribe|village,1043,40000000,78,7.8
105,130,46,162,Joe Don Baker,The Living Daylights ,Art Malik,british agent|defection|escape|kgb|soviet general,271,30000000,244,6.7
351,107,190,520,Topher Grace,Predators ,Derek Mears,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,619,40000000,1000,6.4
16,116,425,204,Brian Dennehy,Legal Eagles ,Roscoe Lee Browne,judicial|judiciary|lawyer|murder|painting,34,40000000,568,5.9
195,96,192,501,Johnny Depp,Secret Window ,Timothy Hutton,adultery|extramarital affair|infidelity|unfaithfulness|writer,531,40000000,534,6.6
175,99,18,211,Keanu Reeves,The Lake House ,Ebon Moss-Bachrach,house|lake|letter|love across time|parallel time,548,40000000,426,6.8
193,104,34,280,Gena Rowlands,The Skeleton Key ,Joy Bryant,attic|bound and gagged|hoodoo|secret|southern gothic,371,43000000,351,6.5
169,105,54,988,Jennifer Garner,The Odd Life of Timothy Green ,Common,dodgeball|portrait|soccer|soccer game|young love,110,25000000,2000,6.6
128,101,10,681,Busy Philipps,Made of Honor ,Kevin Sussman,friend|love|maid|maid of honor|marriage,101,40000000,689,5.8
249,134,16000,235,Johnny Cannizzaro,Jersey Boys ,Scott Vance,band|music group|musical quartet|singer|song,190,40000000,413,6.9
91,135,0,913,Matt Damon,The Rainmaker ,Virginia Madsen,courtroom|domestic violence|insurance company|lawyer|underdog,141,40000000,936,7.1
207,98,326,416,Robert Downey Jr.,Gothika ,Bernard Hill,memory|murder|patient|psychiatrist|the devil,376,40000000,534,5.8
77,155,14000,11000,Anthony Hopkins,Amistad ,Matthew McConaughey,courtroom|mutiny|ship|slave ship|slave trade,227,36000000,11000,7.2
25,106,323,0,Lorraine Bracco,Medicine Man ,Sean Connery,cancer|environment|gas chromatograph|jungle|nature,56,40000000,47,6.0
211,102,25,473,Sam Trammell,Aliens vs. Predator: Requiem ,Ian Whyte,alien|escape|hunting|hybrid|predator,998,40000000,741,4.7
19,95,80,287,Macaulay Culkin,Ri¢hie Ri¢h ,Jonathan Hyde,attempted murder|based on comic book|escape from prison|lost at sea|wealth,39,40000000,450,5.2
101,103,643,586,J.K. Simmons,Autumn in New York ,Elaine Stritch,may december romance|new york|new york city|rockefeller center|title directed by female,180,40000000,1000,5.5
175,95,30,664,Brad Garrett,Music and Lyrics ,Haley Bennett,love|lyricist|singer|singing|song,291,,690,6.5
342,109,99,57,Bobby Lee,Paul ,Jeremy Owen,alien|geek|nerd|road trip|ufo,334,40000000,61,7.0
147,95,98,78,Miriam Margolyes,The Guilt Trip ,Julene Renee,cross country|love|mother son relationship|on the road|trip,103,40000000,358,5.8
420,111,0,687,Alison Brie,Scream 4 ,Shenae Grimes-Beech,author|book|deputy|murder|sheriff,518,40000000,741,6.2
138,123,541,173,Nicolas Cage,8MM ,Anthony Heald,investigation|obsession|private eye|private investigator|snuff film,587,40000000,638,6.5
82,140,0,552,Michael Wincott,The Doors ,Kathleen Quinlan,death|paris france|rock band|singer|the doors,209,38000000,576,7.2
201,94,52,214,James Wilcox,Sex Tape ,Nat Faxon,sex in a car|sex video|sexual desire|sexuality|undressing,158,40000000,392,5.1
