num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,gross,genres,num_voted_users,plot_keywords,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes
172,289,Dwight Yoakam,5023275,Adventure|Crime|Drama|Mystery|Western,34194,cemetery|friend|journey|mexico|promise,France,2005,7.5,2.35,0
68,693,Mark Margolis,4956401,Drama|War,12601,german|ghetto|hope|nazi|radio,France,1999,6.5,1.85,0
223,611,Corbin Bernsen,4235837,Comedy|Crime|Mystery,175962,actor|detective sergeant|hotel|nightclub|thief,USA,2005,7.6,2.35,0
59,577,Fred Willard,4002955,Comedy|Fantasy|Horror|Thriller,33745,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,USA,1999,6.2,1.85,0
252,669,Robert Forster,7219578,Drama|Mystery|Thriller,235992,amnesia|car accident|female protagonist|lesbian sex|loss of memory,France,2001,8.0,1.85,16000
106,220,Agnes Bruckner,3525161,Drama|Fantasy|Horror|Romance,15388,colorado|love|murder|rocky mountains|werewolf,USA,2007,5.5,2.35,0
223,557,Naomi Watts,3247816,Comedy|Drama|Romance,36145,call girl|charlatan|fortune teller|manuscript|writer,USA,2010,6.3,1.85,0
328,844,Charlie Rowe,2412045,Drama|Romance|Sci-Fi,109873,boarding school|childhood|love|love triangle|organ donation,UK,2010,7.2,2.35,33000
9,527,Tom Hollander,,Drama|History|Thriller,3828,cia|mole|revolution|spy|ussr,USA,,7.9,1.78,733
150,25,Eduardo Noriega,2203641,Crime|Drama|Mystery|Thriller,42792,35 mm digital camera|drugs|murder|train|travel,Spain,2008,6.7,2.35,0
21,90,Pamela Reed,1953732,Adventure|Drama|Fantasy,4996,cave bear|cro magnon|neanderthal|survival|tradition,USA,1986,5.3,2.35,843
28,617,Elizabeth Perkins,1954202,Comedy|Crime|Drama,5917,abusive husband|alabama|boy|dream|sheriff,USA,1999,6.3,2.35,391
250,287,Siobhan Fallon Hogan,1294640,Crime|Drama|Horror|Thriller,69569,breaking the fourth wall|looking at the camera|remake|serial killer|violence,USA,2007,6.5,1.85,0
17,46,Kalim Chandler,,Drama|Sci-Fi|Thriller,1933,divorce papers|fainting|mind control|playground|technology,Cambodia,2014,5.6,2.35,708
95,71,Elaine Cassidy,819852,Drama|Thriller,6690,caterer|catering|chef|friend|lawn mower,Canada,1999,7.0,2.35,284
260,18,Gustav Fröhlich,26435,Drama|Sci-Fi,111841,art deco|bible quote|dance|silent film|worker,Germany,1927,8.3,1.33,12000
141,58,Cyril Raffaelli,1197786,Action|Crime|Thriller,55928,bomb|gang|police|sister|undercover cop,France,2004,7.2,2.35,0
52,642,Bill Cobbs,529766,Crime|Drama,22345,death|finger gun|video message|what happened to epilogue|wheelchair,USA,1995,6.8,1.85,0
205,56,Chen Chang,613556,Action|Drama,9427,black magic|china|love|refusal to kill|wuxia,Taiwan,2015,6.4,1.37,0
109,730,Scott Glenn,353743,Comedy|Crime|Drama|Thriller|War,20730,berlin wall|germany|murder|soldier|specialist,UK,2001,6.9,2.35,664
103,9,Vladimir Garin,502028,Drama|Mystery|Thriller,31589,boy|photograph|return|russian|wilderness,Russia,2003,8.0,1.85,0
110,7,Petchtai Wongkamlao,102055,Action,24570,cult film|elephant|jungle|martial arts|stylized violence,Thailand,2008,6.2,2.35,0
195,570,JJ Feild,122288,Action|Adventure|Drama|History|Thriller|War,64777,mushroom|mute|roman soldier|screaming|wood carving,UK,2010,6.4,2.35,0
14,40,Gina Bellman,,Action|Drama|Thriller,2699,assassin|die hard scenario|rangefinder|soldier|veteran,Canada,1996,5.6,2.35,154
177,1000,Brooke Shields,73548,Fantasy|Horror|Mystery,47574,butcher|girlfriend|mute character|photographer|subway,USA,2008,6.1,2.35,0
17,2,Wendy Crewson,,Biography|Drama|History,609,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,South Africa,2011,6.0,,705
62,642,Al Pacino,28870,Crime|Drama|Thriller,14280,housing project|letter|man with glasses|murder|subjective camera,USA,2011,5.1,2.35,0
19,125,Udo Kier,22723,Action|Comedy|Drama|War,2236,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,Germany,2001,4.5,2.35,193
50,66,Gael Le Cornec,20380,Comedy|Drama|Fantasy|Music|Romance,7519,commercial|dream|dreaming|girl|new york city,USA,2007,5.9,1.85,445
25,576,Hans Matheson,,Biography|Drama|Fantasy|History,3425,bathory|countess|female protagonist|legend|virgin blood,Slovakia,2008,6.0,2.35,0
39,912,Steve Buscemi,,Adventure|Animation|Family,4006,herd|ostrich|waterhole|wildebeest|zebra,South Africa,2013,5.8,,0
136,537,Robert Forster,,Action|Sci-Fi|Thriller,41638,child hitman|dystopia|future|robot|self repair,Bulgaria,2014,6.1,2.35,13000
26,51,Lucy Gaskell,,Action|Adventure|Fantasy,5018,combat|helmet|martial arts|medieval times|violence,Germany,2005,4.9,1.78,473
4,50,Rodrigo De la Serna,,Biography,80,,Italy,2015,5.7,,18
53,19,Daniel Wu,,Action|Crime|Drama|Thriller,9177,chinese|gang|gratitude|immigrant|japan,Hong Kong,2009,7.1,2.35,821
22,303,Dexter Fletcher,,Biography|Drama,695,betrayal|french revolution|friendship|poet|revolution,UK,2000,6.6,,277
147,512,Chris Elliott,70906973,Comedy|Fantasy|Romance,437418,cult film|existentialism|groundhog day|time loop|trapped in a time loop,USA,1993,8.1,1.85,38000
222,642,Channing Tatum,66009973,Comedy|Drama|Music,38202,male bonding|male friendship|male objectification|muscular|stripper,USA,2015,5.7,2.35,41000
106,954,Harold Perrineau,46338728,Drama|Romance,167750,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,USA,1996,6.8,2.35,10000
136,121,Aidan Quinn,7691700,Drama|War,12937,apartment|escape|jewish family|journalist|key,France,2010,7.5,2.35,0
5,124,David Rasche,,Drama|Family|Music,993,19th century|christian film|hymn|religion|slave,USA,2014,6.2,,998
131,638,Morgan Freeman,101157447,Drama|Western,277505,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,USA,1992,8.3,2.35,10000
140,236,Jeremy Davies,74205,Drama,18646,cotton|female frontal nudity|flogging|gangster|slavery,Denmark,2005,7.4,2.35,1000
418,40,Saurabh Shukla,141319195,Drama|Romance,641997,cheating|falling from height|murder|non professional cast|slum,UK,2008,8.0,2.35,13000
94,249,Lois Smith,156645693,Drama|Romance|Thriller,55101,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,USA,1987,6.9,1.85,3000
82,700,Hector Elizondo,178406268,Comedy|Romance,213476,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,USA,1990,6.9,1.85,11000
,176,Andrea Martin,,Comedy,10,,Canada,,9.5,1.33,0
32,57,Linda Kozlowski,109306210,Action|Adventure|Comedy,44096,australia|australian|crime boss|crocodile|gangster,Australia,1988,5.5,2.35,489
22,277,Chris Marquette,,Action|Crime|Drama|Mystery|Thriller,1554,,USA,2015,5.7,2.35,0
72,560,Tom Berenger,70001698,Biography|Drama|War,76842,desert|drunkenness|religious mother|strict mother|vietnam war,USA,1989,7.2,2.35,4000
