num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,num_voted_users,movie_imdb_link,num_user_for_reviews,language,title_year,actor_2_facebook_likes,movie_facebook_likes
343,128,501,Olivia Williams,854,15523168,Mystery|Thriller,132423,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,349,English,2010,766,15000
106,106,855,Jason Flemyng,3000,11146409,Action|Adventure|Horror|Sci-Fi,26551,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273,English,1998,1000,0
158,160,826,Omari Hardwick,23000,7916887,Action|Crime|Drama|Thriller|War,15697,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182,English,2008,1000,0
189,114,10,Ye Liu,879,6565495,Drama|Romance,36455,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,229,Mandarin,2006,52,0
125,99,61,Charlie Yeung,12000,15279680,Action|Crime|Thriller,48245,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154,English,2008,68,0
87,74,865,Janeane Garofalo,11000,7262288,Comedy|Crime|Thriller,17307,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,186,English,2002,1000,892
115,139,50,Giovanna Mezzogiorno,267,4584886,Drama|Romance,19114,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,115,English,2007,202,0
23,52,114,Clotilde Hesme,164,,Drama|Fantasy|Horror|Mystery,15762,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,47,French,,116,17000
24,103,269,Ben Gazzara,849,2154540,Action|Thriller,3803,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41,English,1997,623,68
152,101,104,Tim McInnerny,219,8129455,Action|Adventure|Comedy|Crime,89568,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,English,2011,141,17000
12,91,500,Larry Miller,719,,Action|Animation|Comedy|Family|Fantasy,4377,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,66,English,2012,611,0
656,130,650,Scoot McNairy,1000,136019448,Biography|Drama|History|Thriller,452465,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695,English,2012,660,89000
119,130,812,Daniel Roebuck,11000,183875760,Action|Adventure|Crime|Drama|Mystery|Thriller,213668,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,270,English,1993,1000,0
161,110,789,Dorian Missick,18000,67061228,Action|Comedy|Romance,96565,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,English,2010,1000,0
73,147,893,Brad Pitt,22000,53300852,Crime|Drama|Thriller,154487,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,259,English,1996,11000,0
96,96,668,Julia Nickson,13000,150415432,Action|Adventure|Thriller|War,117606,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217,English,1985,738,0
28,118,643,Demi Moore,23000,44834712,Drama|Thriller,13995,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62,English,1996,2000,353
105,88,40,Dickie Jones,1000,84300000,Animation|Family|Fantasy|Musical,90360,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147,English,1940,48,0
102,325,678,Sam Waterston,12000,1500000,Adventure|Drama|Western,9830,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,189,English,1980,849,1000
206,102,520,Tony Curran,956,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,156225,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,502,English,2006,845,0
159,110,287,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,28618,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,2015,1000,11000
137,136,225,Rob Brown,670,51768623,Drama,73006,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,English,2000,370,0
116,103,664,Viggo Mortensen,12000,37035515,Comedy|Drama,34597,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,English,2000,10000,0
177,103,5000,Jet Li,11000,24520892,Action|Crime|Drama|Thriller,85198,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,303,English,2005,5000,0
99,90,16,Lillian Adams,44,24430272,Comedy|Romance,46158,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,403,English,2002,28,0
56,154,957,Holly Hunter,10000,158348400,Drama|Mystery|Thriller,88844,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,142,English,1993,1000,0
117,99,135,Charlie Tahan,405,31136950,Drama|Fantasy|Romance,47364,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75,English,2010,268,0
252,93,350,Tony Goldwyn,26000,29113588,Action|Crime|Thriller,117999,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,English,2011,956,16000
375,109,839,Dax Flame,17000,138447667,Action|Comedy|Crime,408302,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345,English,2012,971,39000
150,124,427,Clarke Peters,8000,116006080,Comedy|Drama|Romance,203269,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,602,English,1999,437,11000
187,84,206,Miranda Richardson,579,106793915,Adventure|Animation|Comedy|Drama|Family,140499,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,358,English,2000,530,0
108,90,650,Masi Oka,22000,87856565,Comedy|Romance,106909,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,268,English,2004,923,0
21,117,547,Eartha Kitt,723,70100000,Comedy|Drama|Romance,20183,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,41,English,1992,558,0
270,123,749,William Xifaras,975,159578352,Action|Comedy|Crime,133177,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,380,English,2013,815,24000
72,251,595,Richard Burton,940,57750000,Biography|Drama|History|Romance,21554,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,192,English,1963,726,0
154,105,491,Reggie Lee,4000,45290318,Action|Comedy|Sport,74169,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,112,English,2012,828,17000
114,115,505,Adam Scott,11000,41543207,Crime|Drama|Mystery|Thriller,30077,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,175,English,2002,3000,893
27,122,292,Austin Pendleton,12000,41252428,Comedy|Drama|Romance,11453,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,71,English,1996,592,0
166,119,395,Will Patton,650,35228696,Drama|Horror|Mystery|Thriller,63677,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,460,English,2002,537,0
288,81,412,Elton John,468,59992760,Comedy,119622,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,396,English,2009,442,0
117,133,275,Talisa Soto,683,34667015,Action|Adventure|Thriller,74009,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,317,English,1989,349,0
291,100,913,Billy Burke,10000,37652565,Fantasy|Horror|Mystery|Thriller,91151,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283,English,2011,2000,20000
151,120,808,Charlize Theron,22000,24375436,Action|Crime|Drama|Thriller,42547,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,265,English,2001,9000,748
36,104,687,Fisher Stevens,5000,20915465,Adventure|Comedy|Family|Fantasy|Sci-Fi,38203,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,290,English,1993,922,0
168,122,16,Jeremy Crutchley,12000,24127895,Crime|Drama|Thriller,248123,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,437,English,2005,43,10000
283,80,576,Tony Chiu Wai Leung,5000,84961,Action|Adventure|History,149414,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,841,Mandarin,2002,643,0
127,91,497,Debbie Reynolds,922,26404753,Action|Comedy|Crime|Romance|Thriller,34203,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,169,English,2012,786,19000
293,112,365,Randall Park,11000,6105175,Comedy,247020,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,835,English,2014,392,50000
95,100,433,Dong-gun Jang,624,5664251,Action|Fantasy|Western,22309,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,102,English,2010,489,0
4,30,253,Gavin MacLeod,870,,Comedy|War,1558,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,18,English,,284,455
213,105,52,Dany Boon,1000,1260917,Action|Comedy|Crime,24657,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,71,French,2009,172,0
119,110,196,Omar Benson Miller,1000,116724075,Drama|Music,187181,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,564,English,2002,418,0
9,101,6,Youssef Hajdi,326,,Adventure|Animation|Comedy|Family,590,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,5,French,2015,152,161
167,144,996,Rufus Sewell,13000,56083966,Action|Adventure|Romance,137003,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,658,English,2001,3000,0
98,108,96,Lee Evans,687,22108977,Action|Comedy|Fantasy,29861,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,132,English,2003,312,505
234,107,766,Haley Joel Osment,13000,293501675,Drama|Mystery|Thriller,704766,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,2073,English,1999,3000,14000
258,102,54,Mandy Gonzalez,107,18600911,Action|Crime|Thriller,125198,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,153,English,2012,81,11000
108,100,296,Kevin Pollak,734,7204138,Comedy,34809,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,125,English,2011,574,11000
81,126,225,William Zabka,668,90800000,Action|Drama|Family|Sport,126907,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235,English,1984,641,0
538,138,14000,Christian Bale,34000,150117807,Crime|Drama,358416,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,751,English,2013,23000,63000
224,108,723,Denis O'Hare,16000,163947053,Comedy|Drama|Romance,227824,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,273,English,2009,896,10000
129,105,298,Annabeth Gish,984,116735231,Crime|Mystery|Thriller,56646,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,336,English,1999,489,0
125,108,690,Jeffrey Weissman,1000,118500000,Adventure|Comedy|Sci-Fi,340085,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,327,English,1989,869,12000
433,89,903,Morgan Freeman,19000,126546825,Action|Sci-Fi|Thriller,327367,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,918,English,2014,11000,83000
362,129,716,Luke Grimes,1000,166147885,Drama|Romance,220020,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,1360,English,2015,935,101000
93,84,2000,Salma Hayek,13000,111760631,Action|Adventure|Comedy|Family|Sci-Fi,40227,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,188,English,2003,4000,681
71,149,1000,Matthew McConaughey,18000,108706165,Crime|Drama|Thriller,99558,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,236,English,1996,11000,0
104,94,597,Alyson Stoner,3000,138614544,Comedy|Family,75152,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,288,English,2003,2000,0
319,121,127,Scott Elrod,480,125069696,Action|Biography|Drama|Thriller|War,203963,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,420,English,2013,449,58000
41,128,251,Lori Petty,15000,107458785,Comedy|Drama|Sport,71754,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,166,English,1992,923,0
300,134,336,Frances O'Connor,1000,102310175,Horror|Mystery|Thriller,64989,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,279,English,2016,575,40000
556,120,81,Dustin Fitzsimons,10000,96917897,Biography|Drama,479453,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,696,English,2010,349,74000
161,129,49,Sabrina Revelle,97,93952276,Comedy|Drama|Romance,132048,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,203,English,2009,50,12000
151,89,807,Carmen Electra,2000,90703745,Comedy,93748,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,410,English,2006,869,1000
212,116,71,Roger Jackson,287,89138076,Horror|Mystery,98535,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,734,English,2000,157,0
111,118,690,Jeffrey Weissman,1000,87666629,Adventure|Comedy|Sci-Fi|Western,283480,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,263,English,1990,869,0
173,107,723,Alison Brie,8000,90353764,Comedy|Crime,85629,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,144,English,2015,2000,14000
181,155,10000,Anthony Hopkins,18000,82522790,Fantasy|Horror|Romance,143835,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,654,English,1992,12000,14000
252,123,923,Mary Lynn Rajskub,11000,94125426,Biography|Drama|Romance,79264,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,277,English,2009,935,13000
216,128,898,Christopher Meloni,11000,95001343,Biography|Drama|Sport,66511,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200,English,2013,3000,28000
203,139,1000,Matt Damon,22000,81292135,Crime|Drama|Thriller,137891,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,696,English,1999,13000,0
218,109,839,Kathleen Turner,13000,86208010,Comedy,97045,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,285,English,2014,899,55000
118,120,249,Bruce Greenwood,23000,81593527,Adventure|Drama|Family,48806,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,263,English,2006,984,11000
241,121,808,Anne Hathaway,22000,75274748,Comedy|Drama,130661,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,304,English,2015,11000,54000
119,102,655,Nadine Velazquez,2000,90835030,Action|Comedy,28621,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,58,English,2016,874,0
89,117,322,Terry Kinney,855,72455275,Action|Adventure|Drama|Romance|War,113068,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,382,English,1992,363,0
209,178,748,Curtis Armstrong,904,75305995,Biography|Drama|Music,110394,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,433,English,2004,876,0
374,147,175,Powers Boothe,3000,74098862,Crime|Thriller,656640,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,1732,English,2005,472,13000
235,90,882,Edgar Ramírez,2000,72266306,Crime|Drama|Mystery|Thriller,127528,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,422,English,2008,897,0
215,105,257,Jon Favreau,24000,71347010,Comedy|Romance,166194,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,215,English,2009,4000,0
109,114,398,Bruce McGill,700,70836296,Comedy|Drama|Fantasy|Romance,109445,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,426,English,2001,655,0
125,206,4,Jay O. Sanders,433,70405498,Drama|History|Thriller,113472,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,442,English,1991,256,0
65,99,633,Nia Long,17000,70163652,Comedy|Crime,31968,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,82,English,2006,826,663
125,123,8000,Brad Pitt,24000,66808615,Adventure|Comedy|Crime|Romance,87351,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,344,English,2001,11000,2000
322,137,465,Jack O'Connell,769,115603980,Biography|Drama|Sport|War,103589,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,351,English,2014,698,35000
191,102,651,Hunter Parrish,2000,64149837,Comedy|Drama|Family|Fantasy|Romance,146899,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,185,English,2009,2000,0
191,109,119,Kate Upton,982,83906114,Comedy|Romance,104481,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,189,English,2014,971,16000
221,82,748,Andrew Fiscella,164000,66466372,Horror,75345,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,290,English,2009,137000,0
459,142,423,Mark Rylance,15000,72306065,Drama|History|Thriller,178118,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,355,English,2015,535,55000
131,106,389,David Keith,578,59068786,Action|Drama|Thriller|War,86902,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,411,English,2001,563,0
222,114,177,Mario Lopez,836,60923325,Comedy|Music,147317,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,197,English,2010,719,12000
118,106,418,Nick Cannon,1000,57887882,Comedy|Drama|Romance,35508,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,211,English,2004,593,0
100,108,823,Denis Leary,4000,53955614,Action|Adventure|Comedy|Family|Sci-Fi,77415,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,139,English,1998,835,0
70,98,968,Frank Welker,2000,54967359,Action|Horror,52805,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,209,English,1997,2000,0
138,131,720,James Frain,15000,54228104,Action|Adventure|Drama|Romance|Thriller,104991,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,544,English,2002,1000,0
274,118,638,Margarita Levieva,11000,57981889,Crime|Drama|Thriller,173848,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,203,English,2011,980,25000
349,113,767,Frank Langella,14000,61094903,Action|Mystery|Thriller,210542,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332,English,2011,903,29000
341,130,19000,Hugh Jackman,23000,53082743,Drama|Mystery|Sci-Fi|Thriller,844052,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1100,English,2006,20000,49000
196,116,465,Christoph Waltz,18000,54414716,Comedy|Crime,114294,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,187,English,2014,11000,12000
83,89,91,Paul Scheer,3000,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,20615,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44,English,2013,190,0
283,139,19,Dalia Hernández,708,50859889,Action|Adventure|Drama|Thriller,236000,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1043,Maya,2006,78,14000
105,130,162,Desmond Llewelyn,387,51185897,Action|Adventure|Thriller,69457,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271,English,1987,244,0
351,107,520,Alice Braga,2000,52000688,Action|Adventure|Sci-Fi|Thriller,171418,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619,English,2010,1000,17000
16,116,204,Debra Winger,954,49851591,Comedy|Crime|Romance,7900,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34,English,1986,568,263
195,96,501,Charles S. Dutton,40000,47781388,Mystery|Thriller,147504,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531,English,2004,534,0
175,99,211,Dylan Walsh,18000,52320979,Drama|Fantasy|Romance,114321,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,548,English,2006,426,0
193,104,280,Deneen Tyler,545,47806295,Horror|Mystery|Thriller,87447,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371,English,2005,351,0
169,105,988,Odeya Rush,3000,51853450,Comedy|Drama|Family|Fantasy,37398,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,110,English,2012,2000,11000
128,101,681,Beau Garrett,1000,46012734,Comedy|Romance,54421,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,101,English,2008,689,3000
249,134,235,Steve Schirripa,880,47034272,Biography|Drama|Music|Musical,25465,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,190,English,2014,413,16000
91,135,913,Dean Stockwell,13000,45856732,Crime|Drama|Thriller,46221,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141,English,1997,936,0
207,98,416,Charles S. Dutton,21000,59588068,Horror|Mystery|Thriller,89557,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,376,English,2003,534,0
77,155,11000,Morgan Freeman,12000,44175394,Drama|History,56509,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,227,English,1997,11000,0
25,106,0,José Wilker,472,45500797,Adventure|Drama|Romance,17443,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56,English,1992,47,694
211,102,473,Johnny Lewis,1000,41797066,Action|Horror|Sci-Fi|Thriller,92789,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,998,English,2007,741,0
19,95,287,John Larroquette,3000,38087756,Comedy|Family,49612,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39,English,1994,450,0
101,103,586,Sam Trammell,24000,37752931,Drama|Romance,20201,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,180,English,2000,1000,0
175,95,664,Scott Porter,799,50562555,Comedy|Music|Romance,81334,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291,English,2007,690,0
342,109,57,Nelson Ascencio,176,37371385,Adventure|Comedy|Sci-Fi,192462,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334,English,2011,61,42000
147,95,78,Tom Virtue,405,37101011,Comedy|Drama,30394,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,103,English,2012,358,0
420,111,687,Aimee Teegarden,2000,38176892,Horror|Mystery,104119,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518,English,2011,741,26000
138,123,173,Chris Bauer,12000,36283504,Mystery|Thriller,104564,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,587,English,1999,638,0
82,140,552,Kevin Dillon,720,35183792,Biography|Drama|Music|Musical,68159,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,209,English,1991,576,0
201,94,214,Randall Park,683,38543473,Comedy,84382,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,158,English,2014,392,0
82,94,235,Celia Weston,374,36037909,Comedy|Drama,10132,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130,English,2000,258,390
277,92,495,Jacqueline MacInnes Wood,703,42575718,Horror,83788,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227,English,2011,682,20000
90,102,584,Burt Young,711,33864342,Comedy|Crime|Romance,29968,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117,English,1999,683,445
157,123,754,Haley Joel Osment,18000,33508922,Drama,95860,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,660,English,2000,3000,16000
124,104,223,KaDee Strickland,787,42071069,Comedy|Drama|Romance|Sport,36223,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208,English,2005,299,0
3,30,12,Melissa Altro,51,,Animation|Comedy|Family,8495,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,43,English,,21,301
146,102,490,Shaun Weiss,1000,32853640,Comedy|Drama,50199,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,101,English,2008,613,702
303,136,3000,Charlize Theron,14000,42615685,Comedy|Western,136093,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,416,English,2014,9000,24000
70,93,510,Peter Boyle,924,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,18723,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,146,English,1994,595,0
283,129,64,Thomas Horn,15000,31836745,Adventure|Drama|Mystery,81298,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,341,English,2011,467,39000
212,107,58,Patti D'Arbanville,293,30993544,Comedy|Drama|Romance,58871,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156,English,2010,117,0
98,117,441,Bill Duke,1000,30981850,Biography|Crime|Drama|Music,35834,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,284,English,2005,1000,0
110,116,249,Cary-Hiroyuki Tagawa,2000,30199105,Action|Adventure|Crime|Thriller,25346,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167,English,2000,1000,470
146,135,715,David Fine,3000,29077547,Drama|Musical|Romance,41685,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754,English,2005,1000,3000
100,107,294,Jimmy Smits,3000,29374178,Crime|Drama|Horror|Thriller,12093,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188,English,2000,941,394
62,90,210,Valerie Perri,607,28535768,Comedy,10446,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105,English,1999,322,279
70,99,44,Temuera Morrison,10000,27663982,Horror|Sci-Fi|Thriller,26051,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164,English,1996,368,0
107,104,327,Justin Chambers,964,27053815,Action|Adventure|Romance,12856,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,291,English,2001,931,299
169,115,19000,Scarlett Johansson,20000,26814957,Biography|Drama|History|Romance,84357,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,252,English,2008,19000,0
94,119,903,Charlize Theron,18000,25178165,Drama|Romance,70292,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274,English,2001,9000,8000
190,99,135,Andrea Frankle,327,25117498,Horror|Thriller,37412,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178,English,2007,253,0
112,112,354,David Carradine,22000,32645,Crime|Drama|Romance|Thriller,67797,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223,English,1973,926,0
12,128,353,Cliff Robertson,783,24332324,Comedy|Drama,13830,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61,English,1994,754,680
201,112,674,Callum Blue,877,36665854,Action|Crime|Drama|Thriller,76498,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,203,English,2011,738,15000
34,86,795,Jaleel White,10000,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,11156,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67,English,1998,908,0
104,108,616,James Franco,22000,22433915,Crime|Drama|Mystery|Thriller,21319,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166,English,2002,11000,416
55,128,685,Nathan Lane,978,22326247,Drama|Romance,11232,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,106,English,1999,886,0
86,84,1000,Jay Hernandez,1000,21176322,Action|Comedy|Crime,23747,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207,English,2004,1000,0
50,111,889,Martin Landau,14000,20300000,Drama|Thriller,16741,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60,English,1996,940,309
181,131,683,Elizabeth Berkley,16000,20302961,Drama,49874,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450,English,1995,893,0
260,123,826,Shirley Henderson,4000,15962471,Biography|Drama|History|Romance,79892,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619,English,2006,887,0
40,101,497,Michael Rapaport,12000,14942422,Action|Crime|Thriller,14226,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60,English,1995,975,555
102,102,351,Miranda Richardson,13000,14967182,Action|Crime|Drama|Thriller,27305,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284,English,2000,530,604
