num_critic_for_reviews,duration,actor_1_facebook_likes,gross,genres,actor_3_name,movie_imdb_link,num_user_for_reviews,country,content_rating,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
,87,467,,Comedy|Horror|Thriller,Bree Williamson,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,,USA,,2016,258,,8
10,90,433,,Action|Sci-Fi,Nicholas Carella,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,12,Canada,PG-13,2013,108,,566
4,111,761,,Comedy|Drama,Tatyana Ali,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,8,USA,Not Rated,2012,713,1.85,569
181,81,486,7267324,Crime|Drama,Armin Rohde,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,709,Germany,R,1998,37,1.85,0
114,93,701,145540,Drama|Horror,Nora Zehetner,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,277,USA,R,2002,461,1.85,0
11,90,900,,Adventure|Family,Erin Pitt,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,9,Canada,PG,2013,450,,326
1,112,86,,Horror,Circus-Szalewski,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,1,USA,PG-13,2013,42,1.85,73
75,106,953,12589108,Adventure|Drama,Kate del Castillo,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,58,Mexico,PG-13,2007,399,1.85,0
80,88,595,,Action|Sci-Fi,John Randolph,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,95,USA,PG,1972,70,2.35,794
179,138,1000,35918429,Crime|Drama,Karen Allen,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,510,USA,R,2001,874,2.35,951
225,105,635,92401,Horror|Thriller,Daniel Franzese,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,209,USA,R,2010,445,2.35,17000
77,98,349,1943649,Comedy|Crime|Romance,Jeremy Northam,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,122,USA,PG-13,1999,347,1.85,374
124,86,680,992238,Drama|Romance,Dean Andrews,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,103,UK,R,2004,46,1.85,869
195,104,638,4231500,Drama|Romance,Lillete Dubey,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,162,India,PG,2013,85,2.35,16000
76,100,887,396035,Drama|Romance,Stephanie Leonidas,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,48,UK,R,2004,805,1.85,305
51,126,319,,Comedy|Drama|Romance,Lionel Barrymore,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,133,USA,Approved,1938,302,1.37,0
101,118,862,,Drama|Romance|War,Deborah Kerr,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,150,USA,Not Rated,1953,488,1.37,0
55,103,281,,Western,Victor McLaglen,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,90,USA,Unrated,1949,230,1.37,721
15,102,651,2507106,Drama|Music,Anthony Reynolds,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,21,USA,PG,2013,611,,0
16,84,489,6026908,Comedy|Drama,Marla Gibbs,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,13,USA,R,1999,469,,43
5,,713,2592808,Crime|Drama|Thriller,Tempestt Bledsoe,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,15,USA,R,2010,607,2.35,588
109,95,227,1060591,Comedy|Drama|Romance,Nadine Labaki,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,66,France,PG,2007,4,1.85,0
40,92,327,,Horror|Thriller,Alejandro Furth,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,18,USA,R,2014,51,2.35,844
51,90,53,155972,Comedy|Drama|Romance,Yousef 'Joe' Sweid,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,23,Israel,Unrated,2006,30,,0
149,113,11000,,Drama|Mystery|Thriller,Cindy Williams,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,313,USA,PG,1974,481,1.37,6000
4,,421,129319,Romance,Bhoomika Chawla,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,4,India,,2005,96,,9
35,123,963,26893,Crime|Drama|Romance,Michel Bouquet,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26,France,R,1969,710,2.35,278
22,111,2000,2580,Drama|Mystery,Nicky Katt,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,40,USA,R,2003,163,2.35,63
68,99,427,,Horror,Samuel Davis,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,40,USA,Not Rated,2016,253,,2000
287,110,3000,58885635,Action|Horror|Thriller,Mekhi Phifer,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,USA,R,2004,2000,2.35,7000
173,108,597,19067631,Comedy|Drama|Romance,Eddie Jemison,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,204,USA,PG-13,2007,541,1.85,0
61,92,633,11806119,Action|Biography|Drama|Sport,Ken Siu,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,210,USA,R,1988,403,1.85,0
96,120,607,,Comedy|Drama,Thomas Mitchell,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,245,USA,Not Rated,1939,319,1.37,0
71,91,3000,7417210,Drama,Justin Pierce,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,408,USA,,1995,202,1.85,0
110,88,436,7362100,Comedy|Drama,Owen Kline,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,232,USA,R,2005,25,1.85,0
110,97,378,7022940,Comedy|Drama|Romance,Brian Stepanek,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,190,USA,R,2001,321,1.85,682
101,95,9,190666,Comedy|Drama,Dahong Ni,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,20,China,R,2009,4,2.35,784
2,90,260000,,Action,Sam Medina,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,1,USA,,2016,454,,0
97,95,472,,Film-Noir|Mystery|Romance|Thriller,Leo G. Carroll,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,161,USA,Unrated,1945,239,1.37,0
53,103,991,5132222,Drama|Mystery|Romance,Sarah Polley,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,83,Canada,R,1994,971,1.85,619
106,110,1000,2365931,Comedy|Crime|Drama|Romance,Jan-Michael Vincent,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,318,USA,R,1998,787,1.85,0
445,103,852,53991137,Fantasy|Horror|Mystery|Thriller,Philip Friedman,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,752,USA,PG-13,2010,618,2.35,60000
131,92,752,,Comedy|Crime|Sci-Fi|Thriller,Miguel Sandoval,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,148,USA,R,1984,324,1.85,0
94,114,827,1221261,Crime|Drama|Thriller,Leticia Brédice,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,125,Argentina,R,2000,22,1.85,0
105,101,0,2408553,Documentary|War,Yaakov Peri,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,33,Israel,PG-13,2012,0,1.85,0
75,112,552,712294,Drama,Ryan McDonald,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,68,USA,R,2005,265,1.66,608
97,104,801,3447339,Comedy|Romance,Scott Porter,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,79,USA,R,2013,727,1.78,0
37,99,902,418953,Crime|Drama|Thriller,Jean-Hugues Anglade,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,93,France,R,1993,424,1.85,853
84,98,33000,406035,Drama,Summer Phoenix,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,159,USA,R,2001,243,1.66,0
88,107,947,402820,Drama|Romance,Tom Noonan,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,57,USA,R,2007,530,2.35,415
6,93,393,,Action|Horror|Thriller,Malone Thomas,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,3,USA,R,2014,191,2.35,307
127,100,210,373967,Horror|Mystery,Larry Fessenden,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,481,USA,R,2001,148,2.35,0
32,80,813,194568,Comedy|Romance,Joey Slotnick,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,28,USA,R,2006,522,1.85,0
8,94,1000,,Drama|Family,Evan Ross,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,14,USA,PG-13,2010,826,,0
229,93,936,,Comedy|Horror,Joel Murray,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,235,USA,R,2006,935,1.85,0
120,87,309,163245,Comedy|Drama|Family,Fred Malatesta,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,211,USA,G,1936,8,1.37,0
31,91,954,119841,Drama,Bonnie Hunt,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,55,USA,PG,2002,767,1.85,304
100,84,634,173066,Comedy|Fantasy,Timothy Patrick Quill,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,88,USA,R,2007,328,1.85,0
14,90,890,92362,Comedy|Drama,Garrett Morris,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,5,USA,PG-13,2005,597,1.85,68
14,98,563,105943,Comedy,David Alan Grier,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,11,USA,,2015,485,,212
39,108,826,,Drama|Music|Romance,Darren E. Burrows,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,26,USA,R,2005,189,1.85,216
35,124,38,183490,Drama|War,Ronnie Lazaro,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,8,USA,R,2010,8,,594
178,95,413,3478,Fantasy|Horror,Boyd Banks,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,142,Canada,Not Rated,2008,98,2.35,0
46,90,87000,52166,Drama,Matthew Lawrence,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,22,USA,R,2008,781,2.35,371
,93,310,,Comedy|Drama|Romance,Michael Elian,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,,USA,,2015,228,,132
234,101,1000,1163508,Drama|Fantasy|Horror|Thriller,Michael Berryman,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,166,USA,R,2012,725,2.35,15000
166,107,61,,Comedy|Horror|Mystery,Cameron Rhodes,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,83,New Zealand,Not Rated,2014,46,2.35,10000
56,20,0,,Documentary,Matt Hunter,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,70,USA,Not Rated,2005,0,1.85,0
16,87,199,,Drama|Fantasy|Romance,Kyla Wise,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,10,Canada,,2005,134,,193
9,98,979,,Comedy|Drama,Paul Sorvino,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,7,USA,R,2013,975,1.89,283
18,112,129,,Comedy|Drama,Martin Hancock,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,13,Romania,Not Rated,2014,98,2.35,0
4,82,341,,Sci-Fi,John DeSantis,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,10,Canada,,2014,265,,236
,102,3000,,Comedy|Drama|Family,Tim Guinee,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,1,USA,PG-13,2015,660,1.85,232
6,97,835,,Action|Crime|Thriller,Michael Paré,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,18,USA,,2015,522,2.35,402
387,130,10000,80033643,Action|Crime|Mystery|Thriller,David Oyelowo,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448,USA,PG-13,2012,3000,2.35,38000
35,101,501,,Drama|Horror|Mystery|Thriller,Lydia Hearst,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,42,USA,Not Rated,2015,418,,750
27,93,708,,Action|Horror|Thriller,Kiowa Gordon,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,2,USA,R,2015,571,,135
145,83,82,184925485,Animation|Family|Fantasy|Musical,Lucille La Verne,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,204,USA,Approved,1937,47,1.37,0
78,106,341,304124,Drama,María Alche,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,37,Argentina,R,2004,5,1.85,57
10,113,984,,Western,Honor Blackman,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,41,UK,PG,1968,423,2.35,209
60,94,87,36830,Adventure|Comedy|Horror,John Bailey,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,63,UK,PG-13,2004,70,1.85,400
9,101,1000,,Drama,Cullen Douglas,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,8,USA,PG,2016,301,2.35,724
63,99,756,,Horror|Thriller,Chasty Ballesteros,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,33,Canada,,2014,382,2.35,969
92,76,412,231186,Crime|Romance|Thriller,Laurent Poitrenaux,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,16,France,R,2014,4,1.33,389
4,91,847,,Horror|Thriller,Angela Jones,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,6,USA,R,2014,147,,223
53,105,1000,,Adventure|Comedy|Family,Burt Ward,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,155,USA,Approved,1966,370,1.85,0
116,120,26000,3650677,Comedy|Crime,Dexter Fletcher,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523,UK,R,1998,1000,1.85,21000
,105,883,,Western,Ned Beatty,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,2,USA,,1982,655,,32
13,120,416,,Action|Crime|Drama|Mystery,,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,13,USA,,,0,4.0,533
98,105,280,1647780,Drama,Trine Dyrholm,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,258,Denmark,R,1998,278,1.33,5000
43,95,12000,695229,Comedy|Drama,Carol Kane,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,65,USA,R,1996,680,1.85,872
15,135,51,638951,Drama,Cat Ly,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19,USA,R,2006,24,1.85,100
14,105,2000,609042,Drama,Peter Coyote,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,38,USA,PG,1999,783,1.85,117
56,83,413,1521,Comedy|Horror,Georgina Reilly,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,10,Canada,Not Rated,2012,197,,932
79,111,13000,32940507,Action|Crime|Drama|Thriller,Carrie Preston,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127,USA,R,1998,969,2.35,0
8,60,210,,Drama|Sci-Fi,Kristen Cloke,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,79,USA,,,121,1.33,963
16,135,0,,Action|Biography|Drama|History,Mirlan Abdulayev,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,24,Kyrgyzstan,PG-13,2014,0,2.35,0
18,88,232,,Action|Sci-Fi,Tim Choate,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,46,Canada,R,1985,23,1.85,220
35,87,2000,19539,Comedy,Tony Cox,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,USA,R,2003,1000,1.85,3000
5,97,374,100358,Comedy|Musical|Romance,Samantha McLeod,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24,India,,2005,145,2.35,66
16,82,700,,Comedy,Matt Crabtree,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,42,USA,R,2010,460,1.85,0
24,103,35000,,Horror|Romance|Thriller,Christopher Atkins,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38,USA,R,2009,516,2.35,969
144,130,1000,,Drama|Film-Noir|Mystery|Thriller,George Sanders,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,276,USA,Not Rated,1940,991,1.37,0
242,87,309,19100000,Horror|Mystery|Thriller,Amy Steel,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,394,USA,R,1981,121,1.85,0
97,101,287,,Drama|Film-Noir,Frank Faylen,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,136,USA,Not Rated,1945,160,1.37,0
77,96,796,,Horror|Sci-Fi,Sam McMurray,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88,USA,R,1984,697,1.85,0
16,80,2000,2833383,Drama|Music,Jorge Diaz,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,USA,R,2012,245,2.35,0
7,87,578,,Animation,Anupam Kher,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,3,USA,PG,2011,418,1.78,381
74,92,469,,Crime|Film-Noir|Thriller,Will Wright,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,USA,Approved,1953,79,1.37,1000
74,118,595,,Drama|Family,Barry Fitzgerald,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,124,USA,Approved,1941,176,1.37,0
19,27,934,,Drama,Paul Sparks,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,17,USA,TV-MA,,691,,632
46,123,3000,,Comedy|Romance|Thriller,Felicia Pearson,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,9,USA,,2014,372,2.35,447
58,100,828,24741700,Drama,Steven Brill,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,USA,R,1989,531,1.85,2000
287,103,2000,55153403,Horror|Mystery|Thriller,Shawnee Smith,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,USA,R,2004,878,1.85,0
100,100,816,18488314,Comedy|Crime|Mystery,Jay Chandrasekhar,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,USA,R,2001,577,1.85,0
5,99,18000,,Action|Romance|Thriller,Ben Youcef,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,USA,,2014,748,1.85,221
50,89,31,11278,Comedy|Drama,José Manuel Orozco Angulo,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,Mexico,,2013,24,,407
276,104,18000,79363785,Drama|Sci-Fi|Thriller,Juan Riedinger,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,USA,PG-13,2008,4000,2.35,0
137,114,307,13876974,Comedy|Drama|Romance,Lillete Dubey,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,India,R,2001,209,1.85,0
122,111,2000,9180275,Drama,Gaby Hoffmann,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,USA,R,2000,710,1.85,756
73,99,282,,Comedy|Mystery|Romance,Royal Dano,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,150,USA,Approved,1955,255,1.5,0
202,110,13000,22494487,Crime|Drama|Mystery|Thriller,Dorian Missick,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,Germany,R,2006,11000,2.35,10000
99,85,1000,2199853,Comedy|Drama,Eddie Cibrian,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,USA,R,1999,1000,1.85,0
10,113,890,2859955,Drama|Sport,Scott Elrod,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,USA,PG-13,2013,848,2.35,0
173,99,16000,2812029,Crime|Drama|Thriller,Chris Penn,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,USA,R,1992,12000,2.35,19000
7,83,94,,Drama|Family|Fantasy,Gale Sondergaard,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25,USA,Approved,1940,62,1.37,548
181,142,16000,6100000,Western,Enzo Petito,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,Italy,Approved,1966,34,2.35,20000
111,112,61,375723,Comedy|Drama,Luis Miranda,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,Brazil,R,2015,9,2.35,0
38,108,1000,594904,Comedy|Drama,Eric Lange,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,USA,PG-13,2012,330,1.85,0
12,88,268,58936,Comedy|Music,Zoë Poledouris,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,USA,R,2001,44,1.78,27
23,97,,24784,Documentary,,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,Canada,Not Rated,2011,,,5000
17,85,49000,7826,Comedy|Documentary,Jonathan Winters,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2,USA,,2007,931,,87
9,103,34,,Drama,Yassine Azzouz,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,16,France,,2011,29,1.78,754
1,110,3,3830,Comedy|Drama,Juan Carlos Montoya,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,1,USA,,2013,2,,75
51,88,690,,Adventure|Comedy|Drama,Jim Cody Williams,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,38,USA,PG-13,2003,316,1.85,480
14,76,387,,Comedy,Vanessa Lee Chester,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,USA,R,2008,295,1.85,636
24,100,843,,Action|Adventure|Romance|War,Spring Byington,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,52,USA,Approved,1936,490,1.37,204
18,99,721,,Thriller,Michael Eisner,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,11,Canada,R,2011,134,,161
22,84,380,,Action|Horror|Mystery|Thriller,Chelsey Reist,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,51,Canada,R,2012,91,,238
9,91,584,2850263,Adventure|Comedy|Sport,Brittney Powell,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,USA,PG,1993,399,1.85,0
30,97,586,,Action|Comedy,Calvin Lockhart,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,27,USA,R,1970,434,1.85,477
9,84,10000,,Horror,Patrick Muldoon,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7,USA,R,2015,500,,479
7,100,498,,Horror,Dustin Diamond,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,2,USA,,2015,350,,242
91,94,16000,16101109,Comedy,Vanessa Lengies,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,USA,R,2005,1000,1.85,0
99,90,680,6013,Crime|Drama|Thriller,George Newton,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,UK,,2004,404,1.85,0
2,,511,,Drama|Horror|Thriller,Lucy Fry,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,6,Australia,,,457,2.0,954
57,92,448,1400000,Action|Drama|Horror|Thriller,Susan Tyrrell,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,USA,R,1987,426,1.85,241
12,105,,247740,Documentary|Drama,,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,8,USA,,2002,,1.33,51
58,73,14,39659,Comedy|Horror|Musical,Brent Neale,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,Canada,,2002,4,1.85,131
5,116,412,,Drama,Jeanne Neilson,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,South Africa,PG,2006,48,1.85,0
97,110,434,56129,Sci-Fi|Thriller,Eva Bourne,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,Canada,R,2010,95,2.35,0
481,102,1000,4105123,Action|Crime|Thriller,Donny Alamsyah,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,Indonesia,R,2011,342,1.85,51000
17,89,1000,,Action|Horror|Sci-Fi,Matthew R. Anderson,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,15,USA,R,2010,745,1.85,444
9,76,12,,Horror,Joe Marino,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10,Italy,R,2013,0,2.35,200
242,82,2000,,Drama|Romance|War,Conrad Veidt,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,USA,PG,1942,607,1.37,23000
95,89,12,,Drama|Horror|Mystery|Thriller,Martin Sharpe,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,85,Australia,R,2008,5,1.85,0
14,150,964,,Comedy|Drama,Gauhar Khan,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,India,,2009,22,,773
87,89,844,,Drama|Sci-Fi,Jesse Vint,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,199,USA,GP,1972,184,1.85,0
141,145,13000,117235247,Drama|Sport,Carl Weathers,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,USA,PG,1976,1000,1.33,0
16,91,321,,Drama,Gitte Witt,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,Norway,Not Rated,2014,287,2.35,234
212,89,2000,21378000,Fantasy|Horror,Janet Leigh,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,USA,R,1980,826,2.35,7000
30,121,883,,Adventure|Comedy|History,Hugh Griffith,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,56,UK,Unrated,1963,269,1.37,328
270,83,707,31537320,Horror|Mystery|Thriller,Heather Sossaman,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,USA,R,2014,305,1.85,13000
211,110,22000,,Crime|Drama,Peter Boyle,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,USA,R,1976,745,1.85,35000
161,91,1000,17986000,Horror,Dee Wallace,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,USA,R,1981,823,1.85,0
184,110,650,16067035,Action|Adventure|Thriller,Lois Maxwell,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,UK,Approved,1962,275,1.37,5000
270,86,1000,18112929,Horror|Mystery|Sci-Fi|Thriller,Jonathan Sadowski,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,USA,R,2012,466,1.85,24000
203,86,266,14564027,Fantasy|Horror,Clare Higgins,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,UK,R,1987,209,1.85,0
29,120,634,20773070,Drama,Maria Canals-Barrera,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,USA,PG,2016,420,2.35,0
137,90,1000,10042266,Drama|Horror|Mystery|Thriller,Lindy Booth,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,USA,PG-13,2005,989,2.35,816
107,99,43,10037390,Action|Adventure|Drama|Sci-Fi|Thriller,Sakae Kimura,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,Japan,PG,1999,3,2.35,339
377,112,33000,9701559,Drama|Romance,John Doman,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,USA,R,2010,2000,1.66,25000
169,103,2000,9013113,Adventure|Comedy|Drama,Paul Borghese,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,USA,R,2005,508,1.85,0
