duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,title_year,aspect_ratio
113,17,759,87000,34636443,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,93790,103354,Ransford Doherty,0,2005,2.35
94,383,886,13000,22751979,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,52244,15857,Nathan Lane,0,2000,2.35
116,41,541,11000,30013346,Action|Comedy|Crime|Thriller,Harrison Ford,31293,14028,Lena Olin,2,2003,2.35
99,545,533,933,14567883,Action|Drama|Sci-Fi,Connie Nielsen,44248,2542,Jason Scott Lee,1,1998,2.35
84,10,394,3000,90820,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,35510,4368,Lou Taylor Pucci,0,2009,2.35
93,253,637,3000,5409517,Animation|Comedy|Fantasy,Brendan Fraser,14280,5580,Megan Mullally,0,2001,1.85
113,212,568,2000,21009180,Action|Adventure|Drama|Thriller,Dennis Quaid,45815,4397,Miranda Otto,4,2004,2.35
106,0,963,18000,94999143,Drama|Mystery|Sci-Fi|Thriller,Robin Wright,245152,33645,Michael Kelly,0,2000,2.35
91,22,1000,7000,336029560,Action|Animation|Comedy|Family|Sci-Fi,Steve Carell,142403,13616,Steve Coogan,0,2015,1.85
128,0,826,4000,36381716,Action|Fantasy,Jon Hamm,197584,7067,Scott Glenn,4,2011,2.35
98,0,697,12000,55585389,Crime|Mystery|Thriller,Nicolas Cage,64121,15269,John Heard,1,1998,2.35
134,272,215,548,36976367,Drama|Mystery|Sci-Fi|Thriller,Peter Coyote,81611,1044,Huey Lewis,3,1998,2.35
97,6,415,22000,107225164,Action|Animation|Comedy|Family,Peter Dinklage,27130,24350,Keegan-Michael Key,0,2016,1.85
112,72,715,11000,70224196,Action|Adventure|Comedy|Romance|Thriller,Matthew McConaughey,59352,13827,Alexis Dziena,0,2008,2.35
153,0,130,11000,51814190,Comedy|Drama,Adam Sandler,100837,11852,Maude Apatow,1,2009,1.85
110,532,461,3000,47456450,Action|Drama|Thriller,Jennifer Garner,101386,5187,Tim McGraw,1,2007,2.35
122,285,989,8000,148213377,Action|Comedy|Sport,Will Ferrell,130776,12410,Gary Cole,5,2006,2.35
87,41,574,1000,112950721,Comedy|Family|Fantasy,Raven-Symoné,33884,3287,Kevin Pollak,0,2001,2.35
178,0,403,906,75600000,Biography|Drama|History|War,Mhairi Calvey,736638,1976,James Robinson,1,1995,2.35
125,0,210,15000,62647540,Action|Drama|War,Jake Gyllenhaal,143525,15850,James Morrison,0,2005,2.35
87,30,433,745,183132370,Adventure|Animation|Comedy,Albert Brooks,259083,3086,Marcia Wallace,0,2007,2.35
152,0,745,940,27796042,Drama|Romance,Martin Landau,45031,4310,Jeffrey DeMunn,1,2001,1.85
116,212,462,13000,32616869,Action|Drama|Sport,Sylvester Stallone,34435,14780,Cristián de la Fuente,0,2001,2.35
109,218,8,21,18947630,Adventure|Drama|Family,David Gant,11798,55,Oanh Nguyen,0,2004,2.35
108,0,882,3000,114195633,Drama|Mystery|Romance|Thriller,Bryce Dallas Howard,193770,7273,William Hurt,0,2004,1.85
85,84,595,1000,144156464,Comedy|Family|Fantasy,Oliver Platt,74343,4166,Peter Boyle,0,1998,1.85
106,0,242,710,227965690,Drama|Sci-Fi|Thriller,Rory Culkin,271592,1675,Cherry Jones,0,2002,1.85
93,80,48,692,436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,Rupert Everett,314630,1148,Conrad Vernon,1,2004,1.85
117,487,769,1000,244052771,Adventure|Animation|Comedy|Family|Sport,John Ratzenberger,263853,4905,George Carlin,0,2006,2.35
116,0,995,8000,152149590,Comedy|Romance,Julia Roberts,74274,12790,Hector Elizondo,2,1999,2.35
132,357,212,14000,141204016,Action|Adventure|Thriller,Vin Diesel,142569,14790,Leila Arcieri,0,2002,2.35
92,5,726,870,162495848,Adventure|Animation|Comedy|Family|Fantasy,Tim Conway,34359,5217,Eddie Deezen,0,2015,1.85
139,2000,808,960,136448821,Crime|Thriller,Lili Taylor,98989,3667,Rene Russo,1,1996,1.85
153,16000,11000,13000,120523073,Adventure|Drama|War,Michael Fassbender,885175,36741,Christoph Waltz,1,2009,2.35
142,14000,5000,49000,119654900,Adventure|Comedy|Family|Fantasy,Robin Williams,182802,64259,Bob Hoskins,1,1991,2.35
101,420,467,12000,72660029,Action|Adventure,Dwayne Johnson,115687,16235,Ingrid Bolsø Berdal,0,2014,2.35
124,212,576,13000,117541000,Action|Thriller,Bruce Willis,269858,16595,Franco Nero,0,1990,2.35
117,69,1000,10000,116643346,Action|Adventure|Crime|Thriller,Jeremy Renner,119807,14486,LL Cool J,1,2003,2.35
45,,160,898,,Adventure|Drama|Fantasy|Mystery|Thriller,Nicole Beharie,49049,1430,Lyndie Greenwood,0,,16.0
141,488,509,10000,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,206776,11458,Noah Taylor,1,2001,1.85
110,0,559,3000,42272747,Drama|Fantasy|Mystery|Thriller,Bryce Dallas Howard,78635,5609,Bob Balaban,1,2006,1.85
109,545,727,886,80281096,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,143628,3222,Raoul Bova,0,2004,2.35
88,84,1000,1000,219613391,Animation|Comedy|Family|Fantasy|Music,Amy Poehler,31649,5227,Jesse McCartney,0,2009,1.85
124,130,841,4000,78120196,Action|Drama|History|War,Jon Hamm,103241,6181,Chris Klein,0,2002,2.35
119,845,992,18000,98895417,Action|Thriller,Gerard Butler,203154,31782,Radha Mitchell,3,2013,2.35
103,906,748,1000,70117571,Action|Adventure|Sci-Fi|Thriller,LeVar Burton,56741,6207,Michael Dorn,0,1998,2.35
116,473,464,833,83552429,Action|Sci-Fi,Noel Fisher,154955,4001,Ramon Rodriguez,0,2011,2.35
125,13000,883,12000,66257002,Adventure|Drama|Fantasy,Steve Buscemi,350698,16138,Albert Finney,0,2003,1.37
125,0,184,443,65012000,Drama|Horror|Romance|Thriller,David Hyde Pierce,43559,1439,Ron Rifkin,1,1994,1.85
146,14000,979,25000,79883359,Drama|War,Jeremy Irvine,116159,46726,Eddie Marsan,1,2011,2.35
118,0,559,13000,78031620,Drama|War,Bill Murray,102248,27674,Bob Balaban,7,2014,2.35
171,0,638,2000,54222000,Adventure|Drama|Sci-Fi|Thriller,Michael Biehn,131217,4074,Mary Elizabeth Mastrantonio,0,1989,2.35
136,0,17,903,52474616,Drama,Frank Langella,84118,1579,John Buffalo Mailer,2,2010,2.35
92,28,423,3000,55942830,Action|Drama|Fantasy|Horror|War,Dominic Cooper,138582,5178,Zach McGowan,1,2014,2.35
116,380,774,18000,40932372,Action|Thriller,Denzel Washington,58023,32563,Mark Valley,0,1998,2.35
127,905,271,15000,38345403,Adventure|Family|Fantasy|Romance,Henry Cavill,212085,16034,Nathaniel Parker,8,2007,2.35
136,218,400,11000,37901509,Adventure|Biography|Drama|History|War,Brad Pitt,96385,12226,Victor Wong,1,1997,2.35
111,2000,244,17000,48430355,Comedy|Drama,Channing Tatum,43709,18510,Chelcie Ross,2,2011,2.35
116,541,384,12000,30157016,Action|Adventure|Comedy|Thriller,Anthony Hopkins,39659,12993,Garcelle Beauvais,2,2002,2.35
113,43,452,12000,28031250,Action|Adventure|Horror|Sci-Fi,Dwayne Johnson,88146,13517,Dexter Fletcher,0,2005,2.35
97,84,150,989,33105600,Action|Adventure|Comedy|Thriller,Gary Cole,41663,1576,Tate Taylor,1,2002,1.37
88,24,324,5000,62321039,Action|Fantasy|Horror,Theo James,117096,5861,Sandrine Holt,1,2012,2.35
136,163,66,394,38509342,Comedy|Drama|Musical|Romance,James Martin Kelly,61995,712,Celina Beach,7,2012,2.35
125,40,407,13000,19076815,Drama|War,Bruce Willis,43651,15916,Rory Cochrane,0,2002,2.35
116,5,748,26000,25093607,Action|Crime|Thriller,Jason Statham,105556,49608,Ben Mendelsohn,2,2011,2.35
98,323,390,1000,18990542,Action|Sci-Fi|Sport,LL Cool J,22264,2763,Andrew Bryniarski,3,2002,2.35
91,8,298,349,14294842,Action|Crime|Sci-Fi|Thriller,Talisa Soto,16761,1846,Gregg Henry,1,2002,2.35
97,13,695,11000,19819494,Action|Crime|Drama|Thriller,Morgan Freeman,26893,13628,Randy Quaid,0,1998,2.35
95,101,443,2000,13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,25572,3734,David Hyde Pierce,0,2001,2.35
88,6,854,2000,8460990,Adventure|Animation|Family|Fantasy|Musical,Lea Michele,5116,6946,Jim Belushi,1,2013,
133,0,301,26000,7097125,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,38983,28129,Brandon Molale,1,2015,2.35
106,14,582,11000,37760080,Action|Adventure|Mystery|Sci-Fi|Thriller,Angelina Jolie Pitt,72868,12871,Bai Ling,2,2004,1.85
116,105,246,844,5851188,Crime|Mystery|Thriller,Charlotte Rampling,31124,1899,Neil Maskell,1,2006,2.35
115,101,585,13000,25121291,Action|Crime|Mystery|Sci-Fi|Thriller,Sylvester Stallone,177653,15708,Matt Gerald,1,2013,2.35
99,212,182,576,18821279,Action|Adventure|Fantasy,Roxanne McKee,44891,1520,Gaia Weiss,0,2014,2.35
124,31,497,11000,118471320,Action|Drama|Thriller,Morgan Freeman,86504,12556,Philip Baker Hall,0,2002,2.35
124,171,10000,21000,300523113,Adventure|Drama|Fantasy|Romance,Robert Pattinson,184637,52547,Anna Kendrick,3,2010,2.35
124,0,580,22000,71069884,Crime|Drama|Thriller,Robert De Niro,101899,32871,Gary Farmer,0,2001,2.35
87,275,975,7000,251501645,Animation|Comedy|Family,Steve Carell,385943,11608,Jack McBrayer,0,2010,1.85
105,29,97,584,35324232,Action|Comedy|Crime|Drama|Thriller,Vincent Pastore,32224,1132,Aida Turturro,1,1995,2.35
125,3000,3000,14000,81257500,Comedy,Liam Neeson,117739,30010,Seth MacFarlane,0,2015,2.35
141,448,334,614,617840,Adventure|Drama|History|Romance,Max Minghella,52496,1829,Rupert Evans,2,2009,2.35
121,18,776,1000,29655590,Action|Comedy|Fantasy|Sci-Fi,Janeane Garofalo,53970,3986,Eddie Izzard,4,1999,1.85
111,101,681,966,45045037,Comedy|Romance,Jenna Fischer,103230,3393,Stephen Merchant,3,2011,2.35
157,0,680,14000,28965197,Biography|Drama|Thriller,Al Pacino,133526,18216,Debi Mazar,1,1999,2.35
117,44,531,788,27550735,Action|Drama|History|Thriller,Michael Raymond-James,27481,3524,Graham McTavish,0,2016,2.35
128,0,135,29000,39380442,Action|Drama|Thriller,Leonardo DiCaprio,174248,29824,Michael Gaston,1,2008,2.35
114,116,982,7000,72980108,Comedy,Steve Carell,80338,10419,Bruce Greenwood,2,2010,1.85
105,335,911,3000,37516013,Action|Fantasy|Horror,Rufus Sewell,128629,8281,Benjamin Walker,0,2012,2.35
113,36,232,537,87704396,Action|Crime|Romance|Thriller,Will Patton,88132,1302,Maury Chaykin,1,1999,2.35
30,,359,995,,Comedy,Hector Elizondo,15114,2465,Nancy Travis,1,,16.0
121,38,745,940,83892374,Drama|Mystery|Sci-Fi|Thriller,Martin Landau,85720,4230,Jeffrey DeMunn,0,1998,2.35
102,4,112,14000,5932060,Action|Adventure|Fantasy|War,Colin Firth,29285,14625,Owen Teale,0,2007,2.35
169,14000,13000,15000,216119491,Action|Drama|War,Tom Hanks,881236,44998,Matt Damon,2,1998,1.85
132,76,464,3000,43568507,Action|Crime|Drama|Thriller,Rami Malek,136954,7081,Ramon Rodriguez,1,2014,2.35
127,278,912,2000,182805123,Comedy|Fantasy|Romance,Judy Greer,158864,5838,Loretta Devine,1,2000,1.37
103,77,835,1000,176387405,Adventure|Animation|Comedy|Family,Goran Visnjic,328159,5437,Denis Leary,0,2002,1.85
136,759,354,11000,33685268,Drama|Horror|Sci-Fi|Thriller,Morgan Freeman,75573,12194,Reece Thompson,1,2003,2.35
150,14000,655,23000,182204440,Biography|Drama|History|War,Joseph Gordon-Levitt,197412,25517,Bruce McGill,0,2012,2.35
136,0,99,18000,171383253,Action|Sci-Fi,Keanu Reeves,1217752,18563,Gloria Foster,3,1999,2.35
140,2000,552,15000,172071312,Adventure|Drama|History,Tom Hanks,208817,17171,Kathleen Quinlan,0,1995,2.35
113,719,217,605,119412921,Action|Sci-Fi,Ronny Cox,240241,1441,Marshall Bell,0,1990,1.85
104,54,775,901,139225854,Comedy|Family|Fantasy,Judge Reinhold,34561,5265,Eric Lloyd,0,2002,1.85
158,0,11000,20000,148775460,Drama|Musical|Romance,Hugh Jackman,243834,46204,Anne Hathaway,1,2012,1.85
119,0,744,15000,115731542,Comedy|Drama|Romance,Tom Hanks,151812,17768,Dave Chappelle,2,1998,1.85
106,285,105,8000,100468793,Comedy,Will Ferrell,212499,11264,Andrea Savage,2,2008,2.35
136,258,94,12000,93771072,Action|Adventure|Comedy|Romance|Thriller|Western,Anthony Hopkins,135404,12396,Stuart Wilson,0,1998,2.35
95,480,490,21000,100448498,Comedy|Drama,Robert Downey Jr.,272789,23018,Matt Walsh,3,2010,2.35
137,11000,465,769,115603980,Biography|Drama|Sport|War,Finn Wittrock,103589,2938,Alex Russell,0,2014,2.35
130,16000,416,16000,90454043,Action|Adventure|Thriller,Clint Eastwood,60165,17771,William Devane,1,2000,2.35
124,212,369,13000,84049211,Action|Adventure|Thriller,Sylvester Stallone,96096,15229,Janine Turner,1,1993,2.35
108,610,461,848,70450000,Action|Crime|Thriller,Delroy Lindo,77390,2913,Bob Gunton,2,1996,2.35
104,226,577,13000,69688384,Comedy|Family|Fantasy,Bruce Willis,34473,16452,Daniel von Bargen,1,2000,1.85
129,0,625,12000,70236496,Drama|History|Thriller,Nicolas Cage,67395,14421,Armando Riesco,0,2006,1.85
117,179,403,8000,63695760,Drama,Julia Roberts,61490,12850,Marian Seldes,1,2003,1.85
99,119,174,600,59617068,Comedy|Romance,Sayed Badreya,213863,1375,Horatio Sanz,0,2012,2.35
