duration,director_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,plot_keywords,movie_imdb_link,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score
107,0,752,1763,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,English,USA,PG-13,700000,282,6.5
84,21,465,714,friend|new year's eve|screwball|self discovery|social differences,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,English,USA,R,650000,170,6.5
91,0,696,1210,cheating husband|female nudity|male nudity|male rear nudity|revenge,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,English,USA,,750000,320,4.9
90,13,977,2483,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,English,USA,Not Rated,,511,5.2
103,2,628,1683,celebrity|consumerism|fashion|media manipulation,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,English,UK,,400000,474,7.4
71,0,1000,1359,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,English,USA,,650000,338,7.4
90,4,523,1553,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,English,USA,PG-13,650000,385,5.4
67,4,260000,283939,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,English,USA,,625000,21000,3.9
94,7,956,4767,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,English,USA,,700000,945,5.3
81,10,610,824,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,English,USA,Approved,609000,172,7.8
81,19,170,399,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,USA,R,60000,170,6.4
215,14,262,778,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,English,USA,R,600000,227,8.1
83,644,119,190,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,English,USA,R,650000,29,6.5
106,16,602,1281,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,English,USA,PG-13,600000,266,5.6
103,0,23,85,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,English,USA,PG-13,600000,20,5.6
90,4,919,2288,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,English,USA,R,600000,711,6.6
88,12,601,2241,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,English,USA,Not Rated,,371,6.3
105,0,0,0,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,French,UK,,400000,0,7.7
115,3,0,0,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,English,USA,,750000,0,7.0
90,0,595,1754,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,English,USA,PG-13,600000,412,8.0
102,12,541,553,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,French,France,,,8,7.2
98,5,587,1707,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,English,USA,,600000,448,4.5
87,44,785,2538,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,English,UK,Approved,560000,725,7.7
80,6,,0,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,English,USA,,560000,,7.2
88,11,2000,2996,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,English,USA,R,550000,433,6.1
83,0,0,0,,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenian,Slovenia,,500000,0,6.4
122,589,848,1164,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,English,USA,PG,500000,153,6.5
115,95,0,0,faith|ganja|kumbh mela|little boy|orphan,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,Hindi,India,,550000,0,7.0
86,24,407,1090,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,English,USA,G,500000,189,6.1
79,9,48,67,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,English,USA,R,500000,10,5.7
87,490,833,2295,,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,English,USA,R,,523,5.4
97,8,423,516,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,English,USA,PG,500000,23,5.9
105,2,0,0,ballroom dancing|new york city|poise|self confidence|teacher,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,English,USA,PG,,0,7.5
89,310,22000,24419,abandoned|depot|dwarf|newfoundland new jersey|train,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,English,USA,R,500000,833,7.7
120,3,984,2563,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,USA,PG-13,1000000,801,7.1
94,3,196,382,comedian|crossword puzzle|editor|new york times|puzzle,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,English,USA,PG,,184,7.4
108,6,54,194,championship|drugs|three word title|wrestler|wrestling,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,English,USA,R,500000,44,7.6
102,0,69,161,church|love|marriage|mormon|single,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,English,USA,PG,500000,24,6.4
83,6,30,30,boy|girl|hair|school|taliban,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Dari,Afghanistan,PG-13,46000,0,7.4
93,0,399,660,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,English,USA,Unrated,500000,169,6.8
86,7,328,407,dj|ecstasy the drug|rave|raver|warehouse,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,English,USA,R,500000,27,6.5
101,0,69,155,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,English,USA,PG,500000,34,6.0
111,35,980,3166,conjoined twins|independent film|low budget film|separation|twin,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,English,USA,R,500000,505,7.3
90,9,710,2655,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,USA,R,500000,634,7.3
86,204,659,2322,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,English,USA,R,500000,529,6.5
98,71,22000,24382,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,English,USA,R,500000,1000,6.0
91,21,597,2555,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,English,USA,R,500000,485,5.3
91,12000,778,1440,bail|coma|dart board|indiana|ladder factory,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,English,USA,R,500000,327,6.6
90,217,10000,20480,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,English,USA,R,,10000,6.1
88,0,342,483,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,English,USA,,500000,79,7.1
202,0,304,338,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,Japanese,Japan,Unrated,2000000,8,8.7
89,6,14,44,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,English,USA,Not Rated,500000,9,8.4
97,32,11000,11839,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,English,Switzerland,R,500000,422,5.8
84,681,239,734,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,English,USA,Not Rated,500000,172,6.2
82,248,353,1498,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,English,France,R,500000,248,5.8
94,12,17000,17883,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,English,USA,PG,135000000,523,6.7
100,6,396,2310,best friend|high school|love|secret|wedding,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,English,USA,R,500000,326,5.7
112,12,33000,35294,cheerleader|father son relationship|football coach|loss of father|mother son relationship,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,English,USA,R,500000,1000,6.1
94,380,660,1118,alien|alien invasion|destroyed building|destruction|mexico,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,English,UK,R,500000,280,6.4
87,0,584,1924,based on novel,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,English,USA,PG,,507,5.0
91,0,472,1047,artist|black comedy,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,English,USA,PG-13,500000,185,6.5
87,38,552,2251,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,English,USA,Not Rated,500000,533,4.6
98,0,4,8,bankruptcy|crystal|father son relationship|heist|shower,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,Mandarin,China,,3000000,4,7.7
95,3,30,119,avant garde|british pop|character name in title|musician|number in title,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,English,UK,,500000,27,7.3
87,395,991,3309,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,English,USA,R,100000,946,6.6
102,487,991,2099,cigarette butt|drone|funeral procession|nellis air force base|taliban,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,English,USA,R,,943,6.4
127,2,2,2,,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,English,USA,,500000,0,5.8
96,3,387,1235,,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,English,USA,,500000,244,7.2
103,21,25000,26999,death|dying|leukemia|teenage girl|terminal illness,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,English,UK,PG-13,,766,7.2
104,32,685,2102,mini skirt|party|spring break|voyeur|war hammer,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,English,USA,R,500000,492,3.5
90,0,970,3359,,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,English,USA,,,812,7.5
122,406,358,1038,military|submarine|suspense|time travel|world war two,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,English,USA,R,,317,2.2
93,33,1000,1531,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,188,3.3
90,0,322,630,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,English,USA,R,500000,178,6.6
101,0,159,206,,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,Spanish,Dominican Republic,R,500000,15,6.9
94,0,918,2091,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,English,USA,PG-13,150000,402,4.0
97,163,636,2438,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,English,USA,,500000,456,7.4
90,0,84,254,,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,English,USA,R,,41,8.3
108,431,466,1628,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,English,USA,PG,500000,431,5.7
82,0,0,0,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,English,USA,,500000,0,6.8
84,0,385,683,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,English,USA,,500000,169,5.2
130,0,44000,73441,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,English,USA,PG,215000000,15000,6.4
91,6,488,553,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,English,USA,Unrated,475000,11,6.2
91,10,353,380,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,English,USA,R,450000,12,5.9
107,521,773,976,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,English,UK,R,2000000,89,7.7
82,5,472,1752,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,English,USA,R,500000,251,4.3
84,3,10000,12496,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,English,UK,R,450000,651,7.1
103,365,907,1411,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,English,USA,Unrated,500000,365,6.2
86,0,873,2830,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,English,USA,,450000,469,6.8
89,24,610,995,chorus girl|chorus line|director|gala premiere|song,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,English,USA,Unrated,439000,105,7.7
52,0,8,10,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,English,USA,G,450000,2,8.2
98,89,88,173,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,English,USA,PG-13,225000,74,7.5
133,10,690,774,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,Swedish,Sweden,,25000000,24,7.6
81,15,847,1151,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,English,USA,,,94,4.1
92,100,970,3950,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,English,USA,PG,400000,759,6.9
90,57,1000,1528,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,English,USA,R,1066167,235,7.1
84,110,189,330,dark force|entity|evil force|found footage|paranormal phenomenon,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,English,USA,R,15000,109,6.3
91,147,22,54,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,English,USA,PG-13,,20,7.7
91,0,795,2158,camelot|holy grail|king arthur|knight|lancelot,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,English,UK,PG,229575,561,8.3
90,25,231,771,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,Spanish,USA,R,400000,200,7.1
96,14,361,387,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,English,USA,,100000,14,4.7
60,,1000,4908,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,English,USA,TV-14,,923,7.7
88,20,58,78,answering machine|home movie|lithium|schizophrenic|video diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,English,USA,Unrated,218,20,7.2
92,4,93,168,,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,English,USA,PG,400000,31,5.1
97,0,935,2350,bigfoot|love|monster|sasquatch|tourist,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,English,USA,,500000,709,5.4
82,385,48,123,doctor|hell|hotel|painter|plumber,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,Italian,Italy,X,400000,22,6.9
22,,59,81,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,English,USA,TV-PG,,11,8.2
101,12,642,1026,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,English,USA,PG-13,35000000,171,6.1
80,3,108,272,brain tumor|champagne|game|psychiatrist|weekend,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,English,Canada,R,500000,64,6.1
97,350,114,260,england|mistress|pakistani|politics|thatcher,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,English,UK,R,650000,61,6.9
84,0,169,312,,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,English,USA,R,,80,5.8
97,0,918,1163,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,French,Canada,R,900000,100,6.0
91,0,440,809,dying|love|mansion|selfishness|turn of the century,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,Swedish,Sweden,R,400000,132,8.2
