actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,title_year,aspect_ratio
1000,,Alfre Woodard,The Hadza: Last of the First ,5,1359,Jane Goodall,1,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,1,English,2014,
523,,Sandra Ellis Lafferty,After ,3699,1553,Karolina Wydra,0,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,27,English,2012,2.35
260000,,Matthew Ziff,Treachery ,344,283939,Michael Biehn,5,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,5,English,2013,
956,,Leven Rambin,Walter ,1432,4767,Virginia Madsen,2,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,19,English,2015,
610,3000000,Ginger Rogers,Top Hat ,13269,824,Eric Blore,2,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,98,English,1935,1.37
170,140530114,Heather Donahue,The Blair Witch Project ,186786,399,Michael C. Williams,0,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,3400,English,1999,1.33
262,13300000,Joe Cocker,Woodstock ,12631,778,Joan Baez,0,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,63,English,1970,2.2
119,,David Zucker,The Kentucky Fried Movie ,13915,190,Tara Strohmeier,0,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,109,English,1977,1.85
602,171988,Stacy Keach,Mercy Streets ,448,1281,Cynthia Watros,1,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,16,English,2000,1.85
23,23616,Kendyl Joi,Arnolds Park ,94,85,Tac Fitzgerald,4,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,4,English,2007,1.78
919,13493,William Smith,Broken Vessels ,531,2288,Brent David Fraser,0,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,19,English,1998,1.85
601,79043,Nicholas Gonzalez,Water & Power ,85,2241,Exie Booker,0,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,English,2013,
0,,Aliou Touré,They Will Have to Kill Us First ,74,0,Khaira Arby,3,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2,French,2015,
0,,Karen Alexander,Crop Circles: Quest for Truth ,204,0,Francine Blake,0,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,13,English,2002,
595,,Russell Wong,Light from the Darkroom ,6,1754,Lymari Nadal,0,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,1,English,2014,
541,,François Cluzet,Irreplaceable ,389,553,Marianne Denicourt,2,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,1,French,2016,
587,,Paula Garcés,The Maid's Room ,719,1707,John Brodsky,0,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,9,English,2013,
785,515005,Paul McCartney,A Hard Day's Night ,31429,2538,George Harrison,1,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,219,English,1964,1.75
,2245,,The Harvest/La Cosecha ,57,0,,0,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,2,English,2011,
2000,,Jamie Lee Curtis,Love Letters ,487,2996,Amy Madigan,1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,9,English,1983,
0,,Dario Nozic Serini,Julija in alfa Romeo ,86,0,Andrej Nahtigal,6,,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,2,Slovenian,2015,2.35
848,33451479,Kirk Cameron,Fireproof ,17068,1164,Erin Bethea,0,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,215,English,2008,1.85
0,,Bhole Baba,Faith Connections ,113,0,Shriman Umeshanad Brahmachari,1,faith|ganja|kumbh mela|little boy|orphan,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,3,Hindi,2013,1.85
407,39552600,Frances Bavier,Benji ,3411,1090,Edgar Buchanan,0,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,36,English,1974,1.85
48,30500882,Blanchard Ryan,Open Water ,42256,67,Daniel Travis,1,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,916,English,2003,1.85
833,,Joe Lo Truglio,High Road ,1305,2295,Abby Elliott,6,,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,3,English,2011,
423,17000000,Woody Strode,Kingdom of the Spiders ,3274,516,Tiffany Bolling,0,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,84,English,1977,1.85
0,8044906,Heather Berman,Mad Hot Ballroom ,3156,0,Paul Daggett,2,ballroom dancing|new york city|poise|self confidence|teacher,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,65,English,2005,1.85
22000,5739376,Peter Dinklage,The Station Agent ,58260,24419,Paula Garcés,0,abandoned|depot|dwarf|newfoundland new jersey|train,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,286,English,2003,1.85
984,3773863,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,1,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,55,English,2009,2.35
196,3117666,Ken Burns,Wordplay ,3394,382,Bob Dole,0,comedian|crossword puzzle|editor|new york times|puzzle,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,43,English,2006,1.66
54,2047570,Terry Funk,Beyond the Mat ,6790,194,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,80,English,1999,1.85
69,1250798,Kirby Heyborne,The Singles Ward ,1099,161,Daryn Tufts,0,church|love|marriage|mormon|single,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,53,English,2002,
30,1127331,Marina Golbahari,Osama ,7559,30,Mohamad Haref Harati,1,boy|girl|hair|school|taliban,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,77,Dari,2003,1.85
399,906666,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,660,Jason Kravits,1,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,5,English,2011,16.0
328,1114943,Rachel True,Groove ,3562,407,Denny Kirkwood,0,dj|ecstasy the drug|rave|raver|warehouse,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,74,English,2000,1.85
69,1111615,Kirby Heyborne,The R.M. ,651,155,Curt Doussett,0,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,34,English,2003,
980,985341,Sasha Alexander,Twin Falls Idaho ,3479,3166,Jon Gries,0,conjoined twins|independent film|low budget film|separation|twin,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,87,English,1999,1.85
710,603943,Rory Culkin,Mean Creek ,26407,2655,Trevor Morgan,0,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,154,English,2004,1.85
659,334041,Edie Falco,Hurricane Streets ,1038,2322,Lynn Cohen,3,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,21,English,1997,1.85
22000,295468,Peter Dinklage,Never Again ,709,24382,Michael McKean,1,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,34,English,2001,1.85
597,243347,Monica Calhoun,Civil Brand ,553,2555,Clifton Powell,3,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,24,English,2002,1.85
778,154077,Kevin Corrigan,Lonesome Jim ,6884,1440,Mary Kay Place,0,bail|coma|dart board|indiana|ladder factory,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,53,English,2005,1.85
10000,342936,Olivia Wilde,Drinking Buddies ,45928,20480,Ti West,5,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106,English,2013,2.35
342,151389,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,774,483,Dick Cavett,0,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7,English,2012,
304,269061,Takashi Shimura,Seven Samurai ,229012,338,Kamatari Fujiwara,6,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,596,Japanese,1954,1.37
14,133778,Tommy Sheppard,The Other Dream Team ,3086,44,Mickey Hart,1,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,9,English,2012,
11000,,Brad Pitt,Johnny Suede ,3013,11839,Nick Cave,0,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,24,English,1991,1.85
239,52850,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,1656,734,Joe McQueen,0,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12,English,2007,1.85
353,98017,Haley Ramm,Rubber ,26185,1498,Cecelia Antoinette,0,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170,English,2010,1.85
17000,177343675,Jim Parsons,Home ,70136,17883,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,English,2015,1.85
396,31937,Tori Spelling,Kiss the Bride ,1358,2310,Garrett M. Brown,3,best friend|high school|love|secret|wedding,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,10,English,2007,1.85
33000,13134,Ryan Gosling,The Slaughter Rule ,2004,35294,Eddie Spears,2,cheerleader|father son relationship|football coach|loss of father|mother son relationship,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,32,English,2002,2.35
660,237301,Scoot McNairy,Monsters ,75669,1118,Ricky Catter,0,alien|alien invasion|destroyed building|destruction|mexico,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451,English,2010,2.35
584,,Keith Carradine,The Californians ,299,1924,Illeana Douglas,3,based on novel,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,11,English,2005,1.85
472,12055,Jim Gaffigan,The Living Wake ,739,1047,Matthew Cowles,2,artist|black comedy,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,10,English,2007,
552,1332,Justin Chon,Detention of the Dead ,2038,2251,Max Adler,6,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,20,English,2012,2.35
4,,Bo Huang,Crazy Stone ,2097,8,Zhonghua Chen,1,bankruptcy|crystal|father son relationship|heist|shower,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,9,Mandarin,2006,2.35
30,,Brian Eno,Scott Walker: 30 Century Man ,1006,119,Damon Albarn,0,avant garde|british pop|character name in title|musician|number in title,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,11,English,2006,1.85
991,,Radha Mitchell,Everything Put Together ,601,3309,Megan Mullally,0,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,10,English,2000,1.85
991,316842,Bruce Greenwood,Good Kill ,15756,2099,Stafford Douglas,0,cigarette butt|drone|funeral procession|nellis air force base|taliban,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,68,English,2014,2.35
2,,Daston Kalili,Insomnia Manica ,16,2,Chin-Chien Chang,0,,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,3,English,2005,1.33
387,,Carol Channing,The Outrageous Sophie Tucker ,38,1235,Tony Bennett,1,,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,3,English,2014,1.33
25000,,Jeremy Irvine,Now Is Good ,26863,26999,Paddy Considine,3,death|dying|leukemia|teenage girl|terminal illness,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,54,English,2012,2.35
685,,Vincent Chimato,Girls Gone Dead ,2012,2102,Al Sapienza,2,mini skirt|party|spring break|voyeur|war hammer,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,28,English,2012,2.35
970,,Emma Caulfield,America Is Still the Place ,22,3359,Mike Colter,0,,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,English,2015,
358,,Mike Beckingham,Subconscious ,292,1038,Tom Stedham,0,military|submarine|suspense|time travel|world war two,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,16,English,2015,
1000,37188667,Britney Spears,Crossroads ,34219,1531,Dave Allen,1,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578,English,2002,1.85
322,,Shaun Sipos,Enter Nowhere ,5025,630,Christopher Denham,3,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45,English,2011,
159,,Manny Perez,The King of Najayo ,197,206,Claudette Lalí,1,,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,1,Spanish,2012,16.0
918,,Jennifer Hale,Fight to the Finish ,60,2091,Vincent De Paul,0,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2,English,2016,
636,,Paul Sorvino,Alleluia! The Devil's Carnival ,259,2438,Terrance Zdunich,5,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20,English,2016,1.78
84,,Mary Kate Wiles,The Sound and the Shadow ,30,254,Felix Avitia,0,,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,1,English,2014,
466,,Carrie Bradstreet,Rodeo Girl ,62,1628,Yassie Hawkes,2,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4,English,2016,
0,21199,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,0,Laura Flanders,1,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,10,English,2014,
385,,Mike Stanley,The Little Ponderosa Zoo ,15,683,Jamison Stalsworth,2,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1,English,2016,16.0
44000,234903076,Tim Holmes,Oz the Great and Powerful ,175413,73441,James Franco,4,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511,English,2013,2.35
488,,Patrick Kilpatrick,The Toxic Avenger ,19253,553,Pat Ryan,0,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147,English,1984,1.85
353,2712293,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475,380,Matty Rich,4,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,11,English,1991,1.85
773,768045,James Nesbitt,Bloody Sunday ,19732,976,Tim Pigott-Smith,0,civil rights|irish|march|northern ireland|protest march,http://www.imdb.com/title/tt0280491/?ref_=fn_tt_tt_1,120,English,2002,1.85
472,,Luis Sanchez,Diamond Ruff ,53,1752,Fredro Starr,6,prison|prisoner|reverend|terminal illness|two word title,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,5,English,2015,
10000,379122,Olivia Wilde,Conversations with Other Women ,10143,12496,Nora Zehetner,0,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,http://www.imdb.com/title/tt0435623/?ref_=fn_tt_tt_1,54,English,2005,2.39
907,23000,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,1411,Kate Graham,0,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58,English,2006,1.85
873,,Jennifer Lafleur,Mutual Friends ,64,2830,Michael Stahl-David,1,bromance|manhattan new york city|new york city|photograph|surprise,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,3,English,2013,
610,2300000,Ginger Rogers,42nd Street ,7921,995,George Brent,2,chorus girl|chorus line|director|gala premiere|song,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,97,English,1933,1.37
8,,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,78,10,Eric Worre,0,business|entrepreneur|network marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,English,2014,
88,2938208,Chris Eigeman,Metropolitan ,7143,173,Ellia Thompson,1,apartment|dancing|debutante|new york|upper class,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,52,English,1990,1.66
690,9910,Michael Nyqvist,As It Is in Heaven ,13543,774,Nils-Anders Vallgårda,15,amazing grace the hymn|choir|heart attack|hometown|skidding truck,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,94,Swedish,2004,1.85
847,,Jack E. Curenton,Roadside ,268,1151,Alan Pietruszewski,0,dog|gun|hostage|husband wife relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6,English,2013,16.0
970,44540956,Jon Heder,Napoleon Dynamite ,161448,3950,Jon Gries,0,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473,English,2004,1.85
1000,258113,Devin Ratray,Blue Ruin ,42678,1528,Amy Hargreaves,0,blood splatter|car|neo noir|vengeance|vomiting,http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1,135,English,2013,2.35
189,107917283,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,dark force|entity|evil force|found footage|paranormal phenomenon,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1,1189,English,2007,1.85
22,1293295,Tony Alva,Dogtown and Z-Boys ,10366,54,Jeff Ament,0,california|drought|playground|skateboarding|surfer,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88,English,2001,1.37
795,1229197,Eric Idle,Monty Python and the Holy Grail ,382240,2158,Terry Jones,0,camelot|holy grail|king arthur|knight|lancelot,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660,English,1975,1.66
231,1689999,Emily Rios,Quinceañera ,3675,771,Alicia Sixtos,1,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,48,Spanish,2006,2.35
361,11798,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2,conspiracy|feminist|hippie|motorcycle|slapstick comedy,http://www.imdb.com/title/tt0396041/?ref_=fn_tt_tt_1,18,English,2003,1.78
1000,,Sendhil Ramamurthy,Heroes             ,202115,4908,Greg Grunberg,4,father daughter relationship|serial killer|superhero|supernatural power|vision of the future,http://www.imdb.com/title/tt0813715/?ref_=fn_tt_tt_1,379,English,,16.0
58,592014,Greg Ayres,Tarnation ,5709,78,Renee Leblanc,3,answering machine|home movie|lithium|schizophrenic|video diary,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114,English,2003,1.37
93,425899,Bill Farmer,I Want Your Money ,1123,168,Mike Huckabee,0,,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,31,English,2010,1.78
935,,Kane Hodder,Love in the Time of Monsters ,143,2350,Alex Sanborn,3,bigfoot|love|monster|sasquatch|tourist,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,5,English,2014,
48,126387,Catriona MacColl,The Beyond ,14985,123,Al Cliver,0,doctor|hell|hotel|painter|plumber,http://www.imdb.com/title/tt0082307/?ref_=fn_tt_tt_1,253,Italian,1981,2.35
59,,Brendon Small,Home Movies             ,7458,81,Melissa Bardin Galsky,0,coach|friend|school|series|tv series,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,82,English,,1.33
642,80276912,Treat Williams,What Happens in Vegas ,140740,1026,Michelle Krusiec,2,casino|father son relationship|jackpot|judge|wedding,http://www.imdb.com/title/tt1033643/?ref_=fn_tt_tt_1,151,English,2008,2.35
108,,Dov Tiefenbach,The Dark Hours ,4788,272,Gordon Currie,0,brain tumor|champagne|game|psychiatrist|weekend,http://www.imdb.com/title/tt0402249/?ref_=fn_tt_tt_1,52,English,2005,1.85
114,,Saeed Jaffrey,My Beautiful Laundrette ,10577,260,Garry Cooper,1,england|mistress|pakistani|politics|thatcher,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,64,English,1985,1.66
169,25918,R. Brandon Johnson,Fabled ,191,312,Desmond Askew,0,,http://www.imdb.com/title/tt0299863/?ref_=fn_tt_tt_1,10,English,2002,1.78
918,,Katharine Isabelle,Show Me ,369,1163,Gabriel Hogan,0,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,5,French,2004,1.78
440,,Liv Ullmann,Cries & Whispers ,19964,809,Erland Josephson,0,dying|love|mansion|selfishness|turn of the century,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,197,Swedish,1972,1.66
436,,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,10718,481,Walter Long,1,huguenot|intolerance|medicis|protestant|wedding,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,88,,1916,1.33
643,617172,Walter Koenig,Trekkies ,4407,2864,James Doohan,1,autograph|dentist|outer space|star trek|telephone call,http://www.imdb.com/title/tt0120370/?ref_=fn_tt_tt_1,75,English,1997,
77,2808000,Anita Page,The Broadway Melody ,4546,109,Charles King,8,sibling rivalry|singer|sister act|whistling|wisecrack humor,http://www.imdb.com/title/tt0019729/?ref_=fn_tt_tt_1,71,English,1929,1.37
634,,Ted Raimi,The Evil Dead ,141219,813,Ellen Sandweiss,0,cult director|cult film|evil dead|necronomicon|psychotronic film,http://www.imdb.com/title/tt0083907/?ref_=fn_tt_tt_1,740,English,1981,1.37
470,12843,America Olivo,Maniac ,27297,1233,Liane Balaban,0,exhibition|mannequin|obsession|oral sex|photographer,http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,131,English,2012,2.35
3,34151,Amos Oz,Censored Voices ,186,3,,0,,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,3,Hebrew,2015,1.78
15,1523883,Mark Zupan,Murderball ,9037,15,Andy Cohn,1,paralympics|quad rugby|rugby|team|wheelchair,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,70,English,2005,1.85
615,4000000,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,872,Larry Poindexter,0,blood splatter|island|motorboat|ninja|sequel to cult film,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46,English,1987,1.85
0,84689,Carol Block,51 Birch Street ,695,0,Mike Block,2,address as title|number in title|parents,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,16,English,2005,
2000,,Billy Burke,Revolution             ,72017,5052,David Lyons,6,2020s|near future|one word series title|post apocalypse|year 2027,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,323,English,,16.0
196,,Tom E. Nicholson,Rotor DR1 ,209,199,Christian Kapper,2,drone|playing with gun|post apocalypse|road trip|working class family,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,8,English,2015,2.35
2000,47000000,Jamie Lee Curtis,Halloween ,157863,4400,P.J. Soles,0,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,1978,2.35
359,,Jack Warden,12 Angry Men ,447785,1433,John Fiedler,1,courtroom|dialogue driven|dialogue driven storyline|jury|murder,http://www.imdb.com/title/tt0050083/?ref_=fn_tt_tt_1,888,English,1957,1.66
812,246574,Isabella Rossellini,My Dog Tulip ,1272,1370,Lynn Redgrave,0,autobiography|dog movie|german shepherd|memoir|old man,http://www.imdb.com/title/tt0843358/?ref_=fn_tt_tt_1,15,English,2009,1.85
380,,Claudette Colbert,It Happened One Night ,64888,540,Walter Connolly,1,bus|detective|love|money|reporter,http://www.imdb.com/title/tt0025316/?ref_=fn_tt_tt_1,235,English,1934,1.37
47,110197,Angeliki Papoulia,Dogtooth ,44864,126,Sissy Petropoulou,0,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,http://www.imdb.com/title/tt1379182/?ref_=fn_tt_tt_1,170,Greek,2009,2.35
786,7707563,James Cagney,Tupac: Resurrection ,7687,2638,Todd Bridges,0,hip hop|name in title|rap star|rapper|reference to tupac shakur,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,32,English,2003,1.85
409,1281176,Kimberly J. Brown,Tumbleweeds ,2932,1986,Lois Smith,1,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,73,English,1999,1.85
10000,16115878,Viggo Mortensen,The Prophecy ,24438,13433,Virginia Madsen,0,angel|corpse|girl|heaven|soul,http://www.imdb.com/title/tt0114194/?ref_=fn_tt_tt_1,194,English,1995,2.35
75,1652472,Simon Abkarian,When the Cat's Away ,2843,102,Jane Bradbury,7,cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor,http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1,25,French,1996,1.66
1000,2360184,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,3,apartment|oven|stove|thanksgiving|thanksgiving dinner,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,177,English,2003,1.85
19,,Kevin Howarth,The Big Swap ,270,37,Thierry Harcourt,0,breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0118717/?ref_=fn_tt_tt_1,7,English,1998,1.33
52,255352,Daniel London,Old Joy ,4423,132,Will Oldham,2,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,57,English,2006,1.66
375,856942,John Robinson,Wendy and Lucy ,12241,460,Will Oldham,1,car|dog|flip phone|rape threat|vulnerable,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,112,English,2008,1.85
795,,Embeth Davidtz,3 Backyards ,554,1884,Kathryn Erbe,0,number in title,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,23,English,2010,
710,,Jean-Paul Belmondo,Pierrot le Fou ,19386,967,Graziella Galvani,1,beach|money|on the run|party|smuggling,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,74,French,1965,2.35
2,32631,Vera Ngassa,Sisters in Law ,291,2,,1,,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,8,English,2005,
,16892,,Ayurveda: Art of Being ,341,0,,0,eastern philosophy|healing|india|life,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,12,English,2001,1.85
