duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,facenumber_in_poster,movie_imdb_link,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
115,0,12,29,,Drama|Mystery|Sci-Fi,Donatas Banionis,Solaris ,54057,0,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,Soviet Union,PG,1000000,29,8.1,2.35
75,0,677,4000,15519841,Adventure|Animation|Comedy|Family|Fantasy,Sarah Michelle Gellar,Happily N'Ever After ,8693,3,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,USA,PG,47000000,769,4.5,1.85
108,350,77,8000,5600000,Drama|Horror|Romance|Thriller,Julia Roberts,Mary Reilly ,11913,1,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,USA,R,47000000,115,5.8,1.85
105,29,692,8000,126805112,Comedy|Romance,Julia Roberts,My Best Friend's Wedding ,98199,1,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,USA,PG-13,46000000,1000,6.3,2.35
102,148,135,8000,93607673,Comedy|Romance,Julia Roberts,America's Sweethearts ,47573,4,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,USA,PG-13,48000000,973,5.7,2.35
118,22000,319,14000,67263182,Drama|Mystery|Thriller,Al Pacino,Insomnia ,218771,0,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,USA,R,46000000,509,7.2,2.35
111,906,906,1000,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,LeVar Burton,Star Trek: First Contact ,97838,2,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,USA,PG-13,45000000,1000,7.6,2.35
81,39,364,13000,10539414,Action|Drama|Fantasy|Thriller|Western,Michael Fassbender,Jonah Hex ,45729,1,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,USA,PG-13,47000000,541,4.7,2.35
116,380,826,18000,58918501,Action|Drama|Mystery|Thriller|War,Denzel Washington,Courage Under Fire ,40126,1,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,USA,R,46000000,13000,6.6,1.85
86,293,255,509,181395380,Comedy|Fantasy|Romance,Maura Tierney,Liar Liar ,220392,1,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,USA,PG-13,45000000,418,6.8,1.85
127,65,345,788,14946229,Biography|Crime|Drama|Thriller,Joseph Gilgun,The Infiltrator ,2581,1,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,UK,R,25000000,423,7.3,2.35
140,92,522,1000,,Drama|History|War,Laurence Olivier,Inchon ,491,1,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,South Korea,PG,48000000,623,2.7,2.35
91,32,628,924,130512915,Comedy|Family|Fantasy,Jonathan Winters,The Flintstones ,60884,2,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,USA,PG,45000000,664,4.8,1.33
98,118,558,14000,139852971,Action|Crime|Thriller,Liam Neeson,Taken 2 ,238671,0,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,France,PG-13,45000000,935,6.3,2.35
84,119,750,807,110000082,Comedy,Regina Hall,Scary Movie 3 ,111526,7,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,USA,PG-13,48000000,780,5.5,1.85
109,80,213,545,106807667,Action|Comedy|Crime|Romance,Candice Bergen,Miss Congeniality ,137377,1,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,USA,PG-13,45000000,337,6.2,1.85
93,40,311,14000,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey to the Center of the Earth ,85323,0,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,USA,PG,45000000,3000,5.8,1.85
113,0,995,11000,95149435,Comedy|Family|Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,53687,2,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,USA,G,40000000,1000,5.7,1.85
141,79,956,18000,100768056,Crime|Drama|Mystery|Thriller,Denzel Washington,The Pelican Brief ,59569,0,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,USA,PG-13,45000000,8000,6.5,2.35
119,541,551,821,92115211,Crime|Drama|Mystery|Thriller,Bradley Whitford,The Client ,45798,3,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,USA,PG-13,45000000,577,6.7,2.35
97,0,760,11000,93452056,Adventure|Comedy|Drama,Morgan Freeman,The Bucket List ,184795,1,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,USA,PG-13,45000000,2000,7.4,1.85
117,176,308,11000,83287363,Action|Thriller,Harrison Ford,Patriot Games ,81442,1,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,USA,R,45000000,530,6.9,2.35
101,126,586,3000,82931301,Comedy|Romance,Adam Scott,Monster-in-Law ,43358,0,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,Germany,PG-13,60000000,949,5.5,2.35
153,777,1000,20000,60962878,Crime|Drama|Mystery|Thriller,Hugh Jackman,Prisoners ,383591,2,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,USA,R,46000000,15000,8.1,1.85
122,845,854,18000,76261036,Crime|Drama|Thriller,Denzel Washington,Training Day ,305929,2,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,USA,R,45000000,881,7.7,2.35
102,23,436,25000,71423726,Adventure|Comedy|Sci-Fi,Alan Rickman,Galaxy Quest ,123558,3,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,USA,PG,45000000,724,7.3,2.35
83,322,179,1000,71277420,Comedy,Natasha Lyonne,Scary Movie 2 ,119590,7,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,USA,R,45000000,422,5.2,1.85
103,33,84,970,88625922,Adventure|Comedy|Family|Musical,Bill Cobbs,The Muppets ,75176,3,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,USA,PG,45000000,91,7.1,1.85
110,45,595,886,70001065,Action|Horror,Sanaa Lathan,Blade ,191437,1,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,USA,R,45000000,650,7.1,2.35
136,49,730,17000,67253092,Drama|Sport,Channing Tatum,Coach Carter ,92702,0,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,USA,PG-13,30000000,807,7.2,2.35
91,50,67,521,66790248,Drama|Thriller,Sydney Pollack,Changing Lanes ,57281,0,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,USA,R,45000000,108,6.5,2.35
89,49,514,2000,65557989,Action|Adventure|Horror|Thriller,Frank Welker,Anaconda ,73539,0,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,USA,PG-13,45000000,902,4.6,2.35
107,18,560,811,60786269,Comedy|Drama|Music|Romance,Adam Garcia,Coyote Ugly ,90539,5,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,USA,PG-13,45000000,625,5.6,2.35
129,628,548,14000,59365105,Comedy|Drama|Romance,Colin Firth,Love Actually ,318634,9,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,UK,R,45000000,14000,7.7,2.35
95,487,1000,18000,162792677,Adventure|Animation|Comedy|Family|Fantasy,Kevin Spacey,A Bug's Life ,211226,0,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,USA,G,120000000,1000,7.2,2.35
122,117,140,40000,31598308,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,1,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,USA,R,35000000,1000,6.8,2.35
110,49,20,13000,57362581,Action|Crime|Drama|Romance|Thriller,Sylvester Stallone,The Specialist ,50148,2,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,Peru,R,45000000,279,5.4,1.85
135,41,808,982,53854588,Comedy|Drama|Romance|Sport,Don Johnson,Tin Cup ,37911,0,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,USA,R,45000000,843,6.3,2.35
111,5,559,6000,,Comedy|Family,Lucille Ball,Yours, Mine and Ours ,5888,0,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,USA,Unrated,2500000,584,7.2,1.85
95,58,3000,14000,52580895,Comedy|Family|Romance|Sport,Josh Hutcherson,Kicking & Screaming ,30255,1,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,USA,PG,45000000,8000,5.6,2.35
109,37,651,11000,51019112,Adventure|Comedy|Sci-Fi,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,155745,0,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,USA,PG,50000000,2000,6.8,2.35
93,38,631,1000,48114556,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert ,9380,1,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,USA,PG,26000000,641,4.3,2.35
94,85,443,14000,50648679,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Extinction ,149549,1,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,France,R,45000000,706,6.3,2.35
117,153,734,35000,46280507,Comedy|Romance,Bella Thorne,Blended ,87165,0,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,USA,PG-13,40000000,11000,6.5,1.85
112,61,501,1000,38360195,Adventure|Comedy|Drama,LL Cool J,Last Holiday ,21215,1,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,USA,PG-13,45000000,976,6.4,2.35
111,161,132,11000,46815748,Action|Adventure|Crime|Thriller,Meryl Streep,The River Wild ,32544,1,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,USA,PG-13,45000000,894,6.3,2.35
96,0,563,1000,35617599,Drama|Family|Fantasy,Steve Coogan,The Indian in the Cupboard ,20688,1,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,USA,PG,45000000,845,5.9,1.85
141,0,404,749,47307550,Crime|Drama|Thriller,Demián Bichir,Savages ,104301,4,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,USA,R,45000000,463,6.5,2.35
94,160,167,550,32003620,Action|Crime|Thriller,Richard Burgi,Cellular ,79141,1,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,USA,PG-13,25000000,216,6.5,2.35
87,29,252,427,27972410,Action|Adventure|Comedy,Kevin McNally,Johnny English ,114692,1,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,UK,PG,35000000,304,6.1,1.85
88,8,8000,12000,28133159,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,30055,1,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,USA,PG,50000000,11000,5.9,1.85
177,0,202,913,27400000,Action|Adventure|Sci-Fi,Virginia Madsen,Dune ,97087,3,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,USA,PG-13,40000000,362,6.6,2.35
133,278,107,5000,24343673,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,91860,0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,USA,PG-13,45000000,117,7.4,2.35
119,0,10000,29000,22877808,Drama|Romance,Leonardo DiCaprio,Revolutionary Road ,152591,0,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,USA,R,35000000,14000,7.3,2.35
102,503,795,13000,36883539,Action|Crime|Drama|Thriller,Bruce Willis,16 Blocks ,112769,2,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,Germany,PG-13,52000000,929,6.6,2.35
101,326,510,14000,22531698,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,Babylon A.D. ,81523,0,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,France,PG-13,70000000,844,5.6,2.35
91,29,322,2000,20400913,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,The Glimmer Man ,15455,1,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,USA,R,45000000,461,5.3,1.85
117,11000,451,905,20101861,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,24757,0,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,USA,PG-13,45000000,484,6.0,2.35
86,13,553,1000,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,16580,3,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,USA,PG,45000000,701,5.4,1.85
124,0,19,723,19719930,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,42621,0,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,USA,R,45000000,44,6.8,2.35
134,38,2000,11000,19377727,Comedy|Musical,Jon Lovitz,The Producers ,35140,3,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,USA,PG-13,45000000,8000,6.4,2.35
95,38,20,409,13401683,Action|Sci-Fi,Wood Harris,Dredd ,203461,0,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,UK,R,35000000,107,7.1,2.35
100,23,579,1000,17300889,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,27648,0,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,Australia,PG,45000000,642,4.9,2.35
220,0,820,13000,15527125,Drama|Romance|Western,Matt Damon,All the Pretty Horses ,11388,2,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,USA,PG-13,57000000,861,5.8,2.35
212,0,805,12000,13560960,Biography|Drama|History,Anthony Hopkins,Nixon ,23996,0,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,USA,R,50000000,5000,7.1,2.35
128,2000,501,854,15523168,Mystery|Thriller,Jim Belushi,The Ghost Writer ,132423,2,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,France,PG-13,45000000,766,7.2,2.35
106,208,855,3000,11146409,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Deep Rising ,26551,0,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,USA,R,45000000,1000,6.0,2.35
160,0,826,23000,7916887,Action|Crime|Drama|Thriller|War,Joseph Gordon-Levitt,Miracle at St. Anna ,15697,0,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,USA,R,45000000,1000,6.0,2.35
114,611,10,879,6565495,Drama|Romance,Li Gong,Curse of the Golden Flower ,36455,2,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,China,R,45000000,52,7.0,2.35
99,15,61,12000,15279680,Action|Crime|Thriller,Nicolas Cage,Bangkok Dangerous ,48245,1,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,USA,R,40000000,68,5.4,1.85
74,188,865,11000,7262288,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble ,17307,2,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,USA,PG-13,40000000,1000,6.5,1.85
139,179,50,267,4584886,Drama|Romance,Marcela Mar,Love in the Time of Cholera ,19114,0,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,USA,R,45000000,202,6.4,2.35
52,,114,164,,Drama|Fantasy|Horror|Mystery,Pierre Perrier,The Returned             ,15762,9,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,France,TV-MA,,116,8.3,16.0
103,170,269,849,2154540,Action|Thriller,Sam Waterston,Shadow Conspiracy ,3803,2,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,USA,R,45000000,623,4.9,2.35
101,32,104,219,8129455,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,89568,1,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,USA,PG,45000000,141,6.3,2.35
91,11,500,719,,Action|Animation|Comedy|Family|Fantasy,Jerry Stiller,Foodfight! ,4377,0,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,USA,PG,65000000,611,1.7,
130,0,650,1000,136019448,Biography|Drama|History|Thriller,Clea DuVall,Argo ,452465,1,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,USA,R,44500000,660,7.7,2.35
130,99,812,11000,183875760,Action|Adventure|Crime|Drama|Mystery|Thriller,Harrison Ford,The Fugitive ,213668,1,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,USA,PG-13,44000000,1000,7.8,1.85
110,72,789,18000,67061228,Action|Comedy|Romance,Gerard Butler,The Bounty Hunter ,96565,1,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,USA,PG-13,40000000,1000,5.5,2.35
147,272,893,22000,53300852,Crime|Drama|Thriller,Robert De Niro,Sleepers ,154487,3,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,USA,R,44000000,11000,7.5,2.35
96,170,668,13000,150415432,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,117606,0,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,USA,R,44000000,738,6.4,2.35
118,13,643,23000,44834712,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,13995,1,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,USA,R,44000000,2000,5.6,2.35
88,3,40,1000,84300000,Animation|Family|Fantasy|Musical,Mel Blanc,Pinocchio ,90360,0,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,USA,Approved,2600000,48,7.5,1.37
325,517,678,12000,1500000,Adventure|Drama|Western,Jeff Bridges,Heaven's Gate ,9830,0,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,USA,R,44000000,849,6.8,2.35
102,235,520,956,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,Sophia Myles,Underworld: Evolution ,156225,1,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,USA,R,50000000,845,6.8,2.35
110,118,287,11000,5773519,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,2,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,USA,PG-13,40000000,1000,6.0,2.35
136,835,225,670,51768623,Drama,F. Murray Abraham,Finding Forrester ,73006,1,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,USA,PG-13,43000000,370,7.3,2.35
103,84,664,12000,37035515,Comedy|Drama,Steve Buscemi,28 Days ,34597,1,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,USA,PG-13,43000000,10000,6.0,1.37
103,255,5000,11000,24520892,Action|Crime|Drama|Thriller,Morgan Freeman,Unleashed ,85198,1,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,France,R,45000000,5000,7.0,2.35
90,16,16,44,24430272,Comedy|Romance,Judith Chapman,The Sweetest Thing ,46158,3,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,USA,R,43000000,28,5.1,1.85
154,521,957,10000,158348400,Drama|Mystery|Thriller,Tom Cruise,The Firm ,88844,0,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,USA,R,42000000,1000,6.8,1.85
99,23,135,405,31136950,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud ,47364,1,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,USA,PG-13,44000000,268,6.5,2.35
93,165,350,26000,29113588,Action|Crime|Thriller,Jason Statham,The Mechanic ,117999,0,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,USA,R,40000000,956,6.6,2.35
109,97,839,17000,138447667,Action|Comedy|Crime,Channing Tatum,21 Jump Street ,408302,2,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,USA,R,42000000,971,7.2,2.35
124,50,427,8000,116006080,Comedy|Drama|Romance,Julia Roberts,Notting Hill ,203269,1,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,UK,PG-13,42000000,437,7.0,2.35
84,91,206,579,106793915,Adventure|Animation|Comedy|Drama|Family,Imelda Staunton,Chicken Run ,140499,0,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,UK,G,45000000,530,7.0,1.85
90,29,650,22000,87856565,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,106909,1,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,USA,PG-13,42000000,923,5.9,1.85
117,71,547,723,70100000,Comedy|Drama|Romance,John Witherspoon,Boomerang ,20183,1,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,USA,R,40000000,558,5.4,1.85
123,176,749,975,159578352,Action|Comedy|Crime,Michael Rapaport,The Heat ,133177,7,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,USA,R,43000000,815,6.6,2.35
251,311,595,940,57750000,Biography|Drama|History|Romance,Martin Landau,Cleopatra ,21554,2,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,UK,Approved,31115000,726,7.0,2.2
105,153,491,4000,45290318,Action|Comedy|Sport,Salma Hayek,Here Comes the Boom ,74169,2,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,USA,PG,42000000,828,6.5,1.85
115,73,505,11000,41543207,Crime|Drama|Mystery|Thriller,Morgan Freeman,High Crimes ,30077,1,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,USA,PG-13,42000000,3000,6.3,2.35
122,0,292,12000,41252428,Comedy|Drama|Romance,Jeff Bridges,The Mirror Has Two Faces ,11453,0,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,USA,PG-13,42000000,592,6.5,1.85
119,89,395,650,35228696,Drama|Horror|Mystery|Thriller,Debra Messing,The Mothman Prophecies ,63677,0,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,USA,PG-13,32000000,537,6.5,2.35
81,119,412,468,59992760,Comedy,Bono,Brüno ,119622,1,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,USA,R,42000000,442,5.8,1.85
133,46,275,683,34667015,Action|Adventure|Thriller,Robert Davi,Licence to Kill ,74009,0,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,UK,PG-13,32000000,349,6.6,2.35
100,308,913,10000,37652565,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Red Riding Hood ,91151,2,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,USA,PG-13,42000000,2000,5.4,2.35
120,17,808,22000,24375436,Action|Crime|Drama|Thriller,Robert De Niro,15 Minutes ,42547,1,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,USA,R,42000000,9000,6.1,2.35
104,5,687,5000,20915465,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,Super Mario Bros. ,38203,0,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,UK,PG,42000000,922,4.0,1.85
122,487,16,12000,24127895,Crime|Drama|Thriller,Nicolas Cage,Lord of War ,248123,2,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,USA,R,50000000,43,7.6,2.35
