genres,movie_title,num_voted_users,plot_keywords,movie_imdb_link,content_rating,budget,title_year,aspect_ratio
Drama|Horror|Mystery|Thriller,The Curse of Downers Grove ,1040,,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,,2000000,2015,
Thriller,Shark Lake ,838,blood|daughter|jail|police|shark,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,Not Rated,2000000,2015,
Crime|Drama,River's Edge ,11763,death|friend|high school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,R,1900000,1986,1.85
Drama|Fantasy,Northfork ,4894,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,PG-13,1900000,2003,2.35
Action|Thriller,The Marine 4: Moving Target ,2032,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,R,1950000,2015,1.78
Drama|Mystery|Thriller,Buried ,118684,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,R,3000000,2010,2.35
Comedy|Drama|Romance,Submarine ,65877,15 year old|school|teen comedy|teen movie|virginity,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,R,,2010,1.85
Documentary|Drama|History|News,The Square ,6678,,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,Not Rated,1500000,2013,1.85
Drama,One to Another ,1010,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,Unrated,1400000,2006,1.85
Drama|Fantasy|Horror,Carrie ,108248,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,R,30000000,2013,2.35
Drama|Musical,ABCD (Any Body Can Dance) ,5018,,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,Not Rated,,2013,
Horror,A Nightmare on Elm Street ,149293,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,X,1800000,1984,1.85
Biography|Crime|Documentary|History|Thriller,Man on Wire ,40481,new york city|passion|reenactment|rooftop|tower,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,PG-13,1000000,2008,1.85
Drama,Abandoned ,333,boat|one word title|sea|storm|survivor,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,,,2015,
Drama,Brotherly Love ,744,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,R,1900000,2015,1.85
Drama|Horror|Thriller,The Last Exorcism ,41509,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,PG-13,1800000,2010,1.85
Biography|Drama|Music,Nowhere Boy ,29019,1960s|childhood|friendship|love|the beatles,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,R,,2009,2.35
Drama,A Streetcar Named Desire ,78454,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,PG,1800000,1951,1.37
Comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,342585,bomber|doomsday|general|u.s. president|war room,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,PG,1800000,1964,1.66
Drama|Romance,El crimen del padre Amaro ,11088,church|love|mexico|politics|priest,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,R,1800000,2002,1.85
Drama|Fantasy,Beasts of the Southern Wild ,70336,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,PG-13,1800000,2012,1.85
Action|Sci-Fi,Battle for the Planet of the Apes ,22764,ape|general|gorilla|outer space|planet of the apes,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,G,1800000,1973,2.35
Drama|Music,Songcatcher ,2794,doctor|mountain|musician|song|university,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,PG-13,1800000,2000,1.85
Drama,Higher Ground ,2603,1960s|belief in the afterlife|domestic violence|faith|minister,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,R,,2011,1.85
Comedy|Romance,Vaalu ,563,,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,,150000000,2015,
Comedy|Documentary,The Greatest Movie Ever Sold ,13223,advertising|movie in title|product placement,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,PG-13,1500000,2011,
Comedy|Horror,Ed and His Dead Mother ,1435,based on ed gein|dog|hyperactive|macabre|zombie,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,PG-13,1800000,1993,1.78
Adventure|Drama,Travelers and Magicians ,1747,bhutan|buddhist|monk|storytelling|weaver,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,,1800000,2003,1.85
Western,Hang 'Em High ,25472,imperative in title|judge|marshal|murder|vigilante,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,M,1800000,1968,1.85
Crime|Drama|Film-Noir,Deadline - U.S.A. ,1756,editor|gangster|newspaper|organized crime|press,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,,,1952,1.37
Horror|Thriller,Sublime ,6267,birthday|birthday party|colonoscopy|hospital|surgery,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,R,1800000,2007,2.35
Comedy|Horror|Thriller,A Beginner's Guide to Snuff ,13,,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,,,2016,
Action|Sci-Fi,Independence Daysaster ,761,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,PG-13,1800000,2013,
Comedy|Drama,Dysfunctional Friends ,686,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,Not Rated,1800000,2012,1.85
Crime|Drama,Run Lola Run ,161471,bechdel test failed|money|multiple outcomes|repeated event|subway,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,R,3500000,1998,1.85
Drama|Horror,May ,26773,case|doll|dry humor|friend|love,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,R,500000,2002,1.85
Adventure|Family,Against the Wild ,840,cave|salmon,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,PG,2000000,2013,
Horror,Living Dark: The Story of Ted the Caver ,28,brother|cave|caver|dark|funeral,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,PG-13,1750000,2013,1.85
Adventure|Drama,Under the Same Moon ,5526,12 year old|boy|mexican|mexican immigrant|mexico,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,PG-13,,2007,1.85
Action|Sci-Fi,Conquest of the Planet of the Apes ,23268,ape|future|intelligence|revolution|slave revolt,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,PG,1700000,1972,2.35
Crime|Drama,In the Bedroom ,32415,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,R,1700000,2001,2.35
Horror|Thriller,I Spit on Your Grave ,56402,horror movie remake|rape|rape and revenge|rape victim|revenge,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,R,2000000,2010,2.35
Comedy|Crime|Romance,"Happy, Texas ",8697,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,PG-13,1700000,1999,1.85
Drama|Romance,My Summer of Love ,16349,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,R,1700000,2004,1.85
Drama|Romance,The Lunchbox ,30479,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,PG,1000000,2013,2.35
Drama|Romance,Yes ,2725,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,R,1000000,2004,1.85
Comedy|Drama|Romance,You Can't Take It with You ,17799,eccentric|friend|house|monopoly|stenographer,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,Approved,1644736,1938,1.37
Drama|Romance|War,From Here to Eternity ,33987,boxing|captain|hawaii|love|sergeant,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,Not Rated,1650000,1953,1.37
Western,She Wore a Yellow Ribbon ,11920,captain|cavalry|fort|retirement|yellow ribbon,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,Unrated,1600000,1949,1.37
Drama|Music,Grace Unplugged ,2561,christianity|love|reference to justin bieber|reference to taylor swift|worship,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,PG,,2013,
Comedy|Drama,Foolish ,536,accidental killing|drug humor|profanity|sexual humor|stand up comedy,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,R,2000000,1999,
Crime|Drama|Thriller,N-Secure ,548,betrayal|family relationships|insecurity|murder|passive aggression,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,R,,2010,2.35
Comedy|Drama|Romance,Caramel ,9750,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,PG,1300000,2007,1.85
Horror|Thriller,Out of the Dark ,2621,haunted house,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,R,,2014,2.35
Comedy|Drama|Romance,The Bubble ,4702,gay|hairy chest|homosexual|israel|male nudity,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Unrated,1500000,2006,
Drama|Mystery|Thriller,The Conversation ,74651,corruption|neo noir|recording|saxophone|surveillance,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,PG,1600000,1974,1.37
Romance,Dil Jo Bhi Kahey... ,257,,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,,70000000,2005,
Crime|Drama|Romance,Mississippi Mermaid ,4391,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,R,1600000,1969,2.35
Drama|Mystery,I Love Your Work ,1618,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,R,1650000,2003,2.35
Horror,Cabin Fever ,3313,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,Not Rated,,2016,
Action|Horror|Thriller,Dawn of the Dead ,194426,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,R,26000000,2004,2.35
Comedy|Drama|Romance,Waitress ,37714,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,PG-13,2000000,2007,1.85
Action|Biography|Drama|Sport,Bloodsport ,57578,hand to hand combat|hong kong|kumite|martial arts|tournament,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,R,1100000,1988,1.85
Comedy|Drama,Mr. Smith Goes to Washington ,77392,camp|corruption|governor|senate|u.s. senate,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,Not Rated,1500000,1939,1.37
Drama,Kids ,59041,coming of age|marijuana|rape|virgin|weed,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,,1500000,1995,1.85
Comedy|Drama,The Squid and the Whale ,60295,boy|divorce|tennis|tennis coach|writer,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,R,1500000,2005,1.85
Comedy|Drama|Romance,Kissing Jessica Stein ,14018,friend|friendship|journalist|new york city|personal ad,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,R,1000000,2001,1.85
Comedy|Drama,"A Woman, a Gun and a Noodle Shop ",2410,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,R,,2009,2.35
Action,Kickboxer: Vengeance ,246,,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,,17000000,2016,
Film-Noir|Mystery|Romance|Thriller,Spellbound ,32927,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,Unrated,1696377,1945,1.37
Drama|Mystery|Romance,Exotica ,14112,bird|cult film|egg|nightclub|toronto,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,R,2000000,1994,1.85
Comedy|Crime|Drama|Romance,Buffalo '66 ,36657,shower|stripper|tap dancing|underwear|undressing,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,R,1500000,1998,1.85
Fantasy|Horror|Mystery|Thriller,Insidious ,202800,baby|boy|coma|demon|house,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,PG-13,1500000,2010,2.35
Comedy|Crime|Sci-Fi|Thriller,Repo Man ,25332,punk|punk rocker|repossession|televangelist|ufo,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,R,1500000,1984,1.85
Crime|Drama|Thriller,Nine Queens ,38215,con artist|hotel|partner|scam|stamp,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,R,1500000,2000,1.85
Documentary|War,The Gatekeepers ,4547,interview|jerusalem|jewish|terrorism|terrorist bombing,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,PG-13,,2012,1.85
Drama,The Ballad of Jack and Rose ,9408,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,R,1500000,2005,1.66
Comedy|Romance,The To Do List ,29517,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,R,1500000,2013,1.78
Crime|Drama|Thriller,Killing Zoe ,17322,bank|bastille day|call girl|childhood friend|drugs,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,R,1500000,1993,1.85
Drama,The Believer ,30314,jew|jewish nazi|nazism|racism|skinhead,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,R,1500000,2001,1.66
Drama|Romance,Snow Angels ,10896,flashback|football game|school|small town|snow,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,R,,2007,2.35
Action|Horror|Thriller,Unsullied ,95,,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,R,1500000,2014,2.35
Horror|Mystery,Session 9 ,43839,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,R,1500000,2001,2.35
Comedy|Romance,I Want Someone to Eat Cheese With ,2963,cheese|city|ice cream|school|second city,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,R,1500000,2006,1.85
Drama|Family,Mooz-Lum ,919,one word title,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,PG-13,,2010,
Comedy|Horror,Hatchet ,23349,bayou|boat|louisiana|swamp|tour,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,R,1500000,2006,1.85
Comedy|Drama|Family,Modern Times ,143086,actor director writer|invention|machine|music score composed by director|tramp,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,G,1500000,1936,1.37
Drama,Stolen Summer ,2419,catholic|catholicism|rabbi|school|summer,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,PG,1500000,2002,1.85
Comedy|Fantasy,My Name Is Bruce ,21379,b movie|birthday|chinese|demon|small town,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,R,1500000,2007,1.85
Comedy|Drama,The Salon ,444,,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,PG-13,1500000,2005,1.85
Comedy,Road Hard ,1351,girl in panties|panties|red panties|stand up comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,,1500000,2015,
Drama|Music|Romance,Forty Shades of Blue ,1134,love|music producer|previous marriage|rock 'n' roll|russian,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,R,1500000,2005,1.85
Drama|War,Amigo ,463,american|filipino|friendship|guerrilla army|village,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,R,1700000,2010,
Fantasy|Horror,Pontypool ,22212,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,Not Rated,1500000,2008,2.35
Drama,Trucker ,2792,cancer|cigarette smoking|hospital|one night stand|trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,R,2000000,2008,2.35
Comedy|Drama|Romance,Me You and Five Bucks ,7,,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,,1500000,2015,
Drama|Fantasy|Horror|Thriller,The Lords of Salem ,20376,blood|flashback|radio dj|radio station|vinyl,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,R,2500000,2012,2.35
Comedy|Horror|Mystery,Housebound ,23323,bloody violence|exploding head|haunted house|plot twist|slapstick,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,Not Rated,350000,2014,2.35
Documentary,Wal-Mart: The High Cost of Low Price ,4120,greed|pollution|slave labor|truth|wal mart,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,Not Rated,1500000,2005,1.85
Drama|Fantasy|Romance,Fetching Cody ,1232,death|high school|prostitute|suicide|time travel,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,,1500000,2005,
Comedy|Drama,Once Upon a Time in Queens ,291,,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,R,1500000,2013,1.89
Comedy|Drama,Closer to the Moon ,2841,,http://www.imdb.com/title/tt2017486/?ref_=fn_tt_tt_1,Not Rated,5000000,2014,2.35
Sci-Fi,Mutant World ,459,,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,,1500000,2014,
Comedy|Drama|Family,Growing Up Smith ,108,adolescence|girl next door|growing vegetables|high standards|sent away,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,PG-13,2000000,2015,1.85
Action|Crime|Thriller,Checkmate ,735,,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,,1500000,2015,2.35
Action|Crime|Mystery|Thriller,Jack Reacher ,226583,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,PG-13,60000000,2012,2.35
Drama|Horror|Mystery|Thriller,#Horror ,1547,bullying|cyberbullying|girl|internet|throat slitting,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,Not Rated,1500000,2015,
Action|Horror|Thriller,Wind Walkers ,133,after dark horrorfest,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,R,2000000,2015,
Animation|Family|Fantasy|Musical,Snow White and the Seven Dwarfs ,133348,dwarf|love|princess|queen|snow white,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,Approved,2000000,1937,1.37
Drama,The Holy Girl ,2720,16 year old|doctor|hotel|tinnitus|title directed by female,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,R,1400000,2004,1.85
Western,Shalako ,1978,bare chested male bondage|european|female frontal nudity|topless woman|war paint,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,PG,1455000,1968,2.35
Adventure|Comedy|Horror,Incident at Loch Ness ,3291,boat|director|loch ness|loch ness monster|monster,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,PG-13,1400000,2004,1.85
Drama,The Dog Lover ,162,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,PG,2000000,2016,2.35
Horror|Thriller,Girl House ,4948,college student|disfigured face|house|suicide|website,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,,3150000,2014,2.35
Crime|Romance|Thriller,The Blue Room ,2082,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,R,,2014,1.33
Horror|Thriller,House at the End of the Drive ,330,ghost story|manson family|paranormal|real life event|reference to sharon tate,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,R,1400000,2014,
Adventure|Comedy|Family,Batman: The Movie ,22975,black cat|catwoman|dc comics|penguin|riddler,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,Approved,1377800,1966,1.85
Comedy|Crime,"Lock, Stock and Two Smoking Barrels ",414976,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,R,960000,1998,1.85
Western,The Ballad of Gregorio Cortez ,39,,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,,1250000,1982,
Action|Crime|Drama|Mystery,The Streets of San Francisco             ,3405,city name in series title|homicide|older man younger man relationship|place in series title|police partner,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,,,,4.0
Drama,The Celebration ,65951,dogme 95|family secret|haunted by the past|secret|speech,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,R,1300000,1998,1.33
Comedy|Drama,Trees Lounge ,11369,alcoholic drink|bar|drink|drinking|drunk,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,R,1300000,1996,1.85
Drama,Journey from the Fall ,775,1970s|1980s|nonlinear timeline|rescue|vietnam war,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,R,1592000,2006,1.85
Drama,The Basket ,449,basketball|german immigrant|opera|two word title|war orphan,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,PG,1300000,1999,1.85
Comedy|Horror,Eddie: The Sleepwalking Cannibal ,1231,art teacher|cannibal|inspiration|painter|sleepwalking,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,Not Rated,1500000,2012,
Action|Crime|Drama|Thriller,Mercury Rising ,54316,autistic child|boy|child in danger|fbi|nsa,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,R,60000000,1998,2.35
Drama|Sci-Fi,Space: Above and Beyond             ,6381,alien|born in vitro|in vitro fertilization|marine|outer space,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,,5000000,,1.33
Action|Biography|Drama|History,Queen of the Mountains ,3144,19th century|central asia|mother son relationship|ruler|russian empire,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,PG-13,1400000,2014,2.35
Action|Sci-Fi,Def-Con 4 ,1339,canuxploitation|independent film|post apocalypse|remake|survival,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,R,1750000,1985,1.85
Comedy,The Hebrew Hammer ,4182,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,R,1000000,2003,1.85
Comedy|Musical|Romance,Neal 'N' Nikki ,1167,interrupted sex|kiss|love|mistaken sex scene|sex in car,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,,1500000,2005,2.35
Comedy,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,5579,masturbation|porn actor in mainstream movie|sex|spoof|virginity,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,R,1300000,2010,1.85
Horror|Romance|Thriller,Forget Me Not ,4866,,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,R,1300000,2009,2.35
Drama|Film-Noir|Mystery|Thriller,Rebecca ,87424,death|estate|housekeeper|love|monte carlo,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,Not Rated,1288000,1940,1.37
Horror|Mystery|Thriller,Friday the 13th Part 2 ,39690,ice pick|jason voorhees|lake|pitchfork|shack,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,R,1250000,1981,1.85
Drama|Film-Noir,The Lost Weekend ,24959,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,Not Rated,1250000,1945,1.37
Horror|Sci-Fi,C.H.U.D. ,7528,bum|city|mutant|new york city|street,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,R,1250000,1984,1.85
Drama|Music,Filly Brown ,910,,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,R,427000,2012,2.35
Animation,The Lion of Judah ,458,animal|donkey|lamb|pig|rooster,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,PG,15000000,2011,1.78
Crime|Film-Noir|Thriller,Niagara ,11047,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,Approved,1250000,1953,1.37
Drama|Family,How Green Was My Valley ,15840,coal mine|girl|school|village|wales,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,Approved,1250000,1941,1.37
Drama,The Girlfriend Experience             ,3282,escort|female nudity|friendship|money|sex scene,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,TV-MA,,,
Comedy|Romance|Thriller,Da Sweet Blood of Jesus ,794,horror movie remake|remake|undead|undead sex|undead sexuality,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,,1420000,2014,2.35
Drama,"Sex, Lies, and Videotape ",37785,affair|interview|marriage|sex|videotape,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,R,1200000,1989,1.85
Horror|Mystery|Thriller,Saw ,299127,chained|flashback|killer|serial killer|surprise ending,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,R,1200000,2004,1.85
Comedy|Crime|Mystery,Super Troopers ,76151,drugs|highway|police|state trooper|vermont,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,R,1200000,2001,1.85
Action|Romance|Thriller,The Algerian ,101,algeria|algerian|los angeles california|muslim,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,,1300000,2014,1.85
Comedy|Drama,The Amazing Catfish ,1229,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,,1300000,2013,
Drama|Sci-Fi|Thriller,The Day the Earth Stood Still ,139426,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,PG-13,80000000,2008,2.35
Comedy|Drama|Romance,Monsoon Wedding ,19397,arranged marriage|bride|celebration|marriage|wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,R,7000000,2001,1.85
Drama,You Can Count on Me ,22145,bank|car accident|cheating husband|new york|single mother,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,R,1200000,2000,1.85
Comedy|Mystery|Romance,The Trouble with Harry ,24891,artist|death|hunting|sheriff|vermont,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,Approved,1200000,1955,1.5
Crime|Drama|Mystery|Thriller,Lucky Number Slevin ,262160,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,R,27000000,2006,2.35
Comedy|Drama,But I'm a Cheerleader ,19986,cheerleader|gay|homosexual|lesbian|lesbian relationship,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,R,1200000,1999,1.85
Drama|Sport,Home Run ,2417,addiction|alcoholic|baseball|car accident|reference to god,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,PG-13,1200000,2013,2.35
