num_critic_for_reviews,gross,movie_title,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,aspect_ratio
132,6409206,The Rocker ,33153,Josh Gad,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,104,PG-13,1.85
97,6373693,Post Grad ,25637,Bobby Coleman,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,53,PG-13,1.85
242,7556708,Promised Land ,14544,Terry Kinney,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,102,R,1.85
218,5306447,Whatever Works ,2717,Conleth Hill,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,169,PG-13,1.85
49,5217498,The In Crowd ,2312,A.J. Buckley,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,85,PG-13,1.85
172,5023275,Three Burials ,1627,Guillermo Arriaga,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,199,R,2.35
68,4956401,Jakob the Liar ,51657,Michael Jeter,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,89,PG-13,1.85
223,4235837,Kiss Kiss Bang Bang ,23932,Larry Miller,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336,R,2.35
59,4002955,Idle Hands ,3654,Elden Henson,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,R,1.85
252,7219578,Mulholland Drive ,8484,Laura Harring,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,1768,R,1.85
106,3525161,Blood and Chocolate ,1675,Chris Geere,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,190,PG-13,2.35
223,3247816,You Will Meet a Tall Dark Stranger ,19310,Ewen Bremner,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,108,R,1.85
328,2412045,Never Let Me Go ,12867,Charlotte Rampling,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,320,R,2.35
9,,The Company             ,3809,Alessandro Nivola,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,39,,1.78
150,2203641,Transsiberian ,1252,Mac McDonald,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,162,R,2.35
21,1953732,The Clan of the Cave Bear ,1351,Mike Muscat,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,62,R,2.35
28,1954202,Crazy in Alabama ,4834,Noah Emmerich,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,71,PG-13,2.35
250,1294640,Funny Games ,6748,Brady Corbet,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,436,R,1.85
17,,Listening ,527,Amber Marie Bollinger,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,13,,2.35
95,819852,Felicia's Journey ,5426,Gerard McSorley,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,83,PG-13,2.35
260,26435,Metropolis ,203,Rudolf Klein-Rogge,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,413,Not Rated,1.33
141,1197786,District B13 ,962,Dany Verissimo-Petit,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,157,R,2.35
52,529766,Things to Do in Denver When You're Dead ,14889,Treat Williams,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,144,R,1.85
205,613556,The Assassin ,1172,Satoshi Tsumabuki,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,87,Not Rated,1.37
109,353743,Buffalo Soldiers ,3578,Leon,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111,R,2.35
103,502028,The Return ,48,Nataliya Vdovina,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,172,Unrated,1.85
110,102055,Ong-bak 2 ,134,Sarunyu Wongkrachang,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,72,R,2.35
195,122288,Centurion ,15293,Dave Legeno,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,201,R,2.35
14,,Silent Trigger ,1432,Conrad Dunn,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,29,R,2.35
177,73548,The Midnight Meat Train ,18639,Leslie Bibb,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,209,R,2.35
17,,Winnie Mandela ,801,Aubrey Poo,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,15,R,
62,28870,The Son of No One ,32814,Tracy Morgan,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,41,R,2.35
19,22723,All the Queen's Men ,1732,Edward Fox,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,40,PG-13,2.35
50,20380,The Good Night ,1245,Keith Allen,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,39,R,1.85
25,,Bathory: Countess of Blood ,2528,Franco Nero,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,32,R,2.35
39,,Khumba ,29488,Loretta Devine,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,12,Not Rated,
136,,Automata ,2829,Melanie Griffith,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,134,R,2.35
26,,Dungeons & Dragons: Wrath of the Dragon God ,363,Steven Elder,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,Not Rated,1.78
4,,Chiamatemi Francesco - Il Papa della gente ,192,Ferdinando Vetere,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,4,,
53,,Shinjuku Incident ,996,Yasuaki Kurata,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,53,R,2.35
22,,Pandaemonium ,1585,Linus Roache,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,PG-13,
147,70906973,Groundhog Day ,15500,Willie Garson,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,PG,1.85
222,66009973,Magic Mike XXL ,38963,Kevin Nash,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,135,R,2.35
106,46338728,Romeo + Juliet ,33791,Brian Dennehy,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,506,PG-13,2.35
136,7691700,Sarah's Key ,2140,Arben Bajraktaraj,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,PG-13,2.35
5,,Freedom ,994,Bart Shatto,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,R,
131,101157447,Unforgiven ,28544,Frances Fisher,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,R,2.35
140,74205,Manderlay ,4211,Jean-Marc Barr,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,81,Not Rated,2.35
418,141319195,Slumdog Millionaire ,820,Ayush Mahesh Khedekar,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,1017,R,2.35
94,156645693,Fatal Attraction ,1639,Anne Archer,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,R,1.85
82,178406268,Pretty Woman ,11135,Jason Alexander,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271,R,1.85
,,Towering Inferno             ,1125,Joe Flaherty,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,,1.33
32,109306210,Crocodile Dundee II ,717,John Meillon,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62,PG,2.35
22,,Broken Horses ,2055,Chad Bishop,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,20,R,2.35
72,70001698,Born on the Fourth of July ,12098,Stephen Baldwin,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,173,R,2.35
39,68856263,Cool Runnings ,2496,Malik Yoba,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,97,PG,1.85
264,51527787,My Bloody Valentine ,14159,Edi Gathegi,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,R,1.85
264,49122319,The Possession ,2348,Natasha Calis,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,PG-13,2.35
145,,First Blood ,15192,Chris Mulkey,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,R,2.35
86,61356221,Stomp the Yard ,3544,Harry Lennix,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,162,PG-13,2.35
112,46800000,The Spy Who Loved Me ,1326,Barbara Bach,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275,PG,2.35
17,,Ghost Hunters             ,552,Jason Hawes,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,57,,
101,38048637,Urban Legend ,3500,Julian Richings,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426,R,2.35
51,34700000,Dangerous Liaisons ,35501,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,R,1.85
42,35010192,Good Deeds ,2226,Jamie Kennedy,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,43,PG-13,2.35
10,34793160,White Fang ,552,Susan Hogan,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31,PG,1.85
43,30628981,Superstar ,10792,Molly Shannon,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,160,PG-13,1.85
331,29959436,The Iron Lady ,12894,Olivia Colman,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350,PG-13,2.35
38,25571351,Jonah: A VeggieTales Movie ,49,Shelby Vischer,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78,G,1.85
12,27515786,Poetic Justice ,1620,Maya Angelou,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,31,R,1.85
40,25482931,All About the Benjamins ,1421,Gino Salvano,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,33,R,2.35
34,19900000,Vampire in Brooklyn ,2348,Allen Payne,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,53,R,1.85
82,,Exorcist II: The Heretic ,2704,Ned Beatty,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252,R,1.85
125,16298046,An American Haunting ,1608,Vernon Dobtcheff,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,747,PG-13,2.35
56,15549702,My Boss's Daughter ,3007,Molly Shannon,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,PG-13,1.85
160,15483540,A Perfect Getaway ,41359,Marley Shelton,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215,R,2.35
71,20246959,Our Family Wedding ,3299,Lupe Ontiveros,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,PG-13,2.35
37,15062898,Dead Man on Campus ,6861,Poppy Montgomery,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,R,1.85
62,14348123,Tea with Mussolini ,1148,Paolo Seganti,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157,PG,1.85
73,15171475,Thinner ,2777,Kari Wuhrer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122,R,1.85
59,,"New York, New York ",23378,Mary Kay Place,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75,PG,1.66
25,13640000,Crooklyn ,3267,Isaiah Washington,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,39,PG-13,1.85
97,12550242,I Think I Love My Wife ,13446,Wendell Pierce,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55,R,1.85
205,12610731,Jason X ,3050,Lexa Doig,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,R,1.85
69,47811275,Big Fat Liar ,3707,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,PG,1.85
195,11204499,Bobby ,13528,Brian Geraghty,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270,R,2.35
61,10397365,Head Over Heels ,2165,China Chow,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,104,PG-13,2.35
77,9402410,Fun Size ,3715,Osric Chau,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,32,PG-13,2.35
259,5990075,The Diving Bell and the Butterfly ,1372,Isaach De Bankolé,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175,PG-13,1.85
251,5459824,Little Children ,15337,Jane Adams,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320,R,2.35
63,5108820,Gossip ,12776,Noam Jenkins,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,112,R,2.35
47,4741987,A Walk on the Moon ,10368,Tovah Feldshuh,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,R,1.85
108,4291965,Catch a Fire ,678,Bonnie Henna,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,PG-13,2.35
64,3100650,Soul Survivors ,417,Candace Kroslak,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181,PG-13,1.85
20,2474000,Jefferson in Paris ,446,Nigel Whitmey,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,PG-13,1.85
135,2656324,Easy Virtue ,16431,Kris Marshall,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79,PG-13,2.35
2,1000000,Caravans ,17250,Behrouz Vossoughi,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,PG,2.35
262,3958500,Mr. Turner ,390,Karl Johnson,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,R,2.35
129,403649,Wild Grass ,799,Edouard Baer,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,PG,2.35
69,274299,Amen. ,1429,Ulrich Mühe,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55,Unrated,1.85
50,,Reign of Assassins ,243,Kelly Lin,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,R,2.35
57,183088,The Lucky Ones ,2243,Mark L. Young,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36,R,1.85
116,46495,Margaret ,14638,John Gallagher Jr.,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119,R,1.85
45,,Stan Helsing ,2207,Diora Baird,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66,R,1.85
87,1752214,Flipped ,4377,Aidan Quinn,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,PG,1.85
357,83025853,Brokeback Mountain ,39789,Anne Hathaway,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,R,1.85
348,190871240,Teenage Mutant Ninja Turtles ,2690,Jeremy Howard,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,PG-13,2.35
88,56631572,Clueless ,1724,Elisa Donovan,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248,PG-13,1.85
181,15854988,Far from Heaven ,2447,Michael Gaston,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,PG-13,1.85
107,12282677,Hot Tub Time Machine 2 ,4702,Collette Wolfe,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96,R,1.85
53,447093,Dekalog             ,25,Olgierd Lukaszewicz,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,TV-MA,1.33
132,7060876,Quills ,14726,Amelia Warner,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314,R,1.85
401,14989761,Seven Psychopaths ,4757,Michael Stuhlbarg,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284,R,2.35
58,687081,The Caveman's Valentine ,1767,Aunjanue Ellis,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,R,1.85
1,,The Border             ,74,Jaroslaw Boberek,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2,,
192,5501940,Downfall ,2334,Alexandra Maria Lara,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,R,1.85
157,2086345,The Sea Inside ,529,Tamar Novas,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,PG-13,2.35
454,2605039,Under the Skin ,19086,Alison Chand,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616,R,1.85
62,123922370,"Good Morning, Vietnam ",50141,Bruno Kirby,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131,R,1.85
4,163591,The Last Godfather ,2895,Michael Rispoli,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,PG-13,1.78
84,73000942,Justin Bieber: Never Say Never ,714,Boys II Men,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,G,1.85
669,106952327,Black Swan ,38072,Mark Margolis,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,R,2.35
492,58607007,RoboCop ,14160,Jennifer Ehle,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,PG-13,2.35
149,57300000,The Godfather: Part II ,39960,Robert Duvall,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,R,1.85
101,91038276,Save the Last Dance ,1307,Fredro Starr,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320,PG-13,1.85
102,49369900,A Nightmare on Elm Street 4: The Dream Master ,450,Brooke Bundy,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,R,1.85
63,61693523,Miracles from Heaven ,7833,Martin Henderson,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,PG,1.85
106,46729374,"Dude, Where's My Car? ",6454,Marla Sokoloff,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469,PG-13,1.37
50,44726644,Young Guns ,1747,Brian Keith,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,R,1.85
275,44134898,St. Vincent ,20330,Reg E. Cathey,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171,PG-13,1.85
90,48637684,About Last Night ,2800,Bryan Callen,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42,R,2.35
133,38176108,10 Things I Hate About You ,37907,Andrew Keegan,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549,PG-13,1.85
49,28972187,The New Guy ,12687,Gene Simmons,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159,PG-13,1.85
19,27979400,Loaded Weapon 1 ,12322,Bill Nunn,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72,PG-13,1.85
186,54257433,The Shallows ,971,Sedona Legge,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139,PG-13,2.35
185,23947,The Butterfly Effect ,12755,Cameron Bright,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,R,1.85
42,60008303,Snow Day ,2241,Jean Smart,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,PG,1.85
37,49121934,This Christmas ,6554,Loretta Devine,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32,PG-13,2.35
45,27141959,Baby Geniuses ,2936,Ruby Dee,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168,PG,1.85
57,27052167,The Big Hit ,3353,Antonio Sabato Jr.,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168,R,1.85
25,26539321,Harriet the Spy ,2486,Charlotte Sullivan,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42,PG,1.85
59,28501605,Child's Play 2 ,2646,Greg Germann,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,R,1.85
58,52543632,No Good Deed ,2297,Henry Simmons,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,PG-13,2.35
330,25592632,The Mist ,5371,Jeffrey DeMunn,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066,R,1.85
489,25440971,Ex Machina ,430,Corey Johnson,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,R,2.35
242,22858926,Being John Malkovich ,1171,Mary Kay Place,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840,R,1.85
40,22235901,Two Can Play That Game ,2815,Tamala Jones,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31,R,1.85
112,38916903,Earth to Echo ,1921,Jason Gray-Stanford,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149,PG,1.85
84,16929123,Crazy/Beautiful ,6214,Rolando Molina,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169,PG-13,1.85
251,13753931,Letters from Iwo Jima ,751,Shidô Nakamura,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316,R,2.35
113,10996440,The Astronaut Farmer ,27806,Bruce Dern,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128,PG,2.35
23,8026971,Woo ,3352,Dave Chappelle,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20,R,
421,14677654,Room ,2499,Cas Anvar,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351,R,2.35
32,9975684,Dirty Work ,1805,Traylor Howard,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,PG-13,1.85
52,7881335,Serial Mom ,3092,Traci Lords,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,R,1.66
81,6241697,Dick ,31005,Kirsten Dunst,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,PG-13,1.85
,,Del 1 - Män som hatar kvinnor             ,998,Lena Endre,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,,
39,5871603,Light It Up ,6485,Robert Ri'chard,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,R,1.85
63,16574731,54 ,6910,Sela Ward,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181,R,1.85
47,5002310,Bubble Boy ,18864,Marley Shelton,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181,PG-13,2.35
111,4919896,Birthday Girl ,1775,Ben Chaplin,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159,R,2.35
168,25675765,21 & Over ,2730,Sarah Wright,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,R,2.35
165,4857376,"Paris, je t'aime ",13208,Catalina Sandino Moreno,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123,R,1.85
104,3169424,Resurrecting the Champ ,2417,Peter Coyote,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,PG-13,2.35
150,18004225,Admission ,3004,Christopher Evan Welch,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,87,PG-13,2.35
61,3058380,The Widow of Saint-Pierre ,2389,Yves Jacques,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69,R,2.35
226,3074838,Chloe ,14372,Natalie Lisinska,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,166,R,1.85
21,2104000,Faithful ,1679,Paul Mazursky,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,R,1.85
217,28501651,Brothers ,39473,Ethan Suplee,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,R,2.35
94,1172769,Find Me Guilty ,37606,Alex Rocco,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,R,1.85
364,17738570,The Perks of Being a Wallflower ,13631,Kate Walsh,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,457,PG-13,1.85
19,1200000,Excessive Force ,1139,Thomas Ian Griffith,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,23,R,1.85
129,1150403,Infamous ,3474,Hope Davis,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102,R,1.85
71,403932,The Claim ,17104,Shirley Henderson,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,R,2.35
93,1712111,The Vatican Tapes ,7875,Dougray Scott,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53,PG-13,1.85
399,1024175,Attack the Block ,2011,Jodie Whittaker,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,297,R,2.35
110,301305,In the Land of Blood and Honey ,796,Branko Djuric,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,180,R,2.35
285,51872378,The Call ,2812,Roma Maffia,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,266,R,1.85
2,31662,Operation Chromite ,14133,Jung-jae Lee,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,1,,
61,28399192,The Crocodile Hunter: Collision Course ,1483,Steve Bastoni,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,106,PG,2.35
242,2035566,I Love You Phillip Morris ,931,Annie Golden,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,162,R,1.85
62,,Quest for Fire ,931,Gary Schwartz,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,R,2.35
121,21078145,Antwone Fisher ,20456,Derek Luke,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,159,PG-13,2.35
83,14060950,The Emperor's Club ,14347,Rob Morrow,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,139,PG-13,1.85
122,12281500,True Romance ,23602,Michael Rapaport,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,460,R,2.35
88,,Womb ,9244,Hannah Murray,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,35,Unrated,2.35
120,10725228,Glengarry Glen Ross ,32288,Jude Ciccolella,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,R,2.35
225,214966,The Killer Inside Me ,1813,Jay R. Ferguson,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,R,2.35
130,,Cat People ,3700,John Heard,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,106,R,1.85
167,11956207,Sorority Row ,3142,Rumer Willis,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126,R,2.35
7,,The Prisoner of Zenda ,1166,Ronald Colman,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,Approved,1.37
226,5949693,Lars and the Real Girl ,34351,Paul Schneider,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,299,PG-13,1.85
185,9030581,The Boy in the Striped Pajamas ,156,Cara Horgan,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,398,PG-13,1.85
177,4157491,Dancer in the Dark ,2894,Björk,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,690,R,2.35
28,1508689,Oscar and Lucinda ,2004,Clive Russell,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,R,2.35
48,1227324,The Funeral ,3337,Gretchen Mol,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,48,R,1.85
116,4360548,Solitary Man ,2661,Richard Schiff,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,60,R,1.85
391,26589953,Machete ,26233,Cheech Marin,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,R,1.85
117,1039869,Casino Jack ,18739,Christian Campbell,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,R,2.35
24,48092846,The Land Before Time ,1833,Bill Erwin,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,133,G,1.33
