num_critic_for_reviews,duration,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
36,123,541,Biography|Drama|History,One Night with the King ,908,Nimrat Kaur,0,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,USA,20000000,249,6.3,2.35,0
149,101,3000,Drama|Mystery|Romance|Thriller|War,The Quiet American ,3431,Holmes Osborne,2,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,UK,30000000,268,7.1,2.35,983
156,102,12000,Comedy|Drama,The Weather Man ,13156,Michael Rispoli,1,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,USA,22000000,442,6.6,1.85,0
64,94,922,Action|Crime|Drama|Sport,Undisputed ,2880,Jon Seda,2,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,USA,20000000,855,6.1,2.35,977
210,102,346,Comedy|Drama|Fantasy|Romance,Ghost Town ,500,Jordan Carlos,3,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,USA,20000000,41,6.7,1.85,0
113,108,969,Action|Crime|Thriller,12 Rounds ,2799,Nick Gomez,1,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,USA,22000000,794,5.6,2.35,0
390,116,17000,Drama|Fantasy|Horror|Mystery,Let Me In ,20258,Kodi Smit-McPhee,0,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,UK,20000000,1000,7.2,2.35,25000
5,93,400,Action|Comedy|Family,3 Ninjas Kick Back ,1151,Don Stark,0,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,USA,20000000,220,4.3,1.85,444
248,102,734,Comedy,Be Kind Rewind ,1778,Melonie Diaz,2,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,UK,20000000,563,6.4,2.35,0
137,103,5000,Comedy|Drama|Music|War,Mrs Henderson Presents ,5637,Sarah Solemani,1,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,UK,20000000,378,7.1,1.85,0
214,115,14000,Action|Crime|Drama|Thriller,Triple 9 ,27214,Clifton Collins Jr.,3,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,USA,20000000,12000,6.3,2.35,0
104,96,11000,Comedy,Deconstructing Harry ,11867,Judy Davis,2,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,USA,20000000,474,7.4,1.85,0
81,98,2000,Comedy|Romance,Three to Tango ,4843,David Ramsey,2,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,Australia,20000000,1000,6.1,1.37,311
175,101,14000,Comedy|Drama,Burnt ,16926,Riccardo Scamarcio,1,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,USA,20000000,1000,6.6,2.35,25000
20,106,22000,Comedy|Crime,We're No Angels ,24887,James Russo,0,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,USA,20000000,2000,6.0,2.35,855
69,101,1000,Comedy|Musical|Romance,Everyone Says I Love You ,1614,Jeff DeRocker,0,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,USA,20000000,612,6.8,1.85,0
168,87,22000,Comedy,Death at a Funeral ,24324,Kris Marshall,0,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,USA,9000000,557,7.4,1.85,0
166,111,856,Action|Crime|Thriller,Death Sentence ,3309,Edi Gathegi,0,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,USA,20000000,742,6.8,2.35,0
160,99,22000,Adventure|Drama,Everybody's Fine ,23409,Brendan Sexton III,1,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,USA,21000000,1000,7.2,2.35,10000
32,88,650,Comedy|Family|Sci-Fi,Superbabies: Baby Geniuses 2 ,1343,Peter Wingfield,3,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,Germany,20000000,384,1.9,2.35,0
72,83,688,Action|Comedy|Crime,The Man ,1019,Gigi Rice,2,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,Germany,33000000,99,5.5,1.85,676
53,91,716,Action|Comedy|Crime,Code Name: The Cleaner ,2700,Cedric the Entertainer,3,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,USA,20000000,537,4.5,1.85,233
76,108,786,Comedy|Crime|Music,Connie and Carla ,2730,Dash Mihok,3,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,USA,20000000,567,6.3,1.85,924
15,154,683,Comedy|Drama|Music|Musical|Romance,Sweet Charity ,2172,Ben Vereen,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,USA,20000000,641,7.0,2.35,548
401,148,204,Comedy|Crime|Drama|Mystery|Romance,Inherent Vice ,707,Serena Scott Thomas,0,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,USA,20000000,178,6.7,1.85,18000
31,77,787,Adventure|Animation|Comedy|Family|Fantasy,Doogal ,2185,Jon Stewart,0,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,USA,20000000,690,2.8,1.85,346
65,110,997,Drama|Music,Battle of the Year ,3177,Laz Alonso,19,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,USA,20000000,941,5.0,1.85,0
26,42,1000,Crime|Drama|Mystery|Thriller,Perception             ,2240,Scott Wolf,1,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,USA,,440,7.5,16.0,0
45,83,885,Comedy|Fantasy,An American Carol ,2907,Gary Coleman,2,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,USA,12000000,816,4.3,2.35,797
260,107,2000,Action|Comedy|Crime|Thriller,Machete Kills ,2848,Marko Zaror,7,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,Russia,20000000,749,5.6,1.85,48000
129,100,669,Drama|Horror|Sci-Fi|Thriller,Willard ,1267,Jackie Burroughs,0,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,Canada,22000000,429,6.2,2.35,0
58,87,1000,Adventure|Comedy,Strange Wilderness ,4218,Jeff Garlin,4,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,USA,20000000,794,5.3,2.35,847
103,154,1000,Biography|Comedy|Drama|History|Music|Musical,Topsy-Turvy ,1690,Lesley Manville,1,http://www.imdb.com/title/tt0151568/?ref_=fn_tt_tt_1,UK,10000000,452,7.4,1.66,608
45,106,1000,Drama|War,Little Boy ,5705,Michael Rapaport,0,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,Mexico,20000000,1000,7.4,2.35,15000
345,99,13000,Biography|Drama|Thriller,A Dangerous Method ,23755,Sarah Gadon,3,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,UK,15000000,10000,6.5,1.85,36000
232,100,21000,Animation|Drama|Mystery|Sci-Fi|Thriller,A Scanner Darkly ,39507,Rory Cochrane,0,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,USA,8700000,18000,7.1,1.85,0
116,116,18000,Biography|Drama|Sport,Chasing Mavericks ,21200,Leven Rambin,2,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,USA,20000000,1000,7.2,1.85,13000
148,94,310,Horror|Sci-Fi,Alone in the Dark ,838,Karin Konoval,0,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,Canada,20000000,294,2.3,2.35,1000
79,111,690,Comedy|Drama|Family|Music|Romance,Bandslam ,1573,Ryan Donowho,3,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,USA,20000000,224,6.4,2.35,1000
167,100,829,Drama|Mystery|Romance|Thriller,Birth ,2295,Danny Huston,1,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,USA,20000000,681,6.1,1.85,0
350,125,1000,Action|Crime|Drama|Thriller,A Most Violent Year ,3979,Albert Brooks,0,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,USA,20000000,969,7.0,2.35,0
25,114,1000,Drama|History|Romance|War,Passchendaele ,3493,Caroline Dhavernas,0,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1,Canada,20000000,912,6.5,2.35,971
99,119,20,Biography|Drama,Flash of Genius ,64,Victoria Learn,0,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,USA,20000000,18,7.0,2.35,0
231,135,23000,Biography|Drama|Music,I'm Not There. ,36398,Tyrone Benskin,0,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,USA,20000000,13000,7.0,2.35,0
119,93,15000,Action|Thriller,The Cold Light of Day ,30134,Óscar Jaenada,3,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,USA,20000000,13000,4.9,2.35,0
182,114,975,Adventure|Comedy|Drama|Romance,The Brothers Bloom ,3014,Nora Zehetner,4,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,USA,20000000,877,6.9,2.35,0
245,124,22000,Comedy|Drama|Romance,Synecdoche, New York ,24732,Samantha Morton,0,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,USA,21000000,1000,7.5,2.35,13000
174,134,893,Adventure|Animation|Fantasy,Princess Mononoke ,2710,Billy Crudup,0,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,Japan,2400000000,851,8.4,1.85,11000
69,114,572,Comedy|Drama|Mystery|Romance|Thriller|War,Bon voyage ,1776,Virginie Ledoyen,5,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,France,20000000,548,6.9,2.35,235
26,124,801,Biography|Comedy|Musical,Can't Stop the Music ,1462,Caitlyn Jenner,0,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,USA,20000000,174,4.5,2.35,1000
168,104,1000,Crime|Drama|Western,The Proposition ,2129,Danny Huston,1,http://www.imdb.com/title/tt0421238/?ref_=fn_tt_tt_1,Australia,2000000,509,7.4,2.35,0
27,118,2000,Biography|Drama|Sport,Courage ,3384,Brent Anderson,4,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,USA,20000000,769,7.0,2.35,0
28,80,836,Comedy|Music,Marci X ,2467,Paula Garcés,2,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,USA,20000000,624,2.8,1.85,241
146,107,23000,Action|Drama|Sci-Fi|Thriller,Equilibrium ,25088,Sean Pertwee,2,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,USA,20000000,876,7.5,2.35,20000
67,125,991,Drama|War,The Children of Huang Shi ,1003,Matthew Walker,4,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,Australia,40000000,10,7.1,2.35,1000
93,115,9000,Crime|Drama|Romance|Thriller,The Yards ,11433,Faye Dunaway,2,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,USA,24000000,1000,6.4,2.35,401
28,88,979,Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure ,1978,Toni Braxton,0,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,USA,20000000,532,6.7,,831
131,122,11000,Drama|Romance,By the Sea ,22319,Melvil Poupaud,0,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,USA,10000000,11000,5.3,2.35,0
105,103,488,Action|Adventure|Animation|Family|Sci-Fi|Thriller,Steamboy ,991,Rosalind Ayres,1,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,Japan,2127519898,336,6.9,1.85,973
21,101,18000,Drama|History|Sport,The Game of Their Lives ,20354,Jimmy Jean-Louis,0,http://www.imdb.com/title/tt0354595/?ref_=fn_tt_tt_1,USA,20000000,723,6.2,2.35,445
140,101,33000,Crime|Drama|Mystery|Romance|Thriller,All Good Things ,39515,Frank Langella,2,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,USA,,4000,6.3,1.85,0
9,107,699,Action|Adventure|Drama|History|Romance,Rapa Nui ,1592,Sandrine Holt,1,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,USA,20000000,533,6.4,2.35,399
83,86,46,Comedy|Family|Sci-Fi,CJ7 ,82,Chi Chung Lam,1,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,Hong Kong,,33,6.5,2.35,1000
8,118,106,Comedy|Family|Fantasy|Sci-Fi,Les couloirs du temps: Les visiteurs II ,182,Marie-Anne Chazel,0,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,France,140000000,56,6.0,2.35,136
138,107,403,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Dylan Dog: Dead of Night ,1577,Anita Briem,1,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,USA,20000000,368,5.1,2.35,0
42,100,14000,Crime|Drama|Mystery,People I Know ,15612,Mark Webber,3,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1,USA,22000000,506,5.5,1.85,217
,30,310,Drama|Family,The Doombolt Chase             ,344,Ewen Solon,4,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1,UK,,11,7.2,,0
92,110,3000,Comedy|Drama|Fantasy|Romance,The Tempest ,3785,Tom Conti,2,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,USA,20000000,602,5.4,2.35,0
140,106,9000,Crime|Drama|Mystery|Thriller,Regression ,10982,Julian Richings,1,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,Spain,,750,5.7,2.35,0
,7,344,Romance|Short,The Touch ,726,Elea Oberon,0,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,USA,13000,281,5.2,1.85,30
29,102,483,Action|Drama|History|War,Three Kingdoms: Resurrection of the Dragon ,1113,Andy On,3,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,China,25000000,472,6.2,2.35,314
29,98,18000,Crime|Drama|Thriller,Shattered ,20472,Callum Rennie,1,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,UK,20000000,867,6.7,2.35,0
39,83,12000,Adventure|Animation|Comedy|Family,Zambezia ,15680,Noureen DeWulf,0,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,South Africa,20000000,857,5.8,1.78,1000
2,153,109,Biography|Drama|History,Ramanujan ,164,Kevin McGowan,0,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,India,,36,7.0,2.35,58
2,98,729,Animation,Dwegons and Leprechauns ,1092,Jacqueline Lovell,4,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,USA,20000000,282,4.8,,70
,105,22000,Action|Biography|Drama|Sport,Hands of Stone ,27425,Edgar Ramírez,0,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,Panama,20000000,2000,7.2,,0
64,96,14000,Action|Crime|Thriller,Survivor ,17957,Robert Forster,2,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,USA,20000000,1000,5.6,2.35,0
120,105,12000,Crime|Drama|Mystery|Thriller,The Frozen Ground ,16355,Jodi Lyn O'Keefe,3,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,USA,27220000,991,6.4,2.35,11000
143,125,2000,Drama|Romance,The Painted Veil ,2608,Alan David,0,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,China,19400000,594,7.5,2.35,0
160,184,486,Action|Biography|Crime|Drama,The Baader Meinhof Complex ,1601,Martina Gedeck,2,http://www.imdb.com/title/tt0765432/?ref_=fn_tt_tt_1,Germany,20000000,471,7.4,1.85,0
92,236,933,Adventure|Drama|Western,Dances with Wolves ,2398,Maury Chaykin,1,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,USA,22000000,839,8.0,2.35,0
286,97,3000,Comedy,Bad Teacher ,5547,Phyllis Smith,0,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,USA,20000000,957,5.7,1.85,16000
43,113,14000,Crime|Drama|Mystery|Thriller,Sea of Love ,15914,Ellen Barkin,1,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,USA,19000000,599,6.8,1.85,0
69,95,1000,Comedy|Family|Romance,A Cinderella Story ,3092,Julie Gonzalo,2,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,USA,20000000,852,5.9,1.85,0
242,103,611,Horror|Mystery,Scream ,1212,Roger Jackson,0,http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1,USA,15000000,422,7.2,2.35,11000
149,91,1000,Horror,Thir13en Ghosts ,3023,F. Murray Abraham,0,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,USA,20000000,795,5.5,1.33,0
253,146,888,Drama|Horror,The Shining ,2560,Joe Turkel,0,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,USA,19000000,629,8.4,1.37,37000
198,116,1000,Adventure|Comedy|Sci-Fi,Back to the Future ,3230,J.J. Cohen,0,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,USA,19000000,690,8.5,1.18,39000
147,93,885,Horror|Mystery|Thriller,House on Haunted Hill ,2872,Bridgette Wilson-Sampras,0,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,USA,19000000,828,5.6,1.37,0
36,113,607,Comedy|Drama,I Can Do Bad All by Myself ,1465,Hope Olaide Wilson,6,http://www.imdb.com/title/tt1385912/?ref_=fn_tt_tt_1,USA,13000000,269,4.1,1.85,1000
6,90,731,Action|Drama,Fight Valley ,2374,Cabrina Collesides,4,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,USA,27000000,634,5.0,,1000
181,101,544,Comedy|Drama|Romance,The Switch ,1292,Kelli Barrett,2,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,USA,19000000,449,6.1,2.35,0
97,95,500,Comedy|Romance,Just Married ,2020,David Moscow,2,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,USA,18000000,308,5.4,1.85,0
167,109,31000,Biography|Drama|Thriller,The Devil's Double ,35561,Ludivine Sagnier,1,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,Belgium,15000000,3000,7.1,2.35,14000
,43,341,Comedy|Drama|Reality-TV|Romance,Gone, Baby, Gone             ,1462,Paul 'Pauly D' DelVecchio,1,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,,,230,6.6,1.33,0
47,85,1000,Adventure|Comedy|Drama|Family|Fantasy,Thomas and the Magic Railroad ,2429,Peter Fonda,1,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,UK,19000000,539,3.6,1.85,663
308,101,991,Horror|Thriller,The Crazies ,2609,John Aylward,0,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,USA,20000000,894,6.5,2.35,0
246,125,17,Adventure|Animation|Family|Fantasy,Spirited Away ,44,Miyu Irino,0,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,Japan,19000000,10,8.6,1.85,28000
23,118,483,Action|Crime|Thriller,Firestorm ,635,Terence Yin,1,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,China,,91,6.2,2.35,332
29,132,14000,Action|Adventure|Drama|History|Romance,The Bounty ,28094,Laurence Olivier,2,http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1,UK,25000000,12000,7.0,2.35,1000
252,131,876,Drama|War,The Book Thief ,1985,Roger Allam,1,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,USA,19000000,526,7.6,2.35,53000
102,129,948,Adventure|Comedy|Romance,Sex Drive ,4324,Alice Greczyn,1,http://www.imdb.com/title/tt1135985/?ref_=fn_tt_tt_1,USA,19000000,822,6.5,1.85,0
134,100,3000,Comedy|Romance,Leap Year ,4094,Dominique McElligott,2,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,USA,19000000,547,6.4,2.35,13000
30,172,617,Drama|History|War,The Fall of the Roman Empire ,1131,Stephen Boyd,0,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,USA,19000000,134,6.7,2.2,560
136,97,2000,Comedy|Drama|Romance,Take Me Home Tonight ,5519,Dan Fogler,4,http://www.imdb.com/title/tt0810922/?ref_=fn_tt_tt_1,USA,23000000,2000,6.3,2.35,0
102,121,1000,Drama,Won't Back Down ,3260,Dante Brown,2,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,USA,,919,6.4,2.35,0
10,92,2,Family|Fantasy|Music,The Nutcracker ,2,Margaret Tracey,0,http://www.imdb.com/title/tt0107719/?ref_=fn_tt_tt_1,USA,19000000,0,5.7,1.85,238
31,116,12000,Crime|Drama|Music|Thriller,Kansas City ,14579,Miranda Richardson,2,http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1,France,19000000,1000,6.3,1.85,228
63,110,8000,Drama,Indignation ,8972,Tracy Letts,0,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,USA,,691,7.8,2.0,599
220,90,87000,Drama|Horror|Mystery|Thriller,The Amityville Horror ,120797,Ryan Reynolds,0,http://www.imdb.com/title/tt0384806/?ref_=fn_tt_tt_1,USA,19000000,17000,6.0,2.35,0
241,81,12000,Comedy|Drama,Adaptation. ,25489,Roger Willie,0,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,USA,19000000,11000,7.7,1.85,0
252,97,654,Horror,Land of the Dead ,1876,Pedro Miguel Arce,8,http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1,Canada,15000000,529,6.2,2.35,0
23,107,82,Action,Out of Inferno ,151,Ching Wan Lau,2,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,China,,39,5.7,1.85,124
156,118,40000,Adventure|Comedy|Drama,Fear and Loathing in Las Vegas ,43105,Ellen Barkin,0,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,USA,18500000,693,7.7,2.35,15000
192,100,3000,Comedy|Fantasy|Romance,The Invention of Lying ,7252,Martin Starr,3,http://www.imdb.com/title/tt1058017/?ref_=fn_tt_tt_1,USA,18500000,2000,6.4,1.85,13000
351,97,920,Comedy,Neighbors ,2771,Ike Barinholtz,3,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,USA,18000000,798,6.4,2.35,21000
57,114,789,Action|Comedy|Crime|Fantasy,The Mask ,2085,Reg E. Cathey,0,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,USA,18000000,424,6.9,1.85,0
99,130,15000,Comedy|Drama|Family|Fantasy|Romance,Big ,28018,John Heard,1,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,USA,18000000,11000,7.3,1.85,0
343,82,332,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,505,Chester,1,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,USA,18000000,165,7.3,1.85,0
163,96,2000,Comedy|Romance,Legally Blonde ,4380,Alanna Ubach,1,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,USA,18000000,788,6.2,2.35,0
110,105,12000,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock ,14762,Walter Koenig,1,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,USA,17000000,664,6.6,2.35,0
233,122,1000,Drama|Horror|Thriller,The Exorcism of Emily Rose ,2759,JR Bourne,0,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,USA,20000000,539,6.7,2.35,0
91,88,1000,Comedy|Romance,Deuce Bigalow: Male Gigolo ,2604,Bree Turner,1,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,USA,17000000,489,5.7,1.85,0
169,110,12000,Action|Drama|Fantasy|Mystery|Thriller,Left Behind ,15044,Quinton Aaron,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,USA,16000000,1000,3.1,2.35,31000
142,103,723,Comedy|Drama|Romance,The Family Stone ,1615,Tyrone Giordano,0,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,USA,17000000,552,6.3,1.85,0
50,106,748,Comedy|Drama,Barbershop 2: Back in Business ,3956,Kenan Thompson,4,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,USA,18000000,656,5.7,1.85,265
195,98,1000,Comedy|Crime|Drama,Bad Santa ,3151,Alex Borstein,2,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,USA,18000000,624,7.1,1.85,10000
129,68,8000,Comedy|Crime,Austin Powers: International Man of Mystery ,10557,Robert Wagner,2,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,USA,17000000,503,7.0,2.35,0
156,94,567,Comedy|Family|Romance,My Big Fat Greek Wedding 2 ,2259,Joey Fatone,10,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,USA,18000000,312,6.1,2.35,19000
103,99,975,Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules ,3567,Fran Kranz,2,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,USA,21000000,569,6.6,2.35,0
217,107,1000,Action|Horror|Sci-Fi,Predator ,4223,Carl Weathers,1,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,USA,15000000,1000,7.8,1.85,13000
134,180,692,Biography|Drama|History|Music,Amadeus ,3076,Tom Hulce,0,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,USA,18000000,670,8.3,2.35,16000
146,89,2000,Horror|Mystery,Prom Night ,4867,Collins Pennie,0,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,USA,20000000,690,3.9,2.35,1000
159,97,2000,Comedy,Mean Girls ,5032,Neil Flynn,4,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,USA,17000000,1000,7.0,1.85,0
111,113,727,Comedy|Drama|Romance,Under the Tuscan Sun ,1310,Mario Monicelli,1,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,USA,18000000,171,6.7,1.85,0
187,131,1000,Drama|Mystery,Gosford Park ,3261,Tom Hollander,0,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,UK,19800000,559,7.3,2.35,0
20,44,828,Comedy|Drama|Romance,The O.C.             ,2546,Tate Donovan,8,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,USA,,787,7.5,1.78,0
44,103,12000,Comedy|Drama|Fantasy|Romance,Peggy Sue Got Married ,14672,Joan Allen,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,USA,18000000,899,6.3,1.85,0
588,119,15000,Comedy|Drama|Romance,Birdman or (The Unexpected Virtue of Ignorance) ,21668,Merritt Wever,8,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,USA,18000000,6000,7.8,1.85,114000
415,98,594,Drama,Blue Jasmine ,1353,Andrew Dice Clay,1,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,USA,18000000,268,7.3,2.35,36000
279,111,97,Drama|History|Thriller,United 93 ,313,Susan Blommaert,0,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,USA,15000000,68,7.6,2.35,0
97,94,2000,Drama|Music|Romance,Honey ,4868,Romeo Miller,2,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,USA,25000000,1000,5.3,1.85,0
60,122,18000,Drama|History|War,Glory ,32930,Matthew Broderick,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,USA,18000000,11000,7.9,1.85,0
27,81,844,Action|Comedy,Spy Hard ,2653,Nicollette Sheridan,2,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,USA,18000000,456,5.3,1.85,588
