director_name,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,movie_imdb_link,budget,aspect_ratio
K. King,93,3,214,2057,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,1000000,2.35
Jonathan Meyers,111,0,657,207,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1000000,
Danny Boyle,101,0,3000,92640,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,20000000,2.35
Ralph Nelson,103,17,754,4998,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,2.35
Blair Erickson,87,0,696,6265,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,950000,
,30,,775,954,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,,
Allison Burnett,100,12,529,7870,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,950000,
Richard Schenkman,90,29,1000,443,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,989000,
Sanjay Rawal,83,0,56,265,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,913000,
Elia Kazan,108,603,10000,100890,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,910000,1.85
Kat Coiro,100,28,945,6025,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,930000,2.35
Cristian Mungiu,113,163,131,44763,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,590000,1.85
Brian Dorton,97,171,1000,139,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3000000,
David Slade,104,171,109,131969,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,950000,2.35
Jamie Babbit,91,91,982,13485,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,900000,2.35
Maryam Keshavarz,107,32,144,6277,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,,2.35
Ryan Coogler,85,0,282,53919,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,900000,1.85
Ramaa Mosley,101,6,975,11965,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,900000,2.35
James Algar,70,11,16,94225,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,,1.33
Charles Herman-Wurmfeld,88,0,465,5489,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,850000,
Ric Roman Waugh,112,29,12000,64748,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,15000000,2.35
C. Jay Cox,107,6,23000,14580,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,850000,1.85
Mariette Monpierre,78,0,0,19,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,900000,16.0
Tommy Oliver,90,66,904,122,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,1000000,
Jamie Travis,88,15,938,13421,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,850000,2.35
Lee Toland Krieger,92,43,904,24391,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,,2.35
Rich Christiano,95,14,284,1742,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,825000,1.85
Paul Andrew Williams,85,46,418,7308,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,500000,2.35
Nick Love,86,63,489,2706,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,990000,
Natalie Bible',90,8,1000,169,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,100000,
Asghar Farhadi,123,0,786,151812,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,500000,1.85
Justin Molotnikov,93,5,49,190,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,,
Todd Solondz,88,377,529,26513,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,800000,1.85
Victor Nunez,114,9,159,2039,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,800000,1.85
Peter Sollett,88,6,302,4743,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,800000,1.85
Georg Wilhelm Pabst,110,21,426,7431,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,,1.33
Daniel Davila,95,0,940,59,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,850000,1.78
Jorge Gaggero,83,0,24,772,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,800000,
Rod Lurie,104,37,574,2256,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,800000,1.85
Michael Burke,94,3,262,3480,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,800000,
Catherine Jelski,87,0,1000,122,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,,
Shane Dawson,93,247,247,4167,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,600000,
Tommy Wirkola,91,75,35,54601,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,800000,1.85
Ryan Little,90,38,214,17725,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,780000,
Clark Baker,14,0,134,292,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,,
George Lucas,112,0,11000,63839,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,777000,2.35
Robert Greenwald,75,21,25,1477,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,750000,1.78
Matt Maiellaro,86,8,2000,12160,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,750000,1.85
Colin Trevorrow,86,365,934,101287,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,750000,2.35
Leslie Small,89,15,312,3543,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,,1.85
Ben Wheatley,95,214,513,25750,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,500000,2.35
Ti West,101,243,969,27260,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,750000,2.35
David S. Goyer,89,687,10000,42183,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,16000000,2.35
Bernardo Bertolucci,106,973,319,17813,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,750000,1.66
Neil Burger,88,168,108,1661,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,750000,1.78
Oliver Blackburn,99,4,1000,9376,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,900000,1.85
Jonathan Levine,90,129,935,25951,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,750000,2.35
Christopher Hutson,95,3,717,851,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,750000,1.85
Fred Zinnemann,85,160,998,80193,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,750000,1.37
Steve James,170,23,7,18980,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,700000,1.33
David LaChapelle,86,30,262,2877,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,,1.33
Joseph Kosinski,,364,22000,3089,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,,
Michael Cuesta,97,52,80,8509,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,700000,1.85
Caryn Waechter,104,0,601,1354,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,1000000,2.35
Emily Dell,88,0,618,551,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,,
Peter Jackson,201,0,6000,316027,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,207000000,2.35
Jaume Collet-Serra,108,174,730,94463,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,30000000,1.85
Ryan Fleck,106,31,33000,70885,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,700000,1.85
Jennifer Wynne Farmer,107,0,752,103,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,700000,
Christopher Scott Cherot,84,21,465,819,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,650000,
H.M. Coakley,91,0,696,514,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,750000,2.35
Randy Moore,90,13,977,7384,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,,1.85
Chris Atkins,103,2,628,474,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,400000,
Bill Benenson,71,0,1000,5,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,650000,
Ryan Smith,90,4,523,3699,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,650000,2.35
Travis Romero,67,4,260000,344,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,625000,
Anna Mastro,94,7,956,1432,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,700000,
Mark Sandrich,81,10,610,13269,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,609000,1.37
Daniel Myrick,81,19,170,186786,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,60000,1.33
Michael Wadleigh,215,14,262,12631,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,600000,2.2
John Landis,83,644,119,13915,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,650000,1.85
Jon Gunn,106,16,602,448,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,600000,1.85
Gene Teigland,103,0,23,94,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,600000,1.78
Scott Ziehl,90,4,919,531,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,600000,1.85
Richard Montoya,88,12,601,85,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,
Johanna Schwartz,105,0,0,74,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,400000,
William Gazecki,115,3,0,204,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,750000,
Lance McDaniel,90,0,595,6,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,600000,
Thomas Lilti,102,12,541,389,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,,
Michael Walker,98,5,587,719,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,600000,
Richard Lester,87,44,785,31429,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,560000,1.75
U. Roberto Romano,80,6,,57,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,560000,
Amy Holden Jones,88,11,2000,487,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,550000,
Blaz Zavrsnik,83,0,0,86,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,500000,2.35
Alex Kendrick,122,589,848,17068,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,500000,1.85
Pan Nalin,115,95,0,113,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,550000,1.85
Joe Camp,86,24,407,3411,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,500000,1.85
Chris Kentis,79,9,48,42256,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,500000,1.85
Matt Walsh,87,490,833,1305,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,,
John 'Bud' Cardos,97,8,423,3274,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,500000,1.85
Marilyn Agrelo,105,2,0,3156,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,,1.85
Tom McCarthy,89,310,22000,58260,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,500000,1.85
Brian Baugh,120,3,984,4583,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,1000000,2.35
Patrick Creadon,94,3,196,3394,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,,1.66
Barry W. Blaustein,108,6,54,6790,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,500000,1.85
Kurt Hale,102,0,69,1099,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,500000,
Siddiq Barmak,83,6,30,7559,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,46000,1.85
Joseph Dorman,93,0,399,154,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,500000,16.0
Greg Harrison,86,7,328,3562,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,500000,1.85
Kurt Hale,101,0,69,651,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,500000,
Michael Polish,111,35,980,3479,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,500000,1.85
Jacob Aaron Estes,90,9,710,26407,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,500000,1.85
Morgan J. Freeman,86,204,659,1038,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,500000,1.85
Eric Schaeffer,98,71,22000,709,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,500000,1.85
Neema Barnette,91,21,597,553,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,500000,1.85
Steve Buscemi,91,12000,778,6884,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,500000,1.85
Joe Swanberg,90,217,10000,45928,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,,2.35
Molly Bernstein,88,0,342,774,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,500000,
Akira Kurosawa,202,0,304,229012,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,2000000,1.37
Marius A. Markevicius,89,6,14,3086,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,500000,
Tom DiCillo,97,32,11000,3013,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,500000,1.85
Justin Lin,84,681,239,1656,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,500000,1.85
Quentin Dupieux,82,248,353,26185,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,500000,1.85
