num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
168,122,487,Jeremy Crutchley,Crime|Drama|Thriller,Nicolas Cage,Lord of War ,248123,12076,Jared Burke,1980s|arms dealer|immorality|ukrainian|warlord,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,English,R,50000000,2005,7.6,2.35,10000
283,80,611,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,Hero ,149414,6229,Maggie Cheung,china|flying|king|palace|sword,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,Mandarin,PG-13,31000000,2002,7.9,2.35,0
127,91,30,Debbie Reynolds,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,One for the Money ,34203,3301,Patrick Fischler,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,English,PG-13,40000000,2012,5.3,2.35,19000
293,112,133,Randall Park,Comedy,James Franco,The Interview ,247020,12239,Anders Holm,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,English,R,44000000,2014,6.6,2.35,50000
95,100,19,Dong-gun Jang,Action|Fantasy|Western,Tony Cox,The Warrior's Way ,22309,2056,Jed Brophy,bullet time|explosion|knife throwing|throwing a knife|violence,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,English,R,45000000,2010,6.3,2.35,0
4,30,,Gavin MacLeod,Comedy|War,Tim Conway,McHale's Navy             ,1558,1610,Bob Hastings,american soldier|naval uniform|navy|patrol boat|uniform,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,English,TV-G,,,7.5,4.0,455
213,105,0,Dany Boon,Action|Comedy|Crime,Omar Sy,Micmacs ,24657,1342,André Dussollier,bullet|contortionist|gag humor|human cannonball|revenge,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,French,R,27000000,2009,7.2,2.35,0
119,110,161,Omar Benson Miller,Drama|Music,Mekhi Phifer,8 Mile ,187181,1954,Evan Jones,competition|contest|friend|self expression|white rapper,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,English,R,41000000,2002,7.0,2.35,0
9,101,326,Youssef Hajdi,Adventure|Animation|Comedy|Family,Jamel Debbouze,Animal Kingdom: Let's go Ape ,590,488,Mélissa Theuriau,ape|computer animation|evolution|first person title|reference to louis de funes,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,French,,,2015,4.9,,161
167,144,241,Rufus Sewell,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,137003,18761,Bérénice Bejo,chaucer|jousting|knight|medieval times|tournament,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,English,PG-13,65000000,2001,6.9,2.35,0
98,108,4,Lee Evans,Action|Comedy|Fantasy,Julian Sands,The Medallion ,29861,1134,Anthony Chau-Sang Wong,hong kong|interpol|medallion|ship|tough cop,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,English,PG-13,41000000,2003,5.2,2.35,505
234,107,0,Haley Joel Osment,Drama|Mystery|Thriller,Bruce Willis,The Sixth Sense ,704766,17540,Olivia Williams,able to see the dead|ghost|plot twist|psychic|surprise ending,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,English,PG-13,40000000,1999,8.1,1.85,14000
258,102,20,Mandy Gonzalez,Action|Crime|Thriller,Robert Clohessy,Man on a Ledge ,125198,362,J. Smith-Cameron,detective|diamond|hotel|police|rooftop,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,English,PG-13,42000000,2012,6.6,2.35,11000
108,100,64,Kevin Pollak,Comedy,Joel McHale,The Big Year ,34809,2085,JoBeth Williams,alaska|birding|competition|migration|storm,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,English,PG,41000000,2011,6.2,2.35,11000
81,126,80,William Zabka,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126907,2004,William Bassett,apartment|bully|fight|karate|master,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,English,PG,8000000,1984,7.2,1.85,0
538,138,737,Christian Bale,Crime|Drama,Jennifer Lawrence,American Hustle ,358416,83012,Bradley Cooper,based on true story|con artist|drunk wife|fbi investigation|scam,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,English,R,40000000,2013,7.3,2.35,63000
224,108,98,Denis O'Hare,Comedy|Drama|Romance,Ryan Reynolds,The Proposal ,227824,18656,Craig T. Nelson,alaska|deportation|father son relationship|male objectification|sitka alaska,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,English,PG-13,40000000,2009,6.7,2.35,10000
129,105,78,Annabeth Gish,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy ,56646,2129,Bruce Campbell,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,English,R,70000000,1999,6.4,2.35,0
125,108,0,Jeffrey Weissman,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future Part II ,340085,3660,Thomas F. Wilson,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,English,PG,40000000,1989,7.8,1.85,12000
433,89,0,Morgan Freeman,Action|Sci-Fi|Thriller,Scarlett Johansson,Lucy ,327367,32325,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,English,R,40000000,2014,6.4,2.35,83000
362,129,456,Luke Grimes,Drama|Romance,Jennifer Ehle,Fifty Shades of Grey ,220020,4585,Callum Rennie,female frontal nudity|female nudity|perversion|sex scene|spanking,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,English,R,40000000,2015,4.1,2.35,101000
93,84,0,Salma Hayek,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over ,40227,22935,Alexa PenaVega,mission|spy|surfing|trapped|virtual reality,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,English,PG,38000000,2003,4.1,1.85,681
71,149,541,Matthew McConaughey,Crime|Drama|Thriller,Kevin Spacey,A Time to Kill ,99558,31349,Oliver Platt,african american|court|law|mississippi|trial,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,English,R,40000000,1996,7.4,2.35,0
104,94,189,Alyson Stoner,Comedy|Family,Tom Welling,Cheaper by the Dozen ,75152,7014,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,English,PG,40000000,2003,5.8,1.85,0
319,121,532,Scott Elrod,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor ,203963,1261,Dan Bilzerian,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,English,R,40000000,2013,7.6,2.35,58000
41,128,545,Lori Petty,Comedy|Drama|Sport,Tom Hanks,A League of Their Own ,71754,16751,Rosie O'Donnell,baseball|friend|oregon|rivalry|softball,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,PG,40000000,1992,7.2,2.35,0
300,134,0,Frances O'Connor,Horror|Mystery|Thriller,Javier Botet,The Conjuring 2 ,64989,2676,Robin Atkin Downes,based on supposedly true story|house|paranormal investigating|psychic|second part,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,R,40000000,2016,7.8,2.35,40000
556,120,21000,Dustin Fitzsimons,Biography|Drama,Andrew Garfield,The Social Network ,479453,10555,Marcella Lentz-Pope,competitiveness|creator|entrepreneur|facebook|intellectual property,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,PG-13,40000000,2010,7.7,2.35,74000
161,129,42,Sabrina Revelle,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,132048,318,Sachiko Ishida,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,PG-13,40000000,2009,6.4,2.35,12000
151,89,119,Carmen Electra,Comedy,Beau Mirchoff,Scary Movie 4 ,93748,5855,Regina Hall,female nudity|male nudity|parody|reference to myspace|sequel,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,PG-13,45000000,2006,5.1,1.85,1000
212,116,0,Roger Jackson,Horror|Mystery,Kelly Rutherford,Scream 3 ,98535,600,Nancy O'Dell,death|ghostface|murder|scream|survivor,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,R,40000000,2000,5.5,2.35,0
111,118,0,Jeffrey Weissman,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III ,283480,3986,Thomas F. Wilson,band|dog|letter|time machine|tombstone,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,PG,40000000,1990,7.4,1.37,0
173,107,164,Alison Brie,Comedy|Crime,Will Ferrell,Get Hard ,85629,12556,Craig T. Nelson,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,R,40000000,2015,6.0,1.85,14000
181,155,0,Anthony Hopkins,Fantasy|Horror|Romance,Keanu Reeves,Bram Stoker's Dracula ,143835,42220,Gary Oldman,dracula|horror movie remake|maze|monster sex|vampire,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,R,40000000,1992,7.5,1.85,14000
252,123,0,Mary Lynn Rajskub,Biography|Drama|Romance,Meryl Streep,Julie & Julia ,79264,13321,Vanessa Ferlito,american|blog|book|cook|cooking,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,PG-13,40000000,2009,7.0,1.85,13000
216,128,241,Christopher Meloni,Biography|Drama|Sport,Harrison Ford,42 ,66511,16911,Nicole Beharie,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,PG-13,40000000,2013,7.5,2.35,28000
203,139,333,Matt Damon,Crime|Drama|Thriller,Philip Seymour Hoffman,The Talented Mr. Ripley ,137891,36810,Jack Davenport,1950s|italy|mistaken identity|nudity|sociopath,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,R,40000000,1999,7.3,1.85,0
218,109,101,Kathleen Turner,Comedy,Bill Murray,Dumb and Dumber To ,97045,16179,Rob Riggle,adoption|highway travel|road trip|sequel|stupidity,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,PG-13,35000000,2014,5.7,1.85,55000
118,120,155,Bruce Greenwood,Adventure|Drama|Family,Paul Walker,Eight Below ,48806,24300,Wendy Crewson,antarctica|dog|siberian husky|sled dog|survival,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,PG,40000000,2006,7.3,2.35,11000
241,121,278,Anne Hathaway,Comedy|Drama,Robert De Niro,The Intern ,130661,36010,Rene Russo,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,PG-13,35000000,2015,7.2,1.85,54000
119,102,167,Nadine Velazquez,Action|Comedy,Olivia Munn,Ride Along 2 ,28621,5178,Bruce McGill,computer hacker|crime boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,PG-13,40000000,2016,5.9,2.35,0
89,117,0,Terry Kinney,Action|Adventure|Drama|Romance|War,Wes Studi,The Last of the Mohicans ,113068,2144,Eric Schweig,18th century|based on novel|colonel|french and indian war|revenge,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,R,40000000,1992,7.8,2.35,0
209,178,138,Curtis Armstrong,Biography|Drama|Music,Bokeem Woodbine,Ray ,110394,5074,Harry Lennix,1950s|1960s|racism|rhythm and blues|singer,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,PG-13,40000000,2004,7.7,1.85,0
374,147,436,Powers Boothe,Crime|Thriller,Rosario Dawson,Sin City ,656640,3924,Jason Douglas,anthology|corruption|hearing characters thoughts|neo noir|night,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,R,40000000,2005,8.1,1.85,13000
235,90,38,Edgar Ramírez,Crime|Drama|Mystery|Thriller,Dennis Quaid,Vantage Point ,127528,6775,William Hurt,explosion|multiple perspectives|president|secret service|shooting,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,PG-13,40000000,2008,6.6,2.35,0
215,105,29,Jon Favreau,Comedy|Romance,J.K. Simmons,I Love You, Man ,166194,28928,Jane Curtin,bromance|friend|gay brother|homosexual subtext|wedding,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,R,40000000,2009,7.1,1.85,0
109,114,101,Bruce McGill,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow Hal ,109445,2842,Susan Ward,dying|friend|inner beauty|love|self help guru,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,PG-13,40000000,2001,5.9,1.85,0
125,206,0,Jay O. Sanders,Drama|History|Thriller,Sally Kirkland,JFK ,113472,698,Cheryl Penland,death|gay slur|homosexuality|investigation|president,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,R,40000000,1991,8.0,2.35,0
65,99,14,Nia Long,Comedy|Crime,Chloë Grace Moretz,Big Momma's House 2 ,31968,19334,Marisol Nichols,cheerleading|fbi|fbi agent|nanny|undercover,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,PG-13,40000000,2006,4.6,1.85,663
125,123,563,Brad Pitt,Adventure|Comedy|Crime|Romance,J.K. Simmons,The Mexican ,87351,43917,Julia Roberts,curse|hostage|mexico|pistol|vomiting,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,R,34000000,2001,6.1,2.35,2000
322,137,11000,Jack O'Connell,Biography|Drama|Sport|War,Finn Wittrock,Unbroken ,103589,2938,Alex Russell,emaciation|male nudity|plane crash|prisoner of war|torture,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,English,PG-13,65000000,2014,7.2,2.35,35000
191,102,23,Hunter Parrish,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again ,146899,7009,Thomas Lennon,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,PG-13,20000000,2009,6.4,2.35,0
191,109,415,Kate Upton,Comedy|Romance,Don Johnson,The Other Woman ,104481,2357,David Thornton,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,PG-13,40000000,2014,6.0,2.35,16000
221,82,160,Andrew Fiscella,Horror,Krista Allen,The Final Destination ,75345,303717,Shantel VanSanten,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,R,40000000,2009,5.2,2.35,0
459,142,14000,Mark Rylance,Drama|History|Thriller,Tom Hanks,Bridge of Spies ,178118,16944,Amy Ryan,cia|cold war|lawyer|negotiation|spy,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,English,PG-13,40000000,2015,7.6,2.35,55000
131,106,212,David Keith,Action|Drama|Thriller|War,Joaquim de Almeida,Behind Enemy Lines ,86902,2544,Sam Jaeger,battle|massacre|navigator|navy|rescue,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,English,PG-13,40000000,2001,6.4,2.35,0
222,114,89,Mario Lopez,Comedy|Music,Pink,Get Him to the Greek ,147317,2091,Lino Facioli,concert|drugs|recession|record company|rock star,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,English,R,,2010,6.4,1.85,12000
118,106,23,Nick Cannon,Comedy|Drama|Romance,Lisa Ann Walter,Shall We Dance ,35508,2325,Omar Benson Miller,dance|dance competition|dance lesson|love|teacher,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,English,PG-13,50000000,2004,6.1,1.85,0
100,108,287,Denis Leary,Action|Adventure|Comedy|Family|Sci-Fi,Kirsten Dunst,Small Soldiers ,77415,8610,Robert Picardo,action figure|battle|computer|military|toy,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,English,PG-13,40000000,1998,6.1,2.35,0
70,98,20,Frank Welker,Action|Horror,Michael Jai White,Spawn ,52805,7039,Miko Hughes,based on comic|based on comic book|dark hero|image comics|superhero,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,English,R,40000000,1997,5.2,1.85,0
138,131,58,James Frain,Action|Adventure|Drama|Romance|Thriller,Henry Cavill,The Count of Monte Cristo ,104991,17152,Michael Wincott,count|escape|island|revenge|sailor,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,English,PG-13,35000000,2002,7.7,1.85,0
274,118,65,Margarita Levieva,Crime|Drama|Thriller,Matthew McConaughey,The Lincoln Lawyer ,173848,13943,Frances Fisher,defense attorney|defense lawyer|lawyer|plot twist|prostitute,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,English,R,40000000,2011,7.3,2.35,25000
349,113,174,Frank Langella,Action|Mystery|Thriller,Liam Neeson,Unknown ,210542,17152,Aidan Quinn,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,English,PG-13,30000000,2011,6.9,2.35,29000
341,130,22000,Hugh Jackman,Drama|Mystery|Sci-Fi|Thriller,Christian Bale,The Prestige ,844052,63986,Scarlett Johansson,illusion|magician|obsession|rivalry|secret,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,English,PG-13,40000000,2006,8.5,2.35,49000
196,116,51,Christoph Waltz,Comedy|Crime,Kevin Spacey,Horrible Bosses 2 ,114294,30571,Lindsay Sloane,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,English,R,42000000,2014,6.3,2.35,12000
83,89,7,Paul Scheer,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet Earth ,20615,3361,Jonathan Morgan Heit,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,English,PG,40000000,2013,5.9,2.35,0
283,139,0,Dalia Hernández,Action|Adventure|Drama|Thriller,Rudy Youngblood,Apocalypto ,236000,848,Jonathan Brewer,jaguar|mayan|solar eclipse|tribe|village,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,Maya,R,40000000,2006,7.8,1.85,14000
105,130,46,Desmond Llewelyn,Action|Adventure|Thriller,Joe Don Baker,The Living Daylights ,69457,1233,Art Malik,british agent|defection|escape|kgb|soviet general,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,English,PG,30000000,1987,6.7,2.35,0
351,107,190,Alice Braga,Action|Adventure|Sci-Fi|Thriller,Topher Grace,Predators ,171418,4243,Derek Mears,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,English,R,40000000,2010,6.4,2.35,17000
16,116,425,Debra Winger,Comedy|Crime|Romance,Brian Dennehy,Legal Eagles ,7900,2179,Roscoe Lee Browne,judicial|judiciary|lawyer|murder|painting,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,English,PG,40000000,1986,5.9,2.35,263
195,96,192,Charles S. Dutton,Mystery|Thriller,Johnny Depp,Secret Window ,147504,41293,Timothy Hutton,adultery|extramarital affair|infidelity|unfaithfulness|writer,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,English,PG-13,40000000,2004,6.6,2.35,0
175,99,18,Dylan Walsh,Drama|Fantasy|Romance,Keanu Reeves,The Lake House ,114321,18693,Ebon Moss-Bachrach,house|lake|letter|love across time|parallel time,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,English,PG,40000000,2006,6.8,2.35,0
193,104,34,Deneen Tyler,Horror|Mystery|Thriller,Gena Rowlands,The Skeleton Key ,87447,1274,Joy Bryant,attic|bound and gagged|hoodoo|secret|southern gothic,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,English,PG-13,43000000,2005,6.5,2.35,0
169,105,54,Odeya Rush,Comedy|Drama|Family|Fantasy,Jennifer Garner,The Odd Life of Timothy Green ,37398,9069,Common,dodgeball|portrait|soccer|soccer game|young love,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,English,PG,25000000,2012,6.6,1.85,11000
128,101,10,Beau Garrett,Comedy|Romance,Busy Philipps,Made of Honor ,54421,4298,Kevin Sussman,friend|love|maid|maid of honor|marriage,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,English,PG-13,40000000,2008,5.8,2.35,3000
249,134,16000,Steve Schirripa,Biography|Drama|Music|Musical,Johnny Cannizzaro,Jersey Boys ,25465,2281,Scott Vance,band|music group|musical quartet|singer|song,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,English,R,40000000,2014,6.9,2.35,16000
91,135,0,Dean Stockwell,Crime|Drama|Thriller,Matt Damon,The Rainmaker ,46221,16762,Virginia Madsen,courtroom|domestic violence|insurance company|lawyer|underdog,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,English,PG-13,40000000,1997,7.1,2.35,0
207,98,326,Charles S. Dutton,Horror|Mystery|Thriller,Robert Downey Jr.,Gothika ,89557,22318,Bernard Hill,memory|murder|patient|psychiatrist|the devil,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,English,R,40000000,2003,5.8,1.85,0
77,155,14000,Morgan Freeman,Drama|History,Anthony Hopkins,Amistad ,56509,37570,Matthew McConaughey,courtroom|mutiny|ship|slave ship|slave trade,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,English,R,36000000,1997,7.2,1.85,0
25,106,323,José Wilker,Adventure|Drama|Romance,Lorraine Bracco,Medicine Man ,17443,519,Sean Connery,cancer|environment|gas chromatograph|jungle|nature,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,English,PG-13,40000000,1992,6.0,2.35,694
211,102,25,Johnny Lewis,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: Requiem ,92789,4324,Ian Whyte,alien|escape|hunting|hybrid|predator,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,English,R,40000000,2007,4.7,2.35,0
19,95,80,John Larroquette,Comedy|Family,Macaulay Culkin,Ri¢hie Ri¢h ,49612,4634,Jonathan Hyde,attempted murder|based on comic book|escape from prison|lost at sea|wealth,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,English,PG,40000000,1994,5.2,1.85,0
101,103,643,Sam Trammell,Drama|Romance,J.K. Simmons,Autumn in New York ,20201,26938,Elaine Stritch,may december romance|new york|new york city|rockefeller center|title directed by female,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,English,PG-13,40000000,2000,5.5,1.85,0
175,95,30,Scott Porter,Comedy|Music|Romance,Brad Garrett,Music and Lyrics ,81334,2787,Haley Bennett,love|lyricist|singer|singing|song,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,English,PG-13,,2007,6.5,1.85,0
342,109,99,Nelson Ascencio,Adventure|Comedy|Sci-Fi,Bobby Lee,Paul ,192462,390,Jeremy Owen,alien|geek|nerd|road trip|ufo,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,English,R,40000000,2011,7.0,2.35,42000
147,95,98,Tom Virtue,Comedy|Drama,Miriam Margolyes,The Guilt Trip ,30394,1070,Julene Renee,cross country|love|mother son relationship|on the road|trip,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,English,PG-13,40000000,2012,5.8,2.35,0
420,111,0,Aimee Teegarden,Horror|Mystery,Alison Brie,Scream 4 ,104119,4486,Shenae Grimes-Beech,author|book|deputy|murder|sheriff,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,English,R,40000000,2011,6.2,2.35,26000
138,123,541,Chris Bauer,Mystery|Thriller,Nicolas Cage,8MM ,104564,12970,Anthony Heald,investigation|obsession|private eye|private investigator|snuff film,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,English,R,40000000,1999,6.5,2.35,0
82,140,0,Kevin Dillon,Biography|Drama|Music|Musical,Michael Wincott,The Doors ,68159,3044,Kathleen Quinlan,death|paris france|rock band|singer|the doors,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,English,R,38000000,1991,7.2,2.35,0
201,94,52,Randall Park,Comedy,James Wilcox,Sex Tape ,84382,1488,Nat Faxon,sex in a car|sex video|sexual desire|sexuality|undressing,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,English,R,40000000,2014,5.1,1.85,0
82,94,0,Celia Weston,Comedy|Drama,Adam Arkin,Hanging Up ,10132,1238,Jesse James,actress|clown costume|magazine|party planner|soap opera actress,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,English,PG-13,60000000,2000,4.7,1.85,390
277,92,77,Jacqueline MacInnes Wood,Horror,Emma Bell,Final Destination 5 ,83788,3074,Courtney B. Vance,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,English,R,40000000,2011,5.9,2.35,20000
90,102,6,Burt Young,Comedy|Crime|Romance,Jeanne Tripplehorn,Mickey Blue Eyes ,29968,2913,Vincent Pastore,auctioneer|fbi|mafia|mobster|painting,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,English,PG-13,40000000,1999,5.8,1.85,445
157,123,75,Haley Joel Osment,Drama,Kevin Spacey,Pay It Forward ,95860,23920,Angie Dickinson,alcoholism|boy|good deed|protective male|teacher,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,English,PG-13,40000000,2000,7.2,1.85,16000
