num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,content_rating,title_year,aspect_ratio,movie_facebook_likes
57,95,293,744,James Coburn,128769345,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,3155,Dave Chappelle,1,http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1,USA,PG-13,1996,1.85,960
171,118,72,681,Michael Rapaport,177575142,Comedy|Romance,Will Smith,13426,Kevin Sussman,1,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
53,92,39,458,Abraham Benrubi,105263257,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,4518,Holland Taylor,0,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,USA,PG,1997,1.85,5000
153,74,58,729,Thomas Ian Nicholas,104354205,Comedy|Romance,Alyson Hannigan,5713,Fred Willard,3,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,USA,R,2003,2.35,0
491,134,521,186,Chris Mulkey,107100855,Biography|Drama|Thriller,Tom Hanks,16281,Michael Chernus,0,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35,65000
247,101,189,7000,James Franco,98711404,Comedy|Crime|Romance|Thriller,Mila Kunis,39822,Steve Carell,2,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,USA,PG-13,2010,2.35,0
26,100,52,394,Fred Rogers,100328194,Comedy|Family|Fantasy,Eric Idle,2638,Cathy Moriarty,0,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,USA,PG,1995,1.85,0
292,132,845,683,Chloë Grace Moretz,101530738,Action|Crime|Thriller,Denzel Washington,37605,James Wilcox,0,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,USA,R,2014,2.35,56000
114,105,61,708,Frances Conroy,93815117,Comedy|Drama|Romance,Bob Hoskins,7184,Natasha Richardson,2,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,USA,PG-13,2002,2.35,0
82,123,12000,665,Viggo Mortensen,91400000,Action|Drama|Thriller|War,Denzel Washington,30132,Ricky Schroder,0,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,USA,R,1995,2.35,0
201,117,125,168,Kurt Fuller,162586036,Biography|Drama,Will Smith,11036,James Karen,0,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,USA,PG-13,2006,2.35,32000
231,98,124,354,Michael Irby,89706988,Drama|Mystery|Thriller,Erika Christensen,2287,Haley Ramm,1,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
55,128,272,383,Dylan Baker,83000000,Drama|Thriller,Demi Moore,3888,Roma Maffia,0,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,USA,R,1994,2.35,0
110,114,52,539,Andre Braugher,78745923,Drama|Fantasy|Romance,Nicolas Cage,13905,Colm Feore,1,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,Germany,PG-13,1998,2.35,0
354,111,16000,640,Vivica A. Fox,70098138,Action,David Carradine,3983,Chiaki Kuriyama,0,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,USA,R,2003,2.35,13000
140,85,0,490,Adam Alexi-Malle,66365290,Comedy,Robert Downey Jr.,22458,Jamie Kennedy,2,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,USA,PG-13,1999,1.37,0
77,44,,72,Don S. Davis,,Action|Adventure|Drama|Sci-Fi,Christopher Judge,1359,Gary Jones,4,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,USA,TV-14,,1.33,0
304,137,16000,348,Michael Parks,66207920,Action|Crime|Drama|Thriller,Vivica A. Fox,1959,Michael Bowen,0,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,USA,R,2004,2.35,0
45,97,96,403,Jack Palance,63408614,Action|Comedy|Crime|Thriller,Sylvester Stallone,14432,Brion James,1,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,USA,R,1989,2.35,0
49,104,0,812,Meryl Streep,58422650,Comedy|Fantasy|Horror,Bruce Willis,25599,Isabella Rossellini,3,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,USA,PG-13,1992,1.85,8000
146,110,9,95,Jason Connery,56932305,Action|Adventure|Comedy|Western,Xander Berkeley,939,Kate Luyben,2,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,USA,PG-13,2000,2.35,0
60,133,53,263,Joe Morton,68750000,Action|Adventure|Thriller,Oliver Platt,2916,J.T. Walsh,0,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,USA,R,1996,2.35,0
189,94,70,497,Ophelia Lovibond,68218041,Comedy|Family|Fantasy,Madeline Carroll,2820,Philip Baker Hall,1,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,USA,PG,2011,1.85,14000
206,104,50,947,Thomas McDonell,25040293,Action|Adventure|Fantasy,Jet Li,7247,Michael Angarano,0,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35,0
118,91,39,562,Carlos Ponce,55747724,Adventure|Animation|Comedy|Family,Amy Poehler,3104,Dan Fogler,1,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,USA,PG,2013,1.85,0
210,145,21000,243,Holt McCallany,55473600,Action|Horror|Sci-Fi,Charles S. Dutton,1543,Paul McGann,0,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,USA,R,1992,2.35,0
76,135,317,34,Jimmy Nail,49994804,Biography|Drama|History|Musical,Andrea Corr,164,Peter Polycarpou,1,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,USA,PG,1996,2.35,0
149,122,287,135,Natascha McElhone,41609593,Action|Adventure|Crime|Thriller,Robert De Niro,24270,Michael Lonsdale,2,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,UK,R,1998,2.35,0
62,110,81,163,Bernard Hill,38553833,Adventure|Drama|Horror|Thriller,Tom Wilkinson,1752,Om Puri,0,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,USA,R,1996,2.35,0
224,95,17,594,Matt Lucas,76137505,Animation|Comedy|Family|Fantasy,Julie Walters,3697,Sally Hawkins,0,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,UK,PG,2014,2.35,30000
265,102,82,537,Nicholas Braun,34350553,Action|Comedy|Sci-Fi,Will Forte,2488,Rosemarie DeWitt,4,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,USA,R,2012,2.35,15000
135,94,607,215,Jenna Boyd,34238611,Action|Crime|Drama|Thriller,Connie Nielsen,2248,Rex Linn,1,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,USA,R,2003,1.85,0
100,126,226,241,Maura Tierney,34098563,Drama|Thriller,Anthony Hopkins,13406,John Ashton,1,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,USA,R,1999,2.35,0
123,118,101,327,Terence Bernie Hines,33828318,Comedy,Matt Damon,14036,Seymour Cassel,2,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35,0
164,99,3,490,Maura Tierney,33472850,Comedy|Sport,Will Ferrell,10026,Matt Walsh,3,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,USA,R,2008,2.35,0
238,88,91,591,Russell Tovey,31051126,Adventure|Animation|Comedy|Family,Salma Hayek,6254,Brian Blessed,0,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,UK,PG,2012,2.35,0
264,141,16000,539,Michael Kelly,35707327,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,12840,Colm Feore,0,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,USA,R,2008,2.35,14000
47,107,99,581,Morgan Freeman,20550712,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,31014,Kevin Dunn,1,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,USA,PG-13,1996,1.85,1000
50,116,12000,552,Kurt Fuller,18573791,Action|Drama|Sport|Thriller,Robert De Niro,24618,Ellen Barkin,3,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,USA,R,1996,2.35,0
153,143,541,530,Minnie Driver,51225796,Drama|Musical|Romance|Thriller,Gerard Butler,20660,Miranda Richardson,0,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,UK,PG-13,2004,2.35,0
202,114,159,877,Abbie Cornish,16264475,Biography|Drama|History|War,Eddie Redmayne,16899,Jordi Mollà,1,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,UK,PG-13,2007,1.85,0
178,93,45,352,Sophie Okonedo,25857987,Action|Sci-Fi,Charlize Theron,10185,Paterson Joseph,0,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
84,280,33,67,Bruce Boxleitner,12870569,Drama|History|War,Billy Campbell,1671,John Castle,0,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35,953
44,100,0,745,Lauren Holly,11466088,Action|Thriller,Hector Elizondo,3952,Jeffrey DeMunn,0,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,USA,R,1997,2.35,316
93,107,11,506,Ronny Cox,16088610,Comedy|Drama|Family|Fantasy,Stephen Root,3742,Richard Schiff,2,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,USA,PG,2009,2.35,610
277,119,33,518,Tina Fey,51178893,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,6089,Hugh Bonneville,4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,USA,PG,2014,1.85,10000
76,95,906,287,Philip Winchester,6768055,Action|Adventure|Comedy|Family|Sci-Fi,Sophia Myles,2260,Brady Corbet,0,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,UK,PG,2004,1.85,437
197,119,59,676,Peter Gallagher,39440655,Drama|Music|Musical|Romance,Eric Dane,4315,David Walton,1,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,USA,PG-13,2010,2.35,19000
186,133,0,46,André Dussollier,6167817,Drama|Mystery|Romance|War,Denis Lavant,405,Albert Dupontel,1,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,France,R,2004,2.35,0
103,152,0,177,Shelley Winters,,Crime|Drama|Romance,James Mason,1403,Lois Maxwell,0,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,UK,Not Rated,1962,1.66,0
66,96,13,534,Tom Berenger,,Crime|Horror|Mystery|Thriller,Sylvester Stallone,15803,Charles S. Dutton,1,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,USA,R,2002,2.35,448
224,117,0,845,Thomas Kretschmann,81645152,Action|Horror|Sci-Fi|Thriller,Norman Reedus,15371,Tony Curran,1,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,USA,R,2002,1.85,0
202,123,125,835,Rosario Dawson,69951824,Drama|Romance,Will Smith,14727,Madison Pettis,1,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35,26000
279,92,394,565,Jason Momoa,9483821,Action|Thriller,Sylvester Stallone,25418,Jon Seda,3,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,USA,R,2012,1.85,10000
110,170,0,889,Joe Mantegna,66676062,Crime|Drama,Al Pacino,16949,Bridget Fonda,1,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,USA,R,1990,1.85,0
190,123,488,2000,Kirsten Dunst,26838389,Comedy|Drama|Romance,Orlando Bloom,12700,Judy Greer,0,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,USA,PG-13,2005,1.85,0
136,110,94,240,Billy Gardell,75604320,Comedy|Romance,Todd Stashwick,847,Amanda Detmer,1,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,USA,PG-13,2006,1.85,0
121,116,44,420,Ned Beatty,108200000,Action|Adventure|Romance|Sci-Fi,Margot Kidder,2908,Jackie Cooper,4,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,USA,PG,1980,2.35,0
131,121,102,43,Lenny Venito,5660084,Comedy|Crime|Romance,Todd Giebenhain,286,David Backus,0,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,USA,R,2003,2.35,2000
127,128,234,581,Anthony Hopkins,7221458,Drama|Thriller,Kate Winslet,27614,Kevin Dunn,0,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,Germany,PG-13,2006,1.85,0
160,99,309,577,Vanessa Williams,70327868,Action|Crime|Thriller,Christian Bale,26527,Daniel von Bargen,0,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,Germany,R,2000,2.35,0
78,94,383,753,Kelsey Grammer,58297830,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,6017,Bernadette Peters,1,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,USA,G,1997,2.35,0
209,127,1000,653,Kylie Minogue,57386369,Drama|Musical|Romance,Jim Broadbent,2601,Richard Roxburgh,1,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,USA,PG-13,2001,2.35,10000
98,89,17,303,Teri Polo,45207112,Crime|Mystery|Thriller,Steve Buscemi,13390,Matt O'Leary,1,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,USA,PG-13,2001,2.35,361
391,123,108,3000,Benedict Cumberbatch,62563543,Biography|Crime|Drama,Johnny Depp,63769,Adam Scott,7,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,USA,R,2015,2.35,44000
279,135,16000,310,Chris Bauer,33574332,Drama|History|War,Paul Walker,24468,Tom McCarthy,0,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,USA,R,2006,2.35,0
216,118,473,963,Leslie Bibb,73343413,Crime|Drama|Thriller,Gerard Butler,22517,Michael Kelly,0,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,USA,R,2009,2.35,21000
250,189,0,1000,Rosario Dawson,25031037,Action|Horror|Thriller,Quentin Tarantino,22186,Zoë Bell,0,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,USA,R,2007,2.35,0
78,172,438,466,Kimberly Elise,22843047,Drama|History|Horror,Oprah Winfrey,2397,Hill Harper,1,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,USA,R,1998,1.85,853
106,124,161,681,Robert Duvall,5755286,Drama|Romance|Sport,Robert Downey Jr.,26334,Kelvin Han Yee,1,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35,672
194,141,14000,3000,Tom Hanks,164435221,Biography|Crime|Drama,Leonardo DiCaprio,48153,Jennifer Garner,0,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85,15000
558,157,0,304,Harold Perrineau,95720716,Drama|History|Thriller,Jennifer Ehle,2759,Parker Sawyers,0,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,USA,R,2012,1.85,39000
183,106,235,931,John Michael Higgins,118683135,Comedy|Drama|Romance,Jon Favreau,8315,Ann-Margret,1,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,USA,PG-13,2006,1.85,0
238,108,58,838,Meryl Streep,143704210,Comedy|Family|Musical|Romance,Colin Firth,26002,Julie Walters,1,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35,10000
186,125,0,11000,Taylor Lautner,110476776,Comedy|Romance,Bradley Cooper,45696,Anne Hathaway,12,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,USA,PG-13,2010,1.85,9000
144,107,422,379,Jessica Simpson,80270227,Action|Adventure|Comedy,Alice Greczyn,2297,Michael Weston,5,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,USA,PG-13,2005,2.35,0
156,215,0,463,Miranda Otto,36385763,Drama|War,Nick Stahl,1937,Dash Mihok,0,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,USA,R,1998,2.35,0
215,118,71,634,Olivia Wilde,37035845,Comedy|Fantasy,Ryan Reynolds,28045,Mircea Monroe,2,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,USA,R,2011,2.35,13000
140,118,869,21,Gerry Becker,34580635,Biography|Comedy|Drama,Matt Price,209,Tom Dreesen,1,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,UK,R,1999,2.35,0
133,178,17000,574,Don Rickles,42438300,Biography|Crime|Drama,Robert De Niro,24183,Kevin Pollak,2,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,USA,R,1995,2.35,11000
203,92,180,75,Amber Rose Revah,23324666,Action|Thriller,Kasia Smutniak,488,Rebecca Dayan,1,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,France,R,2010,2.35,0
127,104,13,343,Mako,23020488,Action|Comedy|Fantasy,Jaime King,2422,Victoria Smurfit,3,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35,846
155,116,101,79,Tony Cox,90567722,Comedy,Robert Forster,1711,Rob Moran,1,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,USA,R,2000,1.85,0
98,90,176,523,Wanda Sykes,72601713,Animation|Comedy|Family,Rob Paulsen,2055,Maurice LaMarche,1,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,Germany,PG,2006,1.85,605
71,93,14,728,Jorge Garcia,35092918,Comedy|Family,Matthew Broderick,5468,Alia Shawkat,0,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,USA,PG,2006,1.85,1000
299,130,129,12000,Kristen Stewart,296623634,Adventure|Drama|Fantasy|Romance,Robert Pattinson,64040,Taylor Lautner,2,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,13000
212,90,80,21,Chris Miller,267652016,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,275,Bobby Block,1,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,USA,PG,2001,1.85,0
413,106,53,593,Michael Kelly,62453315,Romance|Sci-Fi|Thriller,Matt Damon,14607,Jon Stewart,2,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,USA,PG-13,2011,1.85,36000
67,155,58,720,Morgan Freeman,165500000,Action|Adventure|Drama|Romance,Alan Rickman,38518,Michael Wincott,0,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,USA,PG-13,1991,1.85,0
109,139,488,597,Kelly Preston,153620822,Comedy|Drama|Romance|Sport,Tom Cruise,12182,Bonnie Hunt,0,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,USA,R,1996,1.85,0
457,112,3000,1000,Seth MacFarlane,218628680,Comedy|Fantasy,Mila Kunis,21773,Tom Skerritt,1,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,USA,R,2012,1.85,74000
156,139,274,285,Yeardley Smith,147637474,Comedy|Drama|Romance,Lupe Ontiveros,1474,Shirley Knight,0,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,USA,PG-13,1997,1.85,11000
55,115,293,878,Philip Seymour Hoffman,135014968,Biography|Comedy|Drama|Romance,Robin Williams,74382,Monica Potter,1,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,USA,PG-13,1998,2.35,0
272,143,285,7000,Will Ferrell,2175312,Comedy,Harrison Ford,28176,Steve Carell,2,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35,41000
117,96,65,828,Adam Sandler,126203320,Comedy|Romance,Steve Buscemi,26826,Peter Gallagher,1,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85,0
539,112,14000,417,AJ Michalka,126975169,Mystery|Sci-Fi|Thriller,Joel Courtney,3388,Zach Mills,0,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,USA,PG-13,2011,2.35,37000
169,131,0,658,Albert Finney,125548685,Biography|Drama,Julia Roberts,10003,Conchata Ferrell,0,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,USA,R,2000,1.85,0
140,116,80,651,Adam Goldberg,105807520,Comedy|Romance,Matthew McConaughey,14087,Thomas Lennon,2,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,USA,PG-13,2003,1.85,0
330,112,97,584,Craig Roberts,191616238,Action|Comedy|Crime,Channing Tatum,19428,Amber Stevens West,2,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,USA,R,2014,2.35,24000
120,123,277,4000,Tom Cruise,105264608,Drama|Fantasy|Horror,Brad Pitt,25697,Kirsten Dunst,0,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,USA,R,1994,1.85,11000
190,104,235,1000,Zooey Deschanel,97680195,Comedy|Romance,Bradley Cooper,29505,Danny Masterson,1,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35,0
177,107,43,569,Thomas Kretschmann,126088877,Action|Comedy|Crime,Dwayne Johnson,14569,Megan Park,2,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,USA,PG-13,2016,2.35,10000
65,124,0,701,Liam Aiken,91030827,Comedy|Drama,Julia Roberts,9988,Herbert Russell,2,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,USA,PG-13,1998,2.35,0
145,96,51,322,Linda Cardellini,150315155,Comedy|Family,Will Ferrell,10886,Mark L. Young,2,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,USA,PG-13,2015,1.85,13000
321,125,252,10000,Meryl Streep,127997349,Adventure|Comedy|Drama|Fantasy|Musical,Johnny Depp,62837,Anna Kendrick,1,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,USA,PG,2014,2.39,90000
230,129,0,277,James Ransone,88504640,Crime|Drama|Mystery|Thriller,Denzel Washington,19148,Peter Gerety,2,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,USA,R,2006,2.35,0
143,90,241,416,Deborah Kara Unger,81517441,Action|Crime|Drama|Thriller,Bill Duke,3148,William Devane,1,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,USA,R,1999,2.35,0
55,109,155,293,Joe Don Baker,81022333,Action|Adventure|Mystery|Sci-Fi,Dylan Walsh,1761,Grant Heslov,0,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,USA,PG-13,1995,1.85,0
257,124,488,1000,Matt Damon,75621915,Comedy|Drama|Family,Scarlett Johansson,36873,Stephanie Szostak,3,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1,USA,PG,2011,1.85,22000
279,121,295,329,Ben Mendelsohn,79948113,Drama|Mystery|Sci-Fi|Thriller,Nicolas Cage,13421,Chandler Canterbury,0,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,USA,PG-13,2009,2.35,0
143,95,9,11000,Matthew McConaughey,88658172,Comedy|Romance,Bradley Cooper,37967,Zooey Deschanel,2,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,USA,PG-13,2006,2.35,2000
196,128,62,874,Gary Cole,75888270,Horror|Mystery,Naomi Watts,10163,Sissy Spacek,0,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,USA,PG-13,2005,1.85,0
310,118,43,7000,Emma Stone,84244877,Comedy|Drama|Romance,Ryan Gosling,57426,Steve Carell,7,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,USA,PG-13,2011,2.39,44000
116,80,12,58,Mark Christopher Lawrence,75367693,Animation|Comedy|Family|Fantasy,Bill Murray,13430,Michael Monks,0,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,USA,PG,2004,1.85,795
105,99,148,660,Cheech Marin,73701902,Comedy|Family,Jamie Lee Curtis,6729,Jake Busey,1,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,USA,PG,2004,2.35,0
419,133,152,11000,Robin Wright,75605492,Biography|Drama|Sport,Philip Seymour Hoffman,53094,Brad Pitt,1,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,USA,PG-13,2011,1.85,27000
64,127,249,808,Morgan Freeman,67823573,Action|Drama|Thriller,Kevin Spacey,30383,Rene Russo,3,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,USA,R,1995,1.85,0
359,106,174,660,Nate Parker,91439400,Action|Mystery|Thriller,Liam Neeson,16967,Scoot McNairy,0,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,UK,PG-13,2014,2.35,24000
166,98,99,433,Billy Brown,67128202,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Dwayne Johnson,14007,Tom Everett Scott,3,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,USA,PG,2009,2.35,0
525,132,160,443,Eddie Marsan,70496802,Action|Drama|Thriller,Natalie Portman,22417,Rupert Graves,1,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,USA,R,2005,2.35,48000
165,114,71,55,Anna-Louise Plowman,60470220,Action|Adventure|Comedy,Fann Wong,428,Georgina Chapman,2,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35,955
2,45,,132,Gemma Jones,,Crime|Drama,Bernard Hill,1816,Nicola Walker,2,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1,UK,,,,0
87,78,5,1000,Frank Welker,58336565,Adventure|Animation|Comedy|Family,Will Ferrell,11124,Alexander Gould,0,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,USA,G,2006,1.85,624
117,101,23,541,Thomas Lennon,66002004,Adventure|Comedy|Family|Fantasy|Romance|Sport,Scoot McNairy,2177,Cheryl Hines,1,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,USA,G,2005,1.85,1000
113,113,39,477,Jennifer Esposito,54997476,Crime|Drama|Mystery|Thriller,Oliver Platt,3341,Conrad Goode,0,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,USA,R,2001,2.35,970
