duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
129,0,Jessica Chastain,631,Samantha Morton,Miss Julie ,2894,Colin Farrell,2,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,English,Norway,5500000,2014,0,0
103,32,Bill Erwin,208,Teresa Wright,Somewhere in Time ,21049,George Voskovec,2,hotel|love|love across time|time travel|time travel romance,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,English,USA,5100000,1980,191,0
128,47,Bipasha Basu,374,Abhishek Bachchan,Dum Maaro Dum ,3266,Prateik,0,airport|drugs|loss of loved one|police|title based on song,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,Hindi,India,,2011,282,421
106,482,Barbara Hershey,852,Lin Shaye,Insidious: Chapter 2 ,109214,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,English,USA,5000000,2013,618,35000
95,651,Tony Nappo,1000,Emmanuelle Vaugier,Saw II ,188679,Shawnee Smith,0,death|detective|nerve gas|serial killer|trap,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,English,USA,4000000,2005,654,0
104,82,John Gallagher Jr.,14000,Bradley Cooper,10 Cloverfield Lane ,126893,Sumalee Montano,0,alien|bunker|car crash|kidnapping|minimal cast,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,English,USA,15000000,2016,338,33000
87,218,Steve-O,608,Bam Margera,Jackass: The Movie ,67992,Chris Pontius,0,alligator|golf|japan|panda|stunt,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,English,USA,5000000,2002,362,0
81,300,Amiah Miller,2000,Billy Burke,Lights Out ,13523,Gabriel Bateman,0,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,English,USA,4900000,2016,509,0
94,434,Sprague Grayden,581,Johanna Braddy,Paranormal Activity 3 ,76828,Christopher Nicholas Smith,0,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,English,USA,5000000,2011,438,24000
89,704,Shelley Hennig,852,Lin Shaye,Ouija ,31915,Daren Kagasoff,0,death of girlfriend|funeral|ghost|ouija|spirit,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,English,USA,5000000,2014,707,18000
88,150,Heather Langenkamp,506,John Saxon,A Nightmare on Elm Street 3: Dream Warriors ,49820,Jennifer Rubin,0,dream|freddy krueger|killer|nightmare|springwood ohio,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,English,USA,4500000,1987,449,0
108,458,Allison Tolman,1000,Busy Philipps,The Gift ,79916,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,English,USA,5000000,2015,562,15000
115,83,Jessica Lindsey,399,Eugenio Derbez,Instructions Not Included ,22105,Hugo Stiglitz,1,father daughter relationship,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,Spanish,Mexico,5000000,2013,89,14000
96,113,Brendon Eggertsen,235,Matt Shively,Paranormal Activity 4 ,51204,Alisha Boe,0,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,English,USA,5000000,2012,119,26000
135,275,Jean Simmons,726,Richard Burton,The Robe ,6359,Victor Mature,1,box office hit|crucifixion|nightmare|palestine|robe,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,English,USA,5000000,1953,422,0
113,80,Herbert Lom,462,Burt Kwouk,The Return of the Pink Panther ,19596,Catherine Schell,0,clouseau|diamond|panther|pink|pink panther,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,English,UK,5000000,1975,278,620
93,581,Tom Arnold,40000,Johnny Depp,Freddy's Dead: The Final Nightmare ,30765,Yaphet Kotto,0,dark comedy|dream|freddy krueger|nightmare|serial murder,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,English,USA,8500000,1991,618,963
109,592,Bruce Dern,9000,Charlize Theron,Monster ,105568,Pruitt Taylor Vince,2,beach|female criminal|hooker|lesbian|prostitute,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,English,USA,4500000,2003,844,0
127,51,Robert J. Wilke,617,James Mason,20,000 Leagues Under the Sea ,22123,Paul Lukas,0,captain|expedition|sea|submarine|whale,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,USA,5000000,1954,53,0
101,332,Gloria Sandoval,510,Richard Cabral,Paranormal Activity: The Marked Ones ,31791,Molly Ephraim,0,apartment|blood|demonic possession|neighbor|pentagram,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,English,USA,5000000,2014,358,10000
124,452,Anne Bancroft,12000,Anthony Hopkins,The Elephant Man ,161972,Dexter Fletcher,1,curiosity|exploitation|freak|hospital|physical deformity,http://www.imdb.com/title/tt0080678/?ref_=fn_tt_tt_1,English,USA,5000000,1980,754,9000
117,896,Jennifer Garner,11000,Matthew McConaughey,Dallas Buyers Club ,326494,Denis O'Hare,0,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,English,USA,5000000,2013,3000,65000
83,801,Mark Duplass,10000,Olivia Wilde,The Lazarus Effect ,28513,Donald Glover,0,electrocuted|experiment|hell|serum|university,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,English,USA,3300000,2015,830,0
113,379,Thomas Lennon,716,Callum Rennie,Memento ,845580,Jorja Fox,0,flashback|memory|murder|short term memory|telephone,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,English,USA,9000000,2000,651,40000
104,202,Rory Cochrane,972,James Lafferty,Oculus ,85688,Garrett Ryan,0,home office|mirror|released from a mental hospital|trauma|video camera,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,English,USA,5000000,2013,407,23000
97,657,Jason Mewes,1000,Ethan Suplee,Clerks II ,114797,Brian O'Halloran,3,fast food|fast food restaurant|new jersey|quick stop|restaurant,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,English,USA,5000000,2006,898,0
110,34,Gary Lewis,838,Julie Walters,Billy Elliot ,98354,Jamie Draven,0,audition|ballet|boxing|miner|miners strike,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,English,UK,5000000,2000,203,0
103,424,Liam James,7000,Steve Carell,The Way Way Back ,115813,Jim Rash,1,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,English,USA,5000000,2013,468,22000
94,287,Tisha Campbell-Martin,901,William Schallert,House Party 2 ,3571,Helen Martin,0,college|misogyny|money|new friend|party,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,English,USA,5000000,1991,413,232
102,75,Jack Thompson,492,Tony Bonner,The Man from Snowy River ,5894,Tom Burlinson,0,australia|brumby|ranch|stallion|twin,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,English,Australia,3500000,1982,155,0
77,73,Constance Shulman,2000,Frank Welker,Doug's 1st Movie ,2448,Alice Playten,1,dance|friend|monster|reference to batman|valentine,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,English,USA,5000000,1999,804,122
134,77,Todd Allen,205,John Beasley,The Apostle ,11622,June Carter Cash,1,church|louisiana|minister|preacher|texas,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,English,USA,5000000,1997,130,1000
129,157,Xander Berkeley,977,Faye Dunaway,Mommie Dearest ,10564,Diana Scarwid,1,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,English,USA,5000000,1981,485,0
90,1000,Adam Scott,11000,Zooey Deschanel,Our Idiot Brother ,74875,Steve Coogan,1,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,English,USA,5000000,2011,3000,11000
134,388,Tony Curran,882,William Hurt,Race ,11744,David Kross,0,1930s|athlete|nazi germany|olympics|track and field,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,English,Canada,,2016,845,0
104,498,Monica Calhoun,1000,Bernie Mac,The Players Club ,4345,Chrystale Wilson,9,catfight|dominatrix|rape|spanking|stripper,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,English,USA,4500000,1998,597,575
95,697,Andrew Keegan,1000,Mekhi Phifer,O ,17333,John Heard,2,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,English,USA,5000000,2001,835,0
93,161,Edwin Hodge,1000,Ben Feldman,As Above, So Below ,49948,Perdita Weeks,0,archeologist|catacomb|found footage|paris france|philosopher's stone,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,English,USA,5000000,2014,200,14000
106,467,Cameron Mills,1000,Boris Kodjoe,Addicted ,5975,Sharon Leal,0,adultery|attraction|lust|obsession|temptation,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Spanish,USA,5000000,2014,694,0
109,426,Lynn Whitfield,2000,Jurnee Smollett-Bell,Eve's Bayou ,6915,Diahann Carroll,2,doctor|louisiana|secret|title directed by female|witchcraft,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,English,USA,6000000,1997,434,599
101,423,Hunter Parrish,17000,Kristen Stewart,Still Alice ,86077,Seth Gilliam,1,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,English,USA,5000000,2014,2000,45000
139,422,Peter Ustinov,535,Gene Tierney,The Egyptian ,2498,Jean Simmons,0,afterlife|egypt|pharaoh|princess|pyramid,http://www.imdb.com/title/tt0046949/?ref_=fn_tt_tt_1,English,USA,5000000,1954,440,376
99,142,Lindsay Wagner,13000,Sylvester Stallone,Nighthawks ,12519,Persis Khambatta,2,bomb|new york city|partner|shooting|terrorist,http://www.imdb.com/title/tt0082817/?ref_=fn_tt_tt_1,English,USA,5000000,1981,970,0
100,65,Peter Mark Richman,935,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,Scott Reeves,0,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,English,USA,5000000,1989,120,1000
95,249,Louis Mandylor,567,Nia Vardalos,My Big Fat Greek Wedding ,102071,Lainie Kazan,3,baptism|greek|greek restaurant|prejudice|travel agency,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,English,USA,5000000,2002,312,5000
94,192,Heather Morris,11000,James Franco,Spring Breakers ,108683,Rachel Korine,4,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,English,USA,5000000,2012,892,25000
93,141,Kim Darby,742,Donald Pleasence,Halloween: The Curse of Michael Myers ,20815,Mitchell Ryan,0,halloween|michael myers|nudity|returning character with different actor|slasher flick,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,English,USA,5000000,1995,152,0
106,19,Daniel Giménez Cacho,269,Maribel Verdú,Y Tu Mamá También ,91377,María Aura,1,beach|cleaning a swimming pool|male male kiss|mexico|on the road,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,Spanish,Mexico,2000000,2001,43,0
99,358,Dylan Moran,605,Peter Serafinowicz,Shaun of the Dead ,395921,Rafe Spall,6,british horror|pub|record collection|zombie|zombie apocalypse,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,English,UK,4000000,2004,427,19000
82,664,Randy Wayne,1000,Jessica Lowndes,The Haunting of Molly Hartley ,7904,Haley Bennett,5,18th birthday|birthday|community center|resurrection|teenager,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,English,USA,5000000,2008,984,562
135,111,Clifton James,11000,Matthew McConaughey,Lone Star ,23202,Miriam Colon,2,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,English,USA,5000000,1996,189,0
88,101,Kathleen Kinmont,742,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,Ellie Cornell,0,halloween|michael myers|murder|niece|october,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,English,USA,5000000,1988,120,0
89,85,Deborah Foreman,690,Thomas F. Wilson,April Fool's Day ,10624,Clayton Rohner,0,april fool's day|island|mansion|psycho|secret,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,English,USA,5000000,1986,190,0
110,551,Daniel Stern,801,Steve Guttenberg,Diner ,14995,Ellen Barkin,6,baltimore colts|diner|marriage|salesman|wedding,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,English,USA,5000000,1982,796,0
107,268,William Sanderson,926,David Carradine,Lone Wolf McQuade ,7973,Robert Beltran,0,drugs|martial arts|texas|texas ranger|weapon,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,English,USA,5000000,1983,400,0
86,205,Ryan Robbins,520,Warren Christie,Apollo 18 ,47227,Andrew Airlie,0,cosmonaut|footprint|found footage|moon|secret mission,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,English,USA,5000000,2011,270,0
91,260,Mary Lynn Rajskub,968,Clifton Collins Jr.,Sunshine Cleaning ,61151,Paul Dooley,0,business|crime scene cleanup|private school|school|sister sister relationship,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,English,USA,8000000,2008,934,0
103,13,Claire Geare,155,Sterling Jerins,No Escape ,48675,Sahajak Boonthanakit,0,asia|fictional country|hotel|rebellion|revolution,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,English,USA,5000000,2015,78,16000
90,826,John Amos,21000,Vanna Bonta,The Beastmaster ,15345,Rip Torn,0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,English,USA,8000000,1982,982,0
141,70,George Sanders,746,Gina Lollobrigida,Solomon and Sheba ,2017,Finlay Currie,2,king|pharaoh|queen|queen of sheba|tribe,http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1,English,USA,5000000,1959,333,270
92,355,Mike Epps,729,Fred Willard,Fifty Shades of Black ,9509,Russell Peters,4,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,English,USA,5000000,2016,706,11000
99,409,Jenifer Lewis,849,Eddie Cibrian,Not Easily Broken ,2326,Wood Harris,1,african american protagonist|based on novel|title spoken by character,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,English,USA,8000000,2009,578,738
79,99,Helen Hayes,998,Gary Cooper,A Farewell to Arms ,3519,Adolphe Menjou,1,1910s|ambulance driver|italy|lake|nurse,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,English,USA,800000,1932,164,213
96,503,Brandy Norwood,927,Donald Faison,The Perfect Match ,1180,Lauren London,6,,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,English,USA,5000000,2016,509,740
82,44,Colleen O'Shaughnessey,93,Lara Jill Miller,Digimon: The Movie ,5164,Mona Marshall,0,based on video game|box office hit|computer|digimon|internet,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,English,USA,5000000,2000,45,207
92,797,Patrick Fugit,3000,Macaulay Culkin,Saved! ,40274,Eva Amurri Martino,5,christian|jewish|pastor|school|virginity,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,English,USA,5000000,2004,835,0
112,21,Stéphane Rousseau,150,Marie-Josée Croze,The Barbarian Invasions ,24921,Marina Hands,2,cancer|dying|friend|money|socialist,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,French,Canada,6000000,2003,28,0
106,136,Denholm Elliott,559,Robert Shaw,Robin and Marian ,8930,Nicol Williamson,10,crusades|friar|robin hood|sheriff|sheriff of nottingham,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,English,USA,5000000,1976,249,672
90,560,Kerr Smith,847,Brendan Fehr,The Forsaken ,7319,Izabella Miko,4,flashing breasts|hitchhiker|vampire|vampire hunter|virus,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,English,USA,5000000,2001,591,327
126,576,Carl Weathers,11000,Harrison Ford,Force 10 from Navarone ,13587,Franco Nero,2,colonel|mission|partisan|spy|traitor,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,English,UK,5000000,1978,794,729
150,448,Gedde Watanabe,859,Fran Drescher,UHF ,21416,Michael Richards,1,gambling|imagination|television|television station|tv show,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,English,USA,5000000,1989,448,0
90,556,Joel David Moore,2000,Linda Cardellini,Grandma's Boy ,67853,Shirley Jones,0,co worker|game tester|loss of virginity|roommate|snack,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,English,USA,,2006,936,0
91,572,Kevin Corrigan,1000,Natasha Lyonne,Slums of Beverly Hills ,9427,Jessica Walter,0,flatulence|menstrual blood|nomad|nursing school|title directed by female,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,English,USA,5000000,1998,778,462
145,392,Woody Strode,973,Claudia Cardinale,Once Upon a Time in the West ,216005,Jack Elam,1,gang|gun|harmonica|killing|woman in bathtub,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,English,Italy,5000000,1968,423,10000
95,334,Faizon Love,4000,Jon Favreau,Made ,15053,Jonathan Silverman,2,friendship|loudmouth|money laundering|new york city|stripper,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,English,USA,5000000,2001,585,393
97,372,Matt Berry,18000,Kevin Spacey,Moon ,260607,Benedict Wong,0,computer|contract|earth|moon|solitude,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,English,UK,5000000,2009,572,47000
90,701,Jami Gertz,2000,Miranda Cosgrove,Keeping Up with the Steins ,2719,Carter Jenkins,0,bar mitzvah|carried in a chair|hebrew|party|rite of passage,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,English,USA,,2006,847,249
41,0,Guillaume Denaiffe,55,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World ,296,Chloe Hollings,0,3d|imax|plesiosaur|sea|water,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,English,UK,5000000,2010,0,89
112,395,Sarah Polley,990,Bruce Greenwood,The Sweet Hereafter ,26720,Simon Baker,0,anger|bus|child|lawyer|school,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,English,Canada,5000000,1997,900,920
122,32,Michael Lonsdale,186,Lambert Wilson,Of Gods and Men ,12411,Olivier Rabourdin,0,catholic church|community|monastery|monk|terrorist,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,French,France,4000000,2010,135,0
110,39,Freddy Rodríguez,25000,Alan Rickman,Bottle Shock ,12233,Greg Collins,0,airport|california|flat tire|overalls|wine,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,English,USA,5000000,2008,579,0
87,83,Tim Thomerson,922,Cassandra Peterson,Jekyll and Hyde... Together Again ,881,Bess Armstrong,0,breasts growing|coors light|drugs|hospital|spinning in grave,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,English,USA,5000000,1982,162,323
108,88,Jed Brophy,14000,Kate Winslet,Heavenly Creatures ,50197,Liz Mullane,2,fantasy life|friend|friendship|love|teenage crush,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,English,New Zealand,5000000,1994,433,0
121,473,Bobby Batson,4000,Hayden Christensen,90 Minutes in Heaven ,2047,Cynthia Barrett,0,heaven|hospital|praying|pronounced dead|recovery,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,English,USA,5000000,2015,849,0
97,939,Scott Takeda,8000,Will Ferrell,Everything Must Go ,40305,Stephen Root,1,alcoholic|beer|bicycle|new neighbor|yard sale,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,English,USA,5000000,2010,981,0
116,102,Ryan O'Neal,624,Kim Dickens,Zero Effect ,12366,Angela Featherstone,2,blackmail|client|private detective|private investigator|tycoon,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,English,USA,5000000,1998,385,507
94,360,Jennifer Jason Leigh,23000,Christian Bale,The Machinist ,281649,Reg E. Cathey,0,alienation|conscience|insomnia|paranoia|urban gothic,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,English,Spain,5000000,2004,1000,21000
103,145,Jane Adams,722,Dana Delany,Light Sleeper ,3665,David Clennon,0,bare breasts|drugs|existentialism|new york city|redemption,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,English,USA,5000000,1992,280,247
112,688,Paz Vega,10000,Jeremy Renner,Kill the Messenger ,32382,Robert Pralgo,1,based on true story|cia|cocaine|journalist|smear campaign,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,English,USA,5000000,2014,963,13000
91,192,Jon Tenney,967,Dianne Wiest,Rabbit Hole ,40618,Tammy Blanchard,0,car|comic book|comic book artist|iphone|memory,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,English,USA,5000000,2010,289,0
98,600,Mia Kirshner,3000,Macaulay Culkin,Party Monster ,12675,Marilyn Manson,1,drug dealer|drugs|gay|homosexual|party,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,English,USA,5000000,2003,971,0
95,233,Mark Webber,727,Alia Shawkat,Green Room ,28845,Joe Cole,0,murder|neo nazi|punk band|skinhead|suspense,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,English,USA,5000000,2015,442,10000
88,276,Tim Russ,740,Liza Minnelli,The Oh in Ohio ,5494,Winter Ave Zoli,0,marriage|orgasm|school|sex|swimming,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,English,USA,5000000,2006,625,255
99,361,Greg Germann,578,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,Kristoffer Polaha,0,box office flop|critically bashed|economy|individual versus society|rescue,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,English,USA,5000000,2014,435,0
91,65,Darryl Cox,387,Andrew Wilson,Bottle Rocket ,54478,Lumi Cavazos,0,caper|escapade|motel|robbery|texas,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,English,USA,7000000,1996,96,0
97,977,Joe Mantegna,10000,Viggo Mortensen,Albino Alligator ,6632,Faye Dunaway,3,bar|box office flop|hostage|new orleans louisiana|police,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,English,USA,5000000,1996,1000,225
136,14,Bhoomika Chawla,75,Akshaye Khanna,Gandhi, My Father ,1311,Darshan Jariwala,0,africa|hindu|india|muslim|south africa,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,Hindi,India,,2007,45,133
118,0,Megan Ambuhl Graner,6,Jeffrey Frost,Standard Operating Procedure ,3329,Ken Davis,0,abu ghraib|abuse|prison|slow motion|torture,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,English,USA,,2008,0,489
94,51,Don Gordon,311,Raymond Burr,Out of the Blue ,1599,Jim Byrnes,1,explosion|hitchhiking|punk|trauma|truck driver,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,English,Canada,2200000,1980,59,274
89,440,Tyler Labine,948,Katrina Bowden,Tucker and Dale vs Evil ,127842,Chelan Simmons,1,cabin|chainsaw|college kid|hillbilly|vacation,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,English,Canada,,2010,779,49000
90,940,Ellen Burstyn,3000,Adam Scott,Lovely, Still ,1560,Martin Landau,0,christmas|fable|old man,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,English,USA,5000000,2008,1000,777
95,100,Paul Fix,197,Judith Anderson,Tycoon ,989,Laraine Day,1,engineer|ethics|mountain|railroad|south america,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,English,USA,3209000,1947,116,44
90,697,John Heard,1000,Ethan Suplee,Desert Blue ,1884,Sara Gilbert,3,cola|desert|ice cream cone|teenage girl|vomiting,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,English,USA,2000000,1998,697,69
95,383,Marc Trottier,889,Meghan Ory,Decoys ,4041,Corey Sevier,0,breasts|campus|college|tentacle|virginity,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,English,Canada,5000000,2004,680,174
94,99,Patch Darragh,432,Ocean James,The Visit ,65299,Olivia DeJonge,,farm|handheld camera|impostor|rap|rock paper scissors,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,English,USA,5000000,2015,309,27000
90,15,Daniel Stewart Sherman,343,Mike Figueroa,Redacted ,8824,Kel O'Neill,0,blood splatter|iraq|murder|rape|soldier,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,English,USA,5000000,2007,29,559
103,227,Jacqueline Bisset,811,Adam Garcia,Fascination ,1207,Alice Evans,0,death|love|marriage|secret|suspicion,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,English,Germany,5000000,2004,522,40
60,904,Dylan Minnette,1000,Holly Hunter,Saving Grace             ,3852,Bokeem Woodbine,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,English,USA,,,1000,634
91,14,Sandra Staggs,46,Glenn Campbell,Area 51 ,7888,Jelena Nik,0,alien|alien abduction|conspiracy|secret base|ufo,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,English,USA,5000000,2015,21,0
102,78,Tony Corvillo,331,Luis Tosar,Sleep Tight ,23756,Marta Etura,0,apartment|concierge|girl|hitchcockian|stalking,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,Spanish,Spain,5000000,2011,93,0
92,141,Doug Bradley,570,Dave Legeno,The Cottage ,10056,Georgia Groome,0,countryside|deformed|farmer|gangster|kidnapping,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,English,UK,2500000,2008,337,639
87,686,Callum Blue,866,Henry Ian Cusick,Dead Like Me: Life After Death ,10734,Shenae Grimes-Beech,1,african american policeman|police|policeman|policewoman|vomiting,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,English,USA,5000000,2009,738,887
80,854,John Stamos,3000,Alyson Hannigan,Farce of the Penguins ,4322,Jim Belushi,0,flatulence|march|penguin|south pole|spoof,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,English,USA,,2006,2000,419
90,483,Patricia Neal,695,Heather Locklear,Flying By ,215,Katie Leclerc,6,,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,English,USA,,2009,617,38
44,816,Dulé Hill,1000,Corbin Bernsen,Psych             ,67315,Timothy Omundson,2,best friend|friend|police|police department|psychic,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,English,USA,,,922,0
105,394,Felicity Huffman,745,Billy Crudup,Rudderless ,12672,David Adam Flannery,1,demo tape|directed by cast member|grieving father|guitar|guitar player,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,English,USA,5000000,2014,508,0
