director_name,num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
David E. Talbert,52,96,1000,Christina Milian,3000,21564616,Djimon Hounsou,Baggage Claim ,7098,8097,Boris Kodjoe,9,woman wearing only a man's shirt,41,English,1000,5.0,1.85,0
Roger Vadim,107,98,170,David Hemmings,949,,Jane Fonda,Barbarella ,24436,1510,Milo O'Shea,2,41st century|angel|future|laser gun|space opera,186,English,178,5.9,2.35,0
Nils Gaup,6,92,3,Louisa Milwood-Haigh,35,,Bjørn Sundquist,Shipwrecked ,1984,47,Stian Smestad,2,boy|island|pirate|ship|treasure,14,English,6,6.7,2.35,278
Alexander Payne,175,103,133,Chris Klein,2000,14879556,Matthew Broderick,Election ,73640,3516,Molly Hagan,0,female protagonist|high school|self destructiveness|student council president|student government,441,English,841,7.3,2.35,0
Mira Nair,167,122,341,Brooke Smith,579,13569248,Jacinda Barrett,The Namesake ,16530,1637,Tabu,1,bengali|india|reference to gogol|train|train crash,117,English,405,7.6,1.85,0
Ari Sandel,132,101,429,Romany Malco,35000,34017854,Bella Thorne,The DUFF ,51326,36892,Skyler Samuels,4,cartoon on tv|generation y|high school|overalls|strong female character,116,English,966,6.5,2.35,8000
Vondie Curtis-Hall,66,104,202,Max Beesley,736,4273372,Mariah Carey,Glitter ,19412,1854,Valarie Pettiford,1,cult film|disc jockey|female protagonist|music business|one word title,308,English,218,2.1,2.35,0
Tom Elkins,79,101,559,Cicely Tyson,1000,,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,13167,3164,Brad James,0,daughter|georgia|mother|slave|trailer,57,English,907,5.3,2.35,0
Woo-Suk Kang,15,135,13,Sung-kee Ahn,28,,Yu-mi Jeong,Silmido ,3290,97,Kyung-gu Sol,0,based on book|based on true story|rape|title spoken by character,17,Korean,15,7.2,2.35,387
Jane Campion,222,119,179,Paul Schneider,2000,4440055,Abbie Cornish,Bright Star ,21360,3279,Samuel Roukin,0,19th century|friend|john keats|passion|poet,110,English,552,7.0,1.85,0
Karan Johar,210,128,81,Jimmy Shergill,8000,4018695,Shah Rukh Khan,My Name Is Khan ,69759,8532,Christopher B. Duncan,2,airport|asperger's syndrome|autism|muslim|racial profiling,235,Hindi,327,8.0,2.35,27000
Herbert Ross,60,107,304,Chris Penn,967,80000000,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0,church|cowboy boots|dancing|high school dance|teenager,113,English,455,6.5,1.85,0
J.C. Chandor,346,106,,,0,6262942,Robert Redford,All Is Lost ,59545,0,,0,boat|container|sea|shipping container|storm,312,English,,6.9,2.35,18000
John Sayles,46,126,39,Casey Siemaszko,638,1997807,Mary Elizabeth Mastrantonio,Limbo ,5158,823,Vanessa Martinez,0,alaska|island|motorboat|singer|wilderness,140,English,107,7.1,1.85,196
Vipul Amrutlal Shah,15,128,119,Clive Standen,3000,1207007,Katrina Kaif,Namastey London ,13577,4004,Riteish Deshmukh,2,india|london england|marriage|stereotype|sugarcane,47,Hindi,687,7.3,,341
Ken Loach,169,127,6,Orla Fitzgerald,97,1829142,Padraic Delaney,The Wind That Shakes the Barley ,36846,128,Martin Lucey,1,civil war|colonialism|hatred|independence|rural ireland,222,English,8,7.5,1.85,0
Ayan Mukerji,25,160,417,Madhuri Dixit,964,3827466,Ranbir Kapoor,Yeh Jawaani Hai Deewani ,25122,2350,Aditya Roy Kapoor,2,jealousy|jumping into sea|love|swimming pool|wet clothes,102,Hindi,551,6.9,,0
John G. Avildsen,81,126,225,William Zabka,668,90800000,Martin Kove,The Karate Kid ,126916,2004,William Bassett,0,apartment|bully|fight|karate|master,235,English,641,7.2,1.85,0
Mervyn LeRoy,54,171,346,Deborah Kerr,440,,Peter Ustinov,Quo Vadis ,9808,1373,Robert Taylor,0,christian|emperor|general|hostage|nero,90,English,426,7.2,1.37,1000
Darren Lynn Bousman,147,150,636,Paris Hilton,2000,140244,Alexa PenaVega,Repo! The Genetic Opera ,20419,4168,Paul Sorvino,1,future|murder|opera|repossession|surgery,259,English,716,6.7,1.85,8000
Serdar Akar,16,122,173,Bergüzar Korel,205,,Necati Sasmaz,Valley of the Wolves: Iraq ,14486,808,Ghassan Massoud,3,abu ghraib|bomb|christian|explosion|iraq,159,Arabic,197,6.0,1.85,467
Quentin Tarantino,215,178,857,Eric Stoltz,13000,107930000,Bruce Willis,Pulp Fiction ,1324680,16557,Phil LaMarr,1,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,2195,English,902,8.9,2.35,45000
James Frawley,63,95,842,Jim Henson,1000,76657000,Madeline Kahn,The Muppet Movie ,25498,5673,Dom DeLuise,0,friend|frog leg|on the road|restaurant|the muppets,92,English,985,7.7,1.85,0
Dan Gilroy,534,117,85,Michael Papajohn,15000,32279955,Jake Gyllenhaal,Nightcrawler ,293304,15554,James Huang,1,employer employee relationship|ethics|journalism|sociopath|tv news,552,English,241,7.9,2.35,65000
Jay Chandrasekhar,66,119,422,Lindsay Price,861,4992159,Brittany Daniel,Club Dread ,23823,3306,Jay Chandrasekhar,2,beach|island|party|resort|serial killer,201,English,499,5.6,2.35,713
Robert Wise,119,174,195,Angela Cartwright,354,163214286,Eleanor Parker,The Sound of Music ,148172,1495,Nicholas Hammond,3,austria|children|governess|love|orchestral music score,406,English,209,8.0,2.35,15000
Ron Howard,43,111,51,Howard Morris,15000,69800000,Tom Hanks,Splash ,54723,15361,Patrick Cronin,2,cmnf|cmnf scene|mermaid|new york city|public nudity,99,English,161,6.2,1.85,0
Jonathan Dayton,270,101,27,Steven Christopher Parker,7000,59889948,Steve Carell,Little Miss Sunshine ,355810,7227,Jill Talley,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,889,English,150,7.9,2.35,15000
Rob Reiner,99,89,107,Frances Lee McCain,217,52287414,Marshall Bell,Stand by Me ,271794,644,Casey Siemaszko,2,friendship|summertime|treehouse|walking on train tracks|woods,584,English,107,8.1,1.85,24000
Danny Boyle,224,113,27,Megan Burns,133,45063889,Noah Huntley,28 Days Later... ,297250,241,David Schneider,0,laboratory|london england|military|virus|zombie apocalypse,1441,English,32,7.6,1.85,11000
Chris Stokes,58,95,360,Marques Houston,389,40066497,Jennifer Freeman,You Got Served ,23671,1792,Steve Harvey,0,competition|dance contest|friend|money|street dancing,247,English,363,3.5,1.85,0
Don Siegel,53,112,459,Patrick McGoohan,16000,36500000,Clint Eastwood,Escape from Alcatraz ,87090,17568,Fred Ward,0,alcatraz|escape|inmate|island|prison,142,English,466,7.6,1.85,0
Rick Famuyiwa,37,109,458,Sanaa Lathan,1000,27362712,Boris Kodjoe,Brown Sugar ,5971,3199,Wendell Pierce,1,basketball|hip hop|rap music|record company|writer,60,English,886,6.5,1.85,0
Martin Lawrence,11,108,388,Lynn Whitfield,585,34746109,Faizon Love,A Thin Line Between Love and Hate ,3122,3023,Della Reese,2,african american|dating|independent film|irreverence|revenge,14,English,434,5.6,2.35,559
Jonathan Levine,327,100,3000,Anna Kendrick,23000,34963967,Joseph Gordon-Levitt,50/50 ,270441,39807,Bryce Dallas Howard,2,best friend|cancer|survival rate|therapist|vomiting,378,English,10000,7.7,1.85,40000
Masayuki Ochiai,135,90,297,David Denman,449,25926543,James Kyson,Shutter ,26609,1534,Daisy Betts,1,car accident|japan|newlywed|photograph|photographer,148,English,332,5.2,1.85,0
George A. Romero,127,130,602,Hal Holbrook,875,,Ted Danson,Creepshow ,29935,2662,Adrienne Barbeau,0,anthology|child abuse|critically acclaimed|death|grindhouse,211,English,826,6.9,1.85,0
Tom Gormican,164,94,117,Lola Glaudini,363,26049082,Mackenzie Davis,That Awkward Moment ,76791,1024,Josh Pais,3,dating|divorce|father daughter relationship|mother daughter relationship|party,100,English,342,6.1,2.35,0
Ken Shapiro,14,93,213,Dabney Coleman,484,,Brian Doyle-Murray,Modern Problems ,3904,1455,Mary Kay Place,1,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,48,English,345,5.0,1.85,495
Justin Tipping,6,80,102,Natalie Stephany Aguilar,861,,Tina Gilton,Kicks ,59,1279,Justin Hall,,,6,English,163,7.8,,240
Kenneth Branagh,41,111,591,Denzel Washington,18000,22551000,Keanu Reeves,Much Ado About Nothing ,37269,37645,Brian Blessed,0,16th century|bachelor|dishonor|masquerade party|wedding,165,English,18000,7.4,1.85,0
Peter R. Hunt,143,142,244,George Lazenby,803,22800000,Telly Savalas,On Her Majesty's Secret Service ,59941,1769,Desmond Llewelyn,2,bond girl|british|mission|portugal|switzerland,452,English,314,6.8,2.35,0
,9,60,460,Philip Winchester,666,,Nick Wechsler,The Player             ,5817,4043,Jeff Marlow,2,bet|friend|pit boss|secret|surveillance,25,English,579,7.1,16.0,0
Wes Craven,109,107,112,Heather Langenkamp,969,18090181,Miko Hughes,New Nightmare ,38191,1775,Tracy Middendorf,0,earthquake|elm street|freddy krueger|nightmare|sleep,271,English,449,6.4,1.85,0
John Schultz,59,91,292,Mark Webber,452,17843379,Stephen Collins,Drive Me Crazy ,14904,1760,Keri Lynn Pratt,2,centennial|girl|next door neighbor|prom|school,147,English,442,5.7,1.85,0
Doug Atchison,95,112,268,Sean Michael Afable,876,18811135,Curtis Armstrong,Akeelah and the Bee ,15337,2832,Tzi Ma,0,national spelling bee|principal|school principal|spelling|spelling bee,172,English,801,7.5,2.35,0
Tamra Davis,40,82,475,Harland Williams,744,17278980,Dave Chappelle,Half Baked ,48225,2400,Clarence Williams III,0,bail|diabetic|friend|jail|pharmaceutical lab,164,English,503,6.7,1.85,0
Jonas Elmer,121,97,631,Frances Conroy,24000,16699684,J.K. Simmons,New in Town ,17461,25792,Harry Connick Jr.,1,love|manufacturing|minnesota|plant|small town,78,English,827,5.6,1.85,0
Stephen Gaghan,358,128,414,Amr Waked,13000,50815288,Matt Damon,Syriana ,109191,14747,Kayvan Novak,0,cia|hezbollah|lebanon|oil|prince,625,English,903,7.0,2.35,0
Mary Harron,288,102,517,Justin Theroux,23000,15047419,Christian Bale,American Psycho ,357275,25462,Samantha Mathis,1,1980s|business card|male rear nudity|materialism|narcissism,1061,English,1000,7.6,2.35,18000
Miguel Arteta,107,93,596,Zooey Deschanel,15000,14015786,Jake Gyllenhaal,The Good Girl ,37952,27646,Tim Blake Nelson,3,dysfunctional marriage|marijuana|small town|store|trying to conceive,298,English,11000,6.5,1.85,938
Erik Canuel,28,116,50,Richard Howland,539,,Colm Feore,Bon Cop Bad Cop ,8616,895,Sarain Boylan,2,border|hockey|killer|police|tattoo,90,English,290,7.0,2.35,758
Troy Duffy,91,138,968,Julie Benz,12000,10269307,Norman Reedus,The Boondock Saints II: All Saints Day ,53251,17524,Clifton Collins Jr.,0,final showdown|ireland|justice|priest|sheep,188,English,3000,6.3,2.35,0
James Ivory,55,117,86,Omar Metwally,471,,Alexandra Maria Lara,The City of Your Final Destination ,2311,858,Diego Velazquez,1,child|student|university|widow|writer,25,English,277,6.4,1.85,638
Nicole Holofcener,231,93,216,Ben Falcone,434,17536788,Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,142,English,265,7.1,1.85,12000
Will Gluck,262,92,424,Dan Byrd,15000,58401464,Emma Stone,Easy A ,276746,16982,Fred Armisen,1,gay|gay interest|high school|school|student,264,English,1000,7.1,1.85,19000
Matty Rich,7,110,582,Joe Morton,851,8880705,Jada Pinkett Smith,The Inkwell ,1103,3293,Larenz Tate,0,fire|marriage|martha's vineyard|teenager|vacation,11,English,780,6.5,1.85,160
E. Elias Merhige,196,92,306,Udo Kier,776,8279017,Eddie Izzard,Shadow of the Vampire ,34191,1761,Catherine McCormack,1,actor|breasts|film actress|nosferatu|vampire,339,English,595,6.9,2.35,0
Joe Nussbaum,83,104,741,Thomas McDonell,1000,10106233,Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0,decoration|father daughter relationship|high school|prom|teenager,32,English,962,5.4,1.85,0
Matt Reeves,18,98,636,Michael Rapaport,1000,,Mark Margolis,The Pallbearer ,6124,3502,Carol Kane,2,bachelor party|directorial debut|funeral|pallbearer|wedding,55,English,975,4.9,1.85,125
Steve Rash,11,89,660,Nia Long,883,4692814,Barry Corbin,Held Up ,2870,3291,Jake Busey,2,hold up|hostage|stockholm syndrome|swat team|vegetarian,34,English,826,5.1,1.85,77
Fina Torres,72,92,417,John de Lancie,1000,5018450,Harold Perrineau,Woman on Top ,8546,2687,Mark Feuerstein,0,cross dresser|food|friend|motion sickness|restaurant,86,English,905,5.3,2.35,859
James Ivory,51,140,136,Vanessa Redgrave,12000,25967000,Anthony Hopkins,Howards End ,21254,13180,Samuel West,3,england|friendship|prejudice|upper class|working class,86,English,898,7.5,2.35,788
,18,60,648,Joseph Gilgun,3000,,Dominic Cooper,Preacher             ,22848,6034,Ruth Negga,0,heaven and hell|preacher|supernatural|vampire|vertigo comics,85,English,788,8.3,16.0,18000
Duke Johnson,328,90,0,Tom Noonan,1000,3442820,Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,140,English,442,7.3,2.35,0
Mike Leigh,248,129,386,Imelda Staunton,1000,3205244,Jim Broadbent,Another Year ,23629,2265,Phil Davis,0,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,141,English,579,7.3,2.35,0
François Ozon,128,111,569,Isabelle Huppert,963,3076425,Catherine Deneuve,8 Women ,23660,3543,Emmanuelle Béart,1,cook|industrialist|secret|snowstorm|suspect,162,French,678,7.1,1.85,0
Mark L. Lester,45,79,112,Tia Carrere,1000,2275557,Cary-Hiroyuki Tagawa,Showdown in Little Tokyo ,12561,2404,Vernee Watson,2,bare chested male|detective|electric torture|japanese american|yakuza,102,English,1000,6.0,1.85,0
David Dobkin,49,104,168,Vince Vieluf,1000,1789892,Janeane Garofalo,Clay Pigeons ,9494,1795,Kevin Rahm,1,breasts|serial killer|small town|vomiting|widow,109,English,261,6.6,1.85,515
Anna Boden,163,101,472,Jeremy Davies,943,6350058,Zoë Kravitz,It's Kind of a Funny Story ,106098,2786,Jim Gaffigan,3,based on novel|depression|psychiatric ward|suicide attempt|therapy,150,English,769,7.2,1.85,20000
Nigel Cole,163,113,594,Robbie Kay,5000,1094798,Bob Hoskins,Made in Dagenham ,11158,7692,Sally Hawkins,6,equal pay|machinist|minister|protest|sex,73,English,629,7.2,2.35,0
Anand Tucker,90,92,291,Jim Broadbent,14000,1071240,Colin Firth,When Did You Last See Your Father? ,3571,15848,Gina McKee,2,cancer|children|death|terminal cancer|time,34,English,1000,6.9,2.35,429
Steve James,23,106,200,Laurel Holloman,1000,532190,Kurtwood Smith,Prefontaine ,5673,1610,Amy Locane,2,long distance runner|olympics|oregon|runner|watching television,37,English,273,6.8,1.66,0
Michael Winner,17,98,249,Marina Sirtis,977,,Faye Dunaway,The Wicked Lady ,802,2413,John Gielgud,0,female nudity|highwayman|nell gwynne|nudity|whipping,15,English,649,4.0,1.85,79
Tomm Moore,118,75,4,Mick Lally,61,686383,Sean Lennon,The Secret of Kells ,22811,75,Evan McGuire,0,barbarian|fairy|forest|monastery|unfinished book,71,English,5,7.7,1.85,11000
John Carney,283,104,7,Karen Pittman,480,16168741,James Corden,Begin Again ,99430,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,182,English,12,7.4,1.85,43000
David Jacobson,74,108,710,Bruce Dern,2000,568695,Hunter Parrish,Down in the Valley ,16617,3921,Rory Culkin,2,beach|cowboy|cowboy hat|neo western|valley,110,English,844,6.5,2.35,412
Michael Corrente,41,99,209,Tony Devon,480,398420,Jerry Ferrara,Brooklyn Rules ,5049,1234,Alexa Havins,3,1980s|friend|friendship|loyalty|mafia,48,English,257,6.4,2.35,226
Edward Hall,17,180,844,Hayley Atwell,3000,,Rufus Sewell,Restless ,2098,6343,Charlotte Rampling,2,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,12,English,2000,7.2,16.0,434
Keith Gordon,66,109,1000,Robin Wright,21000,336456,Robert Downey Jr.,The Singing Detective ,7116,41645,Alfre Woodard,2,detective|detective novel|fantasy sequence|hallucination|writer,79,English,18000,5.6,1.85,494
David Leland,36,111,227,Catherine McCormack,735,146083,Anna Friel,The Land Girls ,1591,1378,Steven Mackintosh,3,dorset|farm|friend|love|women's land army,27,English,306,6.3,2.35,75
Andrew Currie,140,93,33,Henry Czerny,553,298110,Alexia Fast,Fido ,25055,786,Kesun Loder,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,98,English,177,6.8,2.35,0
Andrew Wilson,32,99,399,Eddie Griffin,8000,127144,Will Ferrell,The Wendell Baker Story ,5159,9608,Jacob Vargas,4,directorial debut|fantasy sequence|nurse|old age home|prison,27,English,489,5.5,2.35,143
Jonathan Lynn,68,98,405,Rupert Everett,10000,117190,Rupert Grint,Wild Target ,29994,11770,Geoff Bell,4,apprentice|assassin|hitman|kleptomaniac|thief,86,English,692,6.9,2.35,0
Marc Schölermann,79,95,448,Larry Drake,905,108662,John de Lancie,Pathology ,26849,3185,Johnny Whitworth,0,corpse|dark humor|medical school|murder|pathology,107,English,513,6.0,2.35,3000
,9,142,427,Jack O'Connell,27000,,Tom Hardy,Wuthering Heights             ,6053,29196,Kevin McNally,2,abuse|love|moor the landscape|revenge|tv mini series,33,English,698,7.7,,0
Robert Moresco,26,107,463,Brad Renfro,954,53481,Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,English,551,6.4,2.35,294
Thomas Vinterberg,100,102,488,Chris Owen,947,23106,Michael Angarano,Dear Wendy ,9003,2572,William Hootkins,0,gang|gun|loner|love|outcast,58,English,526,6.6,1.66,532
Claudia Llosa,56,97,47,Zen McGrath,144,52961,Ian Tracey,Aloft ,2103,326,William Shimell,1,,11,English,63,5.3,2.35,675
Katsuhiro Ôtomo,150,124,4,Takeshi Kusao,6,439162,Mitsuo Iwata,Akira ,106160,28,Tesshô Genda,0,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,430,Japanese,5,8.1,1.85,0
John Herzfeld,30,97,1000,Olivia Wilde,23000,,Paul Walker,The Death and Life of Bobby Z ,12078,37457,Jason Flemyng,2,drug lord|on the run|prison|vegan|vegetarian,31,English,10000,5.9,2.35,0
Charles Binamé,20,124,23,Roy Dupuis,413,,Stephen McHattie,The Rocket: The Legend of Rocket Richard ,4412,733,Julie LeBreton,0,fan|french canadian|hockey|hockey player|machinist,31,French,265,7.7,2.35,520
Keith Parmer,21,96,600,Josh Henderson,31000,,Rachel Ann Mullins,Swelter ,1965,33858,Grant Bowler,6,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,24,English,920,4.6,,438
Dennie Gordon,11,114,11,Ruby Lin,163,50000,Leehom Wang,My Lucky Star ,322,219,Jack Kao,2,,2,Chinese,20,5.1,2.35,81
Ol Parker,85,90,112,Ben Miles,186,671240,Celia Imrie,Imagine Me & You ,23023,619,Darren Boyd,0,florist|friend|friendship|lesbian|love,149,English,119,6.9,2.35,0
Bruce Beresford,5,104,189,Lucy Fry,502,,Mckenna Grace,Mr. Church ,63,1546,Natalie Coughlin,0,,5,English,206,8.0,2.35,205
François Ozon,160,102,15,Ludivine Sagnier,844,10105505,Charlotte Rampling,Swimming Pool ,35065,1389,Jean-Claude Lecas,0,luberon|mystery writer|night|publisher|swimming,288,English,521,6.8,1.85,0
James Nunn,25,93,376,Mark Wingett,1000,,Spencer Wilding,Green Street 3: Never Back Down ,3740,2284,Kacey Clarke,2,bare breasts|firm|hooliganism|training|west ham supporter,13,English,524,5.4,2.35,0
David Webb Peoples,21,90,26,Joan Chen,848,882290,Delroy Lindo,The Blood of Heroes ,4792,1526,Anna Katarina,2,battle|blood splatter|combat|game|showdown,43,English,643,6.5,1.33,999
Michael Winnick,15,106,391,Helena Mattsson,981,,Scott Takeda,Code of Honor ,662,2741,Craig Sheffer,0,gun|mayor|nightclub|police|vigilantism,14,English,505,4.2,,689
Bruce Beresford,61,99,325,Jessica Tandy,11000,106593296,Morgan Freeman,Driving Miss Daisy ,72324,12619,Patti LuPone,1,1950s|african american|jewish|old age|widow,134,English,509,7.4,1.85,3000
George Tillman Jr.,34,115,890,Mekhi Phifer,1000,43490057,Vanessa Williams,Soul Food ,5275,4737,Vivica A. Fox,6,1990s|family relationships|food in title|sister|unity,30,English,1000,6.9,1.85,508
Stanley Tong,62,89,36,Anita Mui,186,32333860,Françoise Yip,Rumble in the Bronx ,29843,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,81,Cantonese,147,6.7,2.35,0
David Oelhoffen,102,101,40,Reda Kateb,10000,,Viggo Mortensen,Far from Men ,4035,10218,Ángela Molina,0,algerian war|based on short story|hostage|teacher|title at the end,19,French,154,7.3,2.35,2000
Jason Reitman,239,92,88,Cameron Bright,24000,24792061,J.K. Simmons,Thank You for Smoking ,191998,25092,Todd Louiso,0,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,323,English,829,7.6,2.35,0
Eli Roth,252,94,658,Lauren German,1000,17544812,Jay Hernandez,Hostel: Part II ,69989,4707,Stanislav Ianevski,0,american|hostel|slovakia|torture|train,384,English,683,5.4,2.35,0
Lone Scherfig,278,100,221,Olivia Williams,3000,12574715,Dominic Cooper,An Education ,112138,4198,Ellie Kendrick,0,1960s|age difference|france|loss of virginity|oxford,237,English,766,7.3,2.35,12000
Anand Tucker,124,106,161,Bridgette Wilson-Sampras,827,10281585,Frances Conroy,Shopgirl ,21225,1871,Clyde Kusatsu,3,artist|depression|gloves|photography|slacker,268,English,545,6.4,2.35,1000
Tony Richardson,9,109,518,Beau Bridges,584,5100000,Joely Richardson,The Hotel New Hampshire ,6595,2024,Nastassja Kinski,0,football|hotel|teenage girl|terrorist|wien,61,English,552,6.0,1.85,345
Joe Carnahan,127,105,147,Chi McBride,673,10460089,Jason Patric,Narc ,34098,1442,Alan Van Sprang,1,blood splatter|cover up|murder|police shootout|undercover,214,English,466,7.2,1.85,1000
Paul Gross,9,102,280,Paul Gross,611,4239767,Molly Parker,Men with Brooms ,3709,1834,Kari Matchett,3,championship|coach|curling|marriage|rural setting,83,English,329,6.0,1.85,0
Charles Robert Carner,35,97,742,Jenny McCarthy,834,4131640,Ivana Milicevic,Witless Protection ,5463,4091,Richard Bull,2,fbi|polo|possum|sheriff|shotgun,20,English,749,3.1,1.85,140
Russell Holt,6,118,249,Brenda Strong,373,3347439,Eric Johnson,The Work and the Glory ,833,1233,Tiffany Dupont,1,1830s|baptism|intolerance|mormon church|sibling rivalry,33,English,266,6.9,,31
Mike Judge,192,92,968,Mila Kunis,24000,10814185,J.K. Simmons,Extract ,37530,41867,Clifton Collins Jr.,6,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,106,English,15000,6.2,1.85,0
Larry Charles,51,112,844,Cheech Marin,12000,533344,Jeff Bridges,Masked and Anonymous ,3972,15396,Bruce Dern,0,concert|jail|journalist|revolution|singer,95,English,844,5.5,1.85,655
Claude Miller,38,103,59,Edouard Baer,71,206400,Sandrine Kiberlain,Alias Betty ,1439,262,Roschdy Zem,0,child|criminal|death|depression|novelist,26,French,59,6.9,,26
Michael Winterbottom,133,93,158,Om Puri,631,197148,Samantha Morton,Code 46 ,18109,1176,Natalie Mendoza,0,genetics|i.d.|love|sphinx|totalitarian,150,English,163,6.3,2.35,0
Sacha Bennett,4,101,447,Jenny Agutter,5000,,Bob Hoskins,Outside Bet ,243,7206,Vincent Regan,3,,3,English,659,4.8,,223
Paul Haggis,287,115,911,Loretta Devine,3000,54557348,Don Cheadle,Crash ,361169,5732,Jennifer Esposito,0,race relations|racism|racist|social problem|stereotype,1624,English,912,7.9,2.35,18000
Rodrigo García,222,113,373,Michael McElhatton,3000,3014541,Mia Wasikowska,Albert Nobbs ,19616,4370,Mark Williams,3,19th century|hotel|painter|waiter|woman pretending to be a man,98,English,415,6.7,2.35,0
Jeta Amata,6,95,36,Nathin Butler,262,,Akon,Black November ,385,409,Razaaq Adoti,3,color in title|number in title|two word title,4,English,65,5.6,,389
Siddharth Anand,16,153,60,Mary Goggin,532,872643,Saif Ali Khan,Ta Ra Rum Pum ,2909,902,Vic Aviles,3,comeback|family relationships|marriage|new york|racer,37,Hindi,249,5.4,,108
Vincent Paronnaud,242,89,106,Gena Rowlands,963,4443403,Catherine Deneuve,Persepolis ,70194,1754,Danielle Darrieux,0,dream|girl|iran|islamic revolution|revolution,158,French,545,8.0,1.85,14000
Joe Dante,147,92,664,Teri Polo,844,,Bruce Dern,The Hole ,19157,4099,Haley Bennett,2,basement|family relationships|hole|no opening credits|slow motion scene,69,English,708,5.7,1.85,0
Dennis Gansel,93,107,93,Elyas M'Barek,287,,Max Riemelt,The Wave ,80639,635,Jennifer Ulrich,0,autocracy|based on real events|dictatorship|germany|teacher,96,German,150,7.6,2.35,25000
Nicolas Winding Refn,253,118,500,Bella Heathcote,18000,1330827,Keanu Reeves,The Neon Demon ,9866,19879,Charles Baker,2,beauty|cannibalism|fashion|lesbian|model,73,English,860,7.0,2.35,0
Daniel Barber,224,97,641,Jack O'Connell,788,1818681,Joseph Gilgun,Harry Brown ,74435,2486,Sean Harris,1,bayonet|death|police|self defense|widower,224,English,698,7.2,2.35,0
Sam Raimi,392,156,4000,James Franco,24000,336530303,J.K. Simmons,Spider-Man 3 ,383071,46055,Kirsten Dunst,0,sandman|spider man|symbiote|venom|villain,1902,English,11000,6.2,2.35,0
Robert Marcarelli,39,100,440,William Hootkins,488,12610552,George Coe,The Omega Code ,4682,2428,Ayla Kell,0,code|evil|false accusation|megalomaniac|torah,206,English,488,3.5,1.37,129
Jason Reitman,387,96,973,Jennifer Garner,24000,143492840,J.K. Simmons,Juno ,414335,28817,Rainn Wilson,0,adoption|baby|friend|pregnancy|school,881,English,3000,7.5,1.85,10000
Ernie Barbarash,36,104,96,Aki Aleong,294,,Darren Shahlavi,Pound of Flesh ,4099,835,Brahim Achabbakhe,0,fighting|hand to hand combat|jujitsu|kickboxing|organ,29,English,284,5.1,1.85,0
Guy Hamilton,120,120,175,Lois Maxwell,244,43800000,Desmond Llewelyn,Diamonds Are Forever ,74249,1105,Jill St. John,2,cat|diamond|ford mustang|james bond 007|yanked off bikini top,276,English,177,6.7,2.35,0
Francis Ford Coppola,208,175,3000,Marlon Brando,14000,134821952,Al Pacino,The Godfather ,1155770,28122,Robert Duvall,1,crime family|mafia|organized crime|patriarch|rise to power,2238,English,10000,9.2,1.85,43000
Adrian Lyne,51,95,92,Cynthia Rhodes,225,94900000,Michael Nouri,Flashdance ,35172,791,Lee Ving,0,ballet school|dance|dancer|overalls|steel worker,128,English,174,6.1,1.85,0
Marc Webb,331,95,11000,Chloë Grace Moretz,23000,32391374,Joseph Gordon-Levitt,500 Days of Summer ,376600,54075,Zooey Deschanel,43,friend|greeting card|office|summer|true love,494,English,17000,7.7,2.35,40000
Jane Campion,83,121,11,Ian Mune,1000,40158000,Holly Hunter,The Piano ,63931,1051,Geneviève Lemon,1,adultery|daughter|male rear nudity|new zealand|piano,241,English,18,7.6,1.85,0
Steven Soderbergh,324,110,11000,Alex Pettyfer,17000,113709992,Channing Tatum,Magic Mike ,108843,46646,Matthew McConaughey,1,bank|male nudity|male objectification|male stripper|stripper,281,English,15000,6.1,2.35,54000
Jonathan Liebesman,140,96,82,Emma Caulfield,1000,32131483,Sullivan Stapleton,Darkness Falls ,25870,2212,Angus Sampson,0,boy|darkness|light|tooth|tooth fairy,369,English,970,4.9,2.35,2000
