num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,aspect_ratio
167,122,300,341,Brooke Smith,579,Drama,The Namesake ,1637,Tabu,1,bengali|india|reference to gogol|train|train crash,117,English,USA,,2006,405,1.85
132,101,17,429,Romany Malco,35000,Comedy,The DUFF ,36892,Skyler Samuels,4,cartoon on tv|generation y|high school|overalls|strong female character,116,English,USA,8500000,2015,966,2.35
66,104,170,202,Max Beesley,736,Drama|Music|Romance,Glitter ,1854,Valarie Pettiford,1,cult film|disc jockey|female protagonist|music business|one word title,308,English,USA,22000000,2001,218,2.35
79,101,14,559,Cicely Tyson,1000,Drama|Horror|Mystery|Thriller,The Haunting in Connecticut 2: Ghosts of Georgia ,3164,Brad James,0,daughter|georgia|mother|slave|trailer,57,English,USA,9000000,2013,907,2.35
15,135,0,13,Sung-kee Ahn,28,Action|Drama,Silmido ,97,Kyung-gu Sol,0,based on book|based on true story|rape|title spoken by character,17,Korean,South Korea,8000000,2003,15,2.35
222,119,319,179,Paul Schneider,2000,Biography|Drama|Romance,Bright Star ,3279,Samuel Roukin,0,19th century|friend|john keats|passion|poet,110,English,UK,8500000,2009,552,1.85
210,128,160,81,Jimmy Shergill,8000,Adventure|Drama|Thriller,My Name Is Khan ,8532,Christopher B. Duncan,2,airport|asperger's syndrome|autism|muslim|racial profiling,235,Hindi,India,12000000,2010,327,2.35
60,107,71,304,Chris Penn,967,Drama|Music|Romance,Footloose ,1962,Lori Singer,0,church|cowboy boots|dancing|high school dance|teenager,113,English,USA,8200000,1984,455,1.85
346,106,78,,,0,Action|Adventure|Drama,All Is Lost ,0,,0,boat|container|sea|shipping container|storm,312,English,USA,9000000,2013,,2.35
46,126,407,39,Casey Siemaszko,638,Adventure|Drama|Thriller,Limbo ,823,Vanessa Martinez,0,alaska|island|motorboat|singer|wilderness,140,English,USA,8000000,1999,107,1.85
15,128,11,119,Clive Standen,3000,Comedy|Drama|Romance,Namastey London ,4004,Riteish Deshmukh,2,india|london england|marriage|stereotype|sugarcane,47,Hindi,India,,2007,687,
169,127,644,6,Orla Fitzgerald,97,Drama|War,The Wind That Shakes the Barley ,128,Martin Lucey,1,civil war|colonialism|hatred|independence|rural ireland,222,English,Ireland,,2006,8,1.85
25,160,0,417,Madhuri Dixit,964,Comedy|Drama|Musical|Romance,Yeh Jawaani Hai Deewani ,2350,Aditya Roy Kapoor,2,jealousy|jumping into sea|love|swimming pool|wet clothes,102,Hindi,India,,2013,551,
81,126,80,225,William Zabka,668,Action|Drama|Family|Sport,The Karate Kid ,2004,William Bassett,0,apartment|bully|fight|karate|master,235,English,USA,8000000,1984,641,1.85
54,171,54,346,Deborah Kerr,440,Biography|Drama|History|Romance,Quo Vadis ,1373,Robert Taylor,0,christian|emperor|general|hostage|nero,90,English,USA,7623000,1951,426,1.37
147,150,163,636,Paris Hilton,2000,Horror|Musical|Sci-Fi,Repo! The Genetic Opera ,4168,Paul Sorvino,1,future|murder|opera|repossession|surgery,259,English,USA,8500000,2008,716,1.85
16,122,11,173,Bergüzar Korel,205,Action|Adventure,Valley of the Wolves: Iraq ,808,Ghassan Massoud,3,abu ghraib|bomb|christian|explosion|iraq,159,Arabic,Turkey,8300000,2006,197,1.85
215,178,16000,857,Eric Stoltz,13000,Crime|Drama,Pulp Fiction ,16557,Phil LaMarr,1,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,2195,English,USA,8000000,1994,902,2.35
63,95,21,842,Jim Henson,1000,Adventure|Comedy|Family|Musical,The Muppet Movie ,5673,Dom DeLuise,0,friend|frog leg|on the road|restaurant|the muppets,92,English,UK,,1979,985,1.85
534,117,66,85,Michael Papajohn,15000,Crime|Drama|Thriller,Nightcrawler ,15554,James Huang,1,employer employee relationship|ethics|journalism|sociopath|tv news,552,English,USA,8500000,2014,241,2.35
66,119,422,422,Lindsay Price,861,Comedy|Horror|Thriller,Club Dread ,3306,Jay Chandrasekhar,2,beach|island|party|resort|serial killer,201,English,USA,8550000,2004,499,2.35
119,174,338,195,Angela Cartwright,354,Biography|Drama|Family|Musical|Romance,The Sound of Music ,1495,Nicholas Hammond,3,austria|children|governess|love|orchestral music score,406,English,USA,8200000,1965,209,2.35
43,111,2000,51,Howard Morris,15000,Comedy|Fantasy|Romance,Splash ,15361,Patrick Cronin,2,cmnf|cmnf scene|mermaid|new york city|public nudity,99,English,USA,8000000,1984,161,1.85
270,101,36,27,Steven Christopher Parker,7000,Comedy|Drama,Little Miss Sunshine ,7227,Jill Talley,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,889,English,USA,8000000,2006,150,2.35
99,89,0,107,Frances Lee McCain,217,Adventure|Drama,Stand by Me ,644,Casey Siemaszko,2,friendship|summertime|treehouse|walking on train tracks|woods,584,English,USA,8000000,1986,107,1.85
224,113,0,27,Megan Burns,133,Drama|Horror|Sci-Fi|Thriller,28 Days Later... ,241,David Schneider,0,laboratory|london england|military|virus|zombie apocalypse,1441,English,UK,8000000,2002,32,1.85
58,95,548,360,Marques Houston,389,Drama|Music,You Got Served ,1792,Steve Harvey,0,competition|dance contest|friend|money|street dancing,247,English,USA,8000000,2004,363,1.85
53,112,152,459,Patrick McGoohan,16000,Biography|Crime|Drama,Escape from Alcatraz ,17568,Fred Ward,0,alcatraz|escape|inmate|island|prison,142,English,USA,8000000,1979,466,1.85
37,109,44,458,Sanaa Lathan,1000,Comedy|Drama|Music|Romance,Brown Sugar ,3199,Wendell Pierce,1,basketball|hip hop|rap music|record company|writer,60,English,USA,8000000,2002,886,1.85
11,108,0,388,Lynn Whitfield,585,Comedy|Crime|Drama|Romance|Thriller,A Thin Line Between Love and Hate ,3023,Della Reese,2,african american|dating|independent film|irreverence|revenge,14,English,USA,8000000,1996,434,2.35
327,100,129,3000,Anna Kendrick,23000,Comedy|Drama|Romance,50/50 ,39807,Bryce Dallas Howard,2,best friend|cancer|survival rate|therapist|vomiting,378,English,USA,8000000,2011,10000,1.85
135,90,5,297,David Denman,449,Horror|Mystery|Thriller,Shutter ,1534,Daisy Betts,1,car accident|japan|newlywed|photograph|photographer,148,English,USA,8000000,2008,332,1.85
127,130,0,602,Hal Holbrook,875,Comedy|Fantasy|Horror,Creepshow ,2662,Adrienne Barbeau,0,anthology|child abuse|critically acclaimed|death|grindhouse,211,English,USA,8000000,1982,826,1.85
164,94,19,117,Lola Glaudini,363,Comedy|Romance,That Awkward Moment ,1024,Josh Pais,3,dating|divorce|father daughter relationship|mother daughter relationship|party,100,English,USA,8000000,2014,342,2.35
14,93,2,213,Dabney Coleman,484,Comedy|Fantasy|Sci-Fi,Modern Problems ,1455,Mary Kay Place,1,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,48,English,USA,8000000,1981,345,1.85
6,80,2,102,Natalie Stephany Aguilar,861,Adventure,Kicks ,1279,Justin Hall,,,6,English,USA,,2016,163,
41,111,0,591,Denzel Washington,18000,Comedy|Drama|Romance,Much Ado About Nothing ,37645,Brian Blessed,0,16th century|bachelor|dishonor|masquerade party|wedding,165,English,UK,8000000,1993,18000,1.85
143,142,13,244,George Lazenby,803,Action|Adventure|Thriller,On Her Majesty's Secret Service ,1769,Desmond Llewelyn,2,bond girl|british|mission|portugal|switzerland,452,English,UK,7000000,1969,314,2.35
9,60,,460,Philip Winchester,666,Action|Crime|Drama|Thriller,The Player             ,4043,Jeff Marlow,2,bet|friend|pit boss|secret|surveillance,25,English,USA,,,579,16.0
109,107,0,112,Heather Langenkamp,969,Fantasy|Horror|Mystery|Thriller,New Nightmare ,1775,Tracy Middendorf,0,earthquake|elm street|freddy krueger|nightmare|sleep,271,English,USA,8000000,1994,449,1.85
59,91,13,292,Mark Webber,452,Comedy|Drama|Romance,Drive Me Crazy ,1760,Keri Lynn Pratt,2,centennial|girl|next door neighbor|prom|school,147,English,USA,8000000,1999,442,1.85
95,112,3,268,Sean Michael Afable,876,Drama,Akeelah and the Bee ,2832,Tzi Ma,0,national spelling bee|principal|school principal|spelling|spelling bee,172,English,USA,,2006,801,2.35
40,82,33,475,Harland Williams,744,Comedy|Crime,Half Baked ,2400,Clarence Williams III,0,bail|diabetic|friend|jail|pharmaceutical lab,164,English,USA,8000000,1998,503,1.85
121,97,3,631,Frances Conroy,24000,Comedy|Romance,New in Town ,25792,Harry Connick Jr.,1,love|manufacturing|minnesota|plant|small town,78,English,USA,8000000,2009,827,1.85
358,128,79,414,Amr Waked,13000,Drama|Thriller,Syriana ,14747,Kayvan Novak,0,cia|hezbollah|lebanon|oil|prince,625,English,USA,50000000,2005,903,2.35
288,102,126,517,Justin Theroux,23000,Crime|Drama,American Psycho ,25462,Samantha Mathis,1,1980s|business card|male rear nudity|materialism|narcissism,1061,English,USA,7000000,2000,1000,2.35
107,93,44,596,Zooey Deschanel,15000,Drama|Romance,The Good Girl ,27646,Tim Blake Nelson,3,dysfunctional marriage|marijuana|small town|store|trying to conceive,298,English,USA,5000000,2002,11000,1.85
28,116,31,50,Richard Howland,539,Action|Comedy|Crime|Thriller,Bon Cop Bad Cop ,895,Sarain Boylan,2,border|hockey|killer|police|tattoo,90,English,Canada,8000000,2006,290,2.35
91,138,78,968,Julie Benz,12000,Action|Crime|Thriller,The Boondock Saints II: All Saints Day ,17524,Clifton Collins Jr.,0,final showdown|ireland|justice|priest|sheep,188,English,USA,8000000,2009,3000,2.35
55,117,133,86,Omar Metwally,471,Drama|Romance,The City of Your Final Destination ,858,Diego Velazquez,1,child|student|university|widow|writer,25,English,USA,8300000,2009,277,1.85
231,93,132,216,Ben Falcone,434,Comedy|Drama|Romance,Enough Said ,1183,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,142,English,USA,8000000,2013,265,1.85
262,92,87,424,Dan Byrd,15000,Comedy|Romance,Easy A ,16982,Fred Armisen,1,gay|gay interest|high school|school|student,264,English,USA,8000000,2010,1000,1.85
7,110,10,582,Joe Morton,851,Comedy|Drama|Romance,The Inkwell ,3293,Larenz Tate,0,fire|marriage|martha's vineyard|teenager|vacation,11,English,USA,,1994,780,1.85
196,92,54,306,Udo Kier,776,Drama|Horror,Shadow of the Vampire ,1761,Catherine McCormack,1,actor|breasts|film actress|nosferatu|vampire,339,English,UK,8000000,2000,595,2.35
83,104,18,741,Thomas McDonell,1000,Comedy|Drama,Prom ,5190,Aimee Teegarden,0,decoration|father daughter relationship|high school|prom|teenager,32,English,USA,8000000,2011,962,1.85
18,98,198,636,Michael Rapaport,1000,Comedy|Romance,The Pallbearer ,3502,Carol Kane,2,bachelor party|directorial debut|funeral|pallbearer|wedding,55,English,USA,8000000,1996,975,1.85
11,89,15,660,Nia Long,883,Comedy,Held Up ,3291,Jake Busey,2,hold up|hostage|stockholm syndrome|swat team|vegetarian,34,English,USA,8000000,1999,826,1.85
72,92,26,417,John de Lancie,1000,Comedy|Fantasy|Romance,Woman on Top ,2687,Mark Feuerstein,0,cross dresser|food|friend|motion sickness|restaurant,86,English,USA,8000000,2000,905,2.35
51,140,133,136,Vanessa Redgrave,12000,Drama|Romance,Howards End ,13180,Samuel West,3,england|friendship|prejudice|upper class|working class,86,English,UK,,1992,898,2.35
18,60,,648,Joseph Gilgun,3000,Adventure|Drama|Fantasy|Mystery,Preacher             ,6034,Ruth Negga,0,heaven and hell|preacher|supernatural|vampire|vertigo comics,85,English,,,,788,16.0
328,90,26,0,Tom Noonan,1000,Animation|Comedy|Drama|Romance,Anomalisa ,1442,David Thewlis,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,140,English,USA,8000000,2015,442,2.35
248,129,608,386,Imelda Staunton,1000,Comedy|Drama,Another Year ,2265,Phil Davis,0,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,141,English,UK,10000000,2010,579,2.35
128,111,341,569,Isabelle Huppert,963,Comedy|Crime|Musical|Romance,8 Women ,3543,Emmanuelle Béart,1,cook|industrialist|secret|snowstorm|suspect,162,French,France,8000000,2002,678,1.85
45,79,73,112,Tia Carrere,1000,Action|Comedy|Crime|Thriller,Showdown in Little Tokyo ,2404,Vernee Watson,2,bare chested male|detective|electric torture|japanese american|yakuza,102,English,USA,8000000,1991,1000,1.85
49,104,71,168,Vince Vieluf,1000,Comedy|Crime,Clay Pigeons ,1795,Kevin Rahm,1,breasts|serial killer|small town|vomiting|widow,109,English,Germany,8000000,1998,261,1.85
163,101,16,472,Jeremy Davies,943,Comedy|Drama|Romance,It's Kind of a Funny Story ,2786,Jim Gaffigan,3,based on novel|depression|psychiatric ward|suicide attempt|therapy,150,English,USA,8000000,2010,769,1.85
163,113,13,594,Robbie Kay,5000,Biography|Comedy|Drama|History,Made in Dagenham ,7692,Sally Hawkins,6,equal pay|machinist|minister|protest|sex,73,English,UK,7200000,2010,629,2.35
90,92,14,291,Jim Broadbent,14000,Biography|Drama,When Did You Last See Your Father? ,15848,Gina McKee,2,cancer|children|death|terminal cancer|time,34,English,UK,8000000,2007,1000,2.35
23,106,23,200,Laurel Holloman,1000,Biography|Drama|Romance|Sport,Prefontaine ,1610,Amy Locane,2,long distance runner|olympics|oregon|runner|watching television,37,English,USA,8000000,1997,273,1.66
17,98,136,249,Marina Sirtis,977,Adventure|Drama,The Wicked Lady ,2413,John Gielgud,0,female nudity|highwayman|nell gwynne|nudity|whipping,15,English,UK,8000000,1983,649,1.85
118,75,45,4,Mick Lally,61,Adventure|Animation|Family|Fantasy,The Secret of Kells ,75,Evan McGuire,0,barbarian|fairy|forest|monastery|unfinished book,71,English,France,6500000,2009,5,1.85
283,104,109,7,Karen Pittman,480,Drama|Music,Begin Again ,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,182,English,USA,8000000,2013,12,1.85
74,108,12,710,Bruce Dern,2000,Drama|Romance|Thriller,Down in the Valley ,3921,Rory Culkin,2,beach|cowboy|cowboy hat|neo western|valley,110,English,USA,8000000,2005,844,2.35
41,99,30,209,Tony Devon,480,Crime|Drama,Brooklyn Rules ,1234,Alexa Havins,3,1980s|friend|friendship|loyalty|mafia,48,English,USA,8000000,2007,257,2.35
17,180,0,844,Hayley Atwell,3000,Drama|Romance,Restless ,6343,Charlotte Rampling,2,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,12,English,UK,,2012,2000,16.0
66,109,200,1000,Robin Wright,21000,Comedy|Crime|Musical|Mystery,The Singing Detective ,41645,Alfre Woodard,2,detective|detective novel|fantasy sequence|hallucination|writer,79,English,USA,8000000,2003,18000,1.85
36,111,2,227,Catherine McCormack,735,Drama|Romance|War,The Land Girls ,1378,Steven Mackintosh,3,dorset|farm|friend|love|women's land army,27,English,UK,,1998,306,2.35
140,93,8,33,Henry Czerny,553,Comedy|Drama|Horror|Sci-Fi,Fido ,786,Kesun Loder,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,98,English,Canada,8000000,2006,177,2.35
32,99,387,399,Eddie Griffin,8000,Comedy|Drama|Romance,The Wendell Baker Story ,9608,Jacob Vargas,4,directorial debut|fantasy sequence|nurse|old age home|prison,27,English,USA,8000000,2005,489,2.35
68,98,36,405,Rupert Everett,10000,Action|Comedy|Crime,Wild Target ,11770,Geoff Bell,4,apprentice|assassin|hitman|kleptomaniac|thief,86,English,UK,8000000,2010,692,2.35
79,95,3,448,Larry Drake,905,Crime|Horror|Thriller,Pathology ,3185,Johnny Whitworth,0,corpse|dark humor|medical school|murder|pathology,107,English,USA,8000000,2008,513,2.35
9,142,,427,Jack O'Connell,27000,Drama|Romance,Wuthering Heights             ,29196,Kevin McNally,2,abuse|love|moor the landscape|revenge|tv mini series,33,English,UK,,,698,
26,107,53,463,Brad Renfro,954,Crime|Drama|Thriller,10th & Wolf ,2512,Dash Mihok,5,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,English,USA,8000000,2006,551,2.35
100,102,346,488,Chris Owen,947,Comedy|Crime|Drama|Romance,Dear Wendy ,2572,William Hootkins,0,gang|gun|loner|love|outcast,58,English,Italy,50000000,2004,526,1.66
56,97,43,47,Zen McGrath,144,Drama,Aloft ,326,William Shimell,1,,11,English,Spain,8000000,2014,63,2.35
150,124,78,4,Takeshi Kusao,6,Action|Animation|Sci-Fi,Akira ,28,Tesshô Genda,0,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,430,Japanese,Japan,1100000000,1988,5,1.85
30,97,17,1000,Olivia Wilde,23000,Action|Crime|Thriller,The Death and Life of Bobby Z ,37457,Jason Flemyng,2,drug lord|on the run|prison|vegan|vegetarian,31,English,USA,22000000,2007,10000,2.35
20,124,2,23,Roy Dupuis,413,Biography|Drama|Sport,The Rocket: The Legend of Rocket Richard ,733,Julie LeBreton,0,fan|french canadian|hockey|hockey player|machinist,31,French,Canada,8000000,2005,265,2.35
21,96,2,600,Josh Henderson,31000,Action|Crime|Drama|Thriller,Swelter ,33858,Grant Bowler,6,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,24,English,USA,8000000,2014,920,
11,114,29,11,Ruby Lin,163,Action|Adventure|Comedy|Romance,My Lucky Star ,219,Jack Kao,2,,2,Chinese,China,,2013,20,2.35
85,90,21,112,Ben Miles,186,Comedy|Drama|Romance,Imagine Me & You ,619,Darren Boyd,0,florist|friend|friendship|lesbian|love,149,English,UK,7900000,2005,119,2.35
5,104,78,189,Lucy Fry,502,Drama,Mr. Church ,1546,Natalie Coughlin,0,,5,English,USA,8000000,2016,206,2.35
160,102,341,15,Ludivine Sagnier,844,Crime|Drama|Mystery|Thriller,Swimming Pool ,1389,Jean-Claude Lecas,0,luberon|mystery writer|night|publisher|swimming,288,English,France,,2003,521,1.85
25,93,16,376,Mark Wingett,1000,Action|Drama,Green Street 3: Never Back Down ,2284,Kacey Clarke,2,bare breasts|firm|hooliganism|training|west ham supporter,13,English,UK,,2013,524,2.35
21,90,73,26,Joan Chen,848,Action|Sci-Fi|Sport,The Blood of Heroes ,1526,Anna Katarina,2,battle|blood splatter|combat|game|showdown,43,English,Australia,10000000,1989,643,1.33
15,106,155,391,Helena Mattsson,981,Action,Code of Honor ,2741,Craig Sheffer,0,gun|mayor|nightclub|police|vigilantism,14,English,USA,8000000,2016,505,
61,99,78,325,Jessica Tandy,11000,Comedy|Drama|Family,Driving Miss Daisy ,12619,Patti LuPone,1,1950s|african american|jewish|old age|widow,134,English,USA,7500000,1989,509,1.85
34,115,88,890,Mekhi Phifer,1000,Comedy|Drama,Soul Food ,4737,Vivica A. Fox,6,1990s|family relationships|food in title|sister|unity,30,English,USA,7500000,1997,1000,1.85
62,89,7,36,Anita Mui,186,Action|Comedy,Rumble in the Bronx ,407,Garvin Cross,1,fight|gang|greed|street gang|wedding,81,Cantonese,Hong Kong,7500000,1995,147,2.35
102,101,2,40,Reda Kateb,10000,Drama|War|Western,Far from Men ,10218,Ángela Molina,0,algerian war|based on short story|hostage|teacher|title at the end,19,French,France,7700000,2014,154,2.35
239,92,655,88,Cameron Bright,24000,Comedy|Drama,Thank You for Smoking ,25092,Todd Louiso,0,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,323,English,USA,6500000,2005,829,2.35
252,94,0,658,Lauren German,1000,Horror,Hostel: Part II ,4707,Stanislav Ianevski,0,american|hostel|slovakia|torture|train,384,English,USA,10000000,2007,683,2.35
278,100,92,221,Olivia Williams,3000,Drama,An Education ,4198,Ellie Kendrick,0,1960s|age difference|france|loss of virginity|oxford,237,English,UK,4500000,2009,766,2.35
124,106,14,161,Bridgette Wilson-Sampras,827,Drama|Romance,Shopgirl ,1871,Clyde Kusatsu,3,artist|depression|gloves|photography|slacker,268,English,USA,,2005,545,2.35
9,109,62,518,Beau Bridges,584,Comedy|Drama|Romance,The Hotel New Hampshire ,2024,Nastassja Kinski,0,football|hotel|teenage girl|terrorist|wien,61,English,UK,7500000,1984,552,1.85
127,105,248,147,Chi McBride,673,Crime|Drama|Mystery|Thriller,Narc ,1442,Alan Van Sprang,1,blood splatter|cover up|murder|police shootout|undercover,214,English,USA,7500000,2002,466,1.85
9,102,329,280,Paul Gross,611,Comedy|Drama|Romance|Sport,Men with Brooms ,1834,Kari Matchett,3,championship|coach|curling|marriage|rural setting,83,English,Canada,7500000,2002,329,1.85
35,97,18,742,Jenny McCarthy,834,Comedy|Crime,Witless Protection ,4091,Richard Bull,2,fbi|polo|possum|sheriff|shotgun,20,English,USA,7500000,2008,749,1.85
6,118,0,249,Brenda Strong,373,Drama|Romance,The Work and the Glory ,1233,Tiffany Dupont,1,1830s|baptism|intolerance|mormon church|sibling rivalry,33,English,USA,7500000,2004,266,
192,92,406,968,Mila Kunis,24000,Comedy|Crime|Romance,Extract ,41867,Clifton Collins Jr.,6,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,106,English,USA,8000000,2009,15000,1.85
51,112,119,844,Cheech Marin,12000,Comedy|Drama|Music,Masked and Anonymous ,15396,Bruce Dern,0,concert|jail|journalist|revolution|singer,95,English,USA,,2003,844,1.85
38,103,27,59,Edouard Baer,71,Comedy|Crime|Drama|Romance|Thriller,Alias Betty ,262,Roschdy Zem,0,child|criminal|death|depression|novelist,26,French,France,50000000,2001,59,
133,93,187,158,Om Puri,631,Drama|Romance|Sci-Fi|Thriller,Code 46 ,1176,Natalie Mendoza,0,genetics|i.d.|love|sphinx|totalitarian,150,English,UK,7500000,2003,163,2.35
4,101,22,447,Jenny Agutter,5000,Comedy,Outside Bet ,7206,Vincent Regan,3,,3,English,UK,7500000,2012,659,
287,115,549,911,Loretta Devine,3000,Crime|Drama|Thriller,Crash ,5732,Jennifer Esposito,0,race relations|racism|racist|social problem|stereotype,1624,English,Germany,6500000,2004,912,2.35
222,113,127,373,Michael McElhatton,3000,Drama,Albert Nobbs ,4370,Mark Williams,3,19th century|hotel|painter|waiter|woman pretending to be a man,98,English,UK,8000000,2011,415,2.35
6,95,20,36,Nathin Butler,262,Action|Crime|Drama|Thriller,Black November ,409,Razaaq Adoti,3,color in title|number in title|two word title,4,English,Nigeria,7500000,2012,65,
16,153,5,60,Mary Goggin,532,Comedy|Family|Romance,Ta Ra Rum Pum ,902,Vic Aviles,3,comeback|family relationships|marriage|new york|racer,37,Hindi,USA,6000000,2007,249,
242,89,10,106,Gena Rowlands,963,Animation|Biography|Drama|War,Persepolis ,1754,Danielle Darrieux,0,dream|girl|iran|islamic revolution|revolution,158,French,France,7300000,2007,545,1.85
147,92,287,664,Teri Polo,844,Adventure|Fantasy|Thriller,The Hole ,4099,Haley Bennett,2,basement|family relationships|hole|no opening credits|slow motion scene,69,English,USA,12000000,2009,708,1.85
93,107,23,93,Elyas M'Barek,287,Drama|Thriller,The Wave ,635,Jennifer Ulrich,0,autocracy|based on real events|dictatorship|germany|teacher,96,German,Germany,5000000,2008,150,2.35
253,118,0,500,Bella Heathcote,18000,Horror|Thriller,The Neon Demon ,19879,Charles Baker,2,beauty|cannibalism|fashion|lesbian|model,73,English,France,7000000,2016,860,2.35
224,97,12,641,Jack O'Connell,788,Action|Crime|Drama|Thriller,Harry Brown ,2486,Sean Harris,1,bayonet|death|police|self defense|widower,224,English,UK,7300000,2009,698,2.35
392,156,0,4000,James Franco,24000,Action|Adventure|Romance,Spider-Man 3 ,46055,Kirsten Dunst,0,sandman|spider man|symbiote|venom|villain,1902,English,USA,258000000,2007,11000,2.35
39,100,0,440,William Hootkins,488,Action|Adventure|Fantasy|Sci-Fi|Thriller,The Omega Code ,2428,Ayla Kell,0,code|evil|false accusation|megalomaniac|torah,206,English,USA,7500000,1999,488,1.37
387,96,655,973,Jennifer Garner,24000,Comedy|Drama|Romance,Juno ,28817,Rainn Wilson,0,adoption|baby|friend|pregnancy|school,881,English,USA,7500000,2007,3000,1.85
36,104,249,96,Aki Aleong,294,Action|Thriller,Pound of Flesh ,835,Brahim Achabbakhe,0,fighting|hand to hand combat|jujitsu|kickboxing|organ,29,English,Canada,7500000,2015,284,1.85
120,120,82,175,Lois Maxwell,244,Action|Adventure|Thriller,Diamonds Are Forever ,1105,Jill St. John,2,cat|diamond|ford mustang|james bond 007|yanked off bikini top,276,English,UK,7200000,1971,177,2.35
208,175,0,3000,Marlon Brando,14000,Crime|Drama,The Godfather ,28122,Robert Duvall,1,crime family|mafia|organized crime|patriarch|rise to power,2238,English,USA,6000000,1972,10000,1.85
51,95,213,92,Cynthia Rhodes,225,Drama|Music|Romance,Flashdance ,791,Lee Ving,0,ballet school|dance|dancer|overalls|steel worker,128,English,USA,4000000,1983,174,1.85
331,95,464,11000,Chloë Grace Moretz,23000,Comedy|Drama|Romance,500 Days of Summer ,54075,Zooey Deschanel,43,friend|greeting card|office|summer|true love,494,English,USA,7500000,2009,17000,2.35
83,121,319,11,Ian Mune,1000,Drama|Music|Romance,The Piano ,1051,Geneviève Lemon,1,adultery|daughter|male rear nudity|new zealand|piano,241,English,New Zealand,7000000,1993,18,1.85
324,110,0,11000,Alex Pettyfer,17000,Comedy|Drama,Magic Mike ,46646,Matthew McConaughey,1,bank|male nudity|male objectification|male stripper|stripper,281,English,USA,7000000,2012,15000,2.35
140,96,474,82,Emma Caulfield,1000,Horror|Mystery|Thriller,Darkness Falls ,2212,Angus Sampson,0,boy|darkness|light|tooth|tooth fairy,369,English,USA,11000000,2003,970,2.35
136,121,82,189,Geoffrey Holder,581,Action|Adventure|Thriller,Live and Let Die ,1865,Clifton James,3,british|cards|heroin|murder|tarot card,251,English,UK,7000000,1973,547,1.66
79,95,13,430,Frankie Muniz,1000,Drama|Family|Sport,My Dog Skip ,2515,Cody Linley,0,1940s|dog|mississippi|puppy|veteran,149,English,USA,5000000,2000,934,1.37
160,112,20,61,Sakina Jaffrey,16000,Comedy|Drama|Romance,"Definitely, Maybe ",16289,Paulina Gerzon,5,college|daughter|girl|sex|wisconsin,168,English,Germany,,2008,109,2.35
52,112,70,826,Loretta Devine,1000,Comedy|Drama,Jumping the Broom ,5959,Laz Alonso,8,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,59,English,USA,6600000,2011,912,1.85
490,143,1000,76,Elizabeth Debicki,29000,Drama|Romance,The Great Gatsby ,29769,Steve Bisley,4,ingratitude|mansion|party|title appears in writing|tragedy,753,English,Australia,105000000,2013,509,2.35
351,93,0,566,Tate Donovan,21000,Biography|Drama|History,"Good Night, and Good Luck. ",22745,Alex Borstein,0,cbs|expose|fear|paranoia|reporter,526,English,USA,7500000,2005,650,1.85
271,110,152,27,Michael J. Burg,22000,Biography|Crime|Drama,Capote ,22140,Kwesi Ameyaw,1,book|holcomb kansas|kansas|killer|truman capote,416,English,Canada,7000000,2005,68,2.35
93,104,0,4000,Steve Buscemi,16000,Action|Crime|Thriller,Desperado ,33758,Salma Hayek,0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,English,USA,7000000,1995,12000,1.85
71,115,187,887,Sarah Polley,14000,Drama|Romance|Western,The Claim ,17104,Shirley Henderson,4,gold|gold mine|miner|railroad|surveyor,92,English,UK,20000000,2000,900,2.35
54,53,,1000,Adam Goldberg,4000,Crime|Drama|Thriller,Fargo             ,19949,Oliver Platt,0,anthology|death|insurance salesman|minnesota|police officer,173,English,USA,,,1000,1.78
112,119,23,440,Jenny Agutter,1000,Action|Adventure|Sci-Fi,Logan's Run ,2951,Peter Ustinov,1,cat|computer|cult film|runner|sanctuary,242,English,USA,9000000,1976,659,2.35
118,125,82,244,Hervé Villechaize,16000,Action|Adventure|Thriller,The Man with the Golden Gun ,17611,Desmond Llewelyn,3,assassin|bikini|girl in a bikini|mission|secret agent,258,English,UK,13000000,1974,387,1.66
