director_name,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,language,actor_2_facebook_likes,imdb_score,aspect_ratio
Lucile Hadzihalilovic,8,23,979,54,0,boy|giving birth|nurse|sea|ultrasonography,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,French,21,6.4,2.35
Lee Tamahori,904,12000,55913,14831,2,bear|billionaire|crash|survival tactics|wilderness,http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,English,1000,6.9,2.35
Jonathan Mostow,1000,13000,151424,18132,5,android|fbi agent|future|murder|robot,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,English,1000,6.3,2.35
Roger Donaldson,183,981,45231,1825,1,blockade|crisis|cuba|missile|president,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,English,274,7.3,1.85
Rob Cohen,366,13000,53132,25126,0,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,English,10000,5.8,1.85
Barry Cook,210,882,8913,1971,0,brother|dinosaur|head butt|hero|orphan,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,English,396,5.2,2.35
Roger Christian,41,743,65464,971,0,alien|bad acting|pulp fiction|resistance fighter|voyager golden record,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,English,117,2.4,2.35
Joe Dante,695,3000,24183,5593,4,diamond|duck|monkey|spy|stuntman,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,English,739,5.7,2.35
Rob Marshall,30,529,37446,619,4,based on stage musical based on film|child abuse|film director|italian|mistress,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,English,48,5.8,2.35
Richard Donner,982,23000,53057,43887,0,castle|france|professor|student|time machine,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,English,18000,5.6,2.35
Kevin Costner,582,766,56403,4346,1,drifter|escape|hope|postman|usa,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,English,674,6.0,2.35
George Miller,231,1000,24868,2521,0,animal|farm|farmer|hotel|pig,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,English,971,5.8,1.85
Breck Eisner,612,14000,58752,16922,0,box office flop|burned to death|magic|witch|witch hunter,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,English,788,6.0,2.35
Antony Hoffman,0,2,47612,2,1,astronaut|mars|robot|robot as menace|survival,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,English,0,5.7,2.35
Luc Besson,14,563,25843,683,0,boy|debt|garden|princess|treasure,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,English,80,6.0,2.35
Jacques Perrin,7,67,7630,152,0,damselfish|ocean habitat|ocean life|razorfish|spider crab,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,French,63,7.8,2.35
Peter Hyams,212,1000,16474,1890,0,butterfly|hunter|time|time travel|wave,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,English,307,4.2,2.35
Paul W.S. Anderson,74,795,84508,1099,0,arena|lava bomb|mount vesuvius|pompeii|slave,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,English,172,5.6,2.35
Andrés Couturier,20,163,230,370,0,,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1,Spanish,94,4.4,
Ron Howard,535,1000,610568,2827,0,conspiracy|cryptography|mathematician|mental illness|nobel prize,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,English,592,8.2,1.85
Roger Allers,847,2000,644348,6458,0,king|prince|scar|uncle|unnecessary guilt,http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1,English,886,8.5,1.66
Brad Peyton,722,14000,67296,27842,3,gold|hurricane|island|mountain|mysterious island,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,English,12000,5.8,1.85
Cody Cameron,18,622,64387,848,0,food|inventor|island|orangutan|scientist,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,English,161,6.5,2.35
Brett Ratner,876,22000,204063,35867,0,criminal profile|fbi agent|madman|tabloid reporter|tragic villain,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,English,12000,7.2,2.35
Joe Johnston,1000,24000,67856,36925,1,arab|cowboy|horse|race|sheik,http://www.imdb.com/title/tt0317648/?ref_=fn_tt_tt_1,English,10000,6.7,2.35
Dennis Dugan,553,14000,60370,27405,2,advertising|advertising executive|commercial|protective male|twins,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,English,11000,3.4,1.85
John Singleton,771,23000,191912,25296,5,bust|racing|shotgun|street racing|undercover agent,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,English,787,5.9,2.35
Mark Osborne,6000,12000,28276,30230,1,aviator|based on book|girl|little girl|the little prince,http://www.imdb.com/title/tt1754656/?ref_=fn_tt_tt_1,English,11000,7.8,2.35
Oliver Hirschbiegel,327,1000,65037,2323,2,alien|epidemic|psychiatrist|space shuttle|virus,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,English,422,5.9,1.85
Des McAnuff,924,22000,16611,28050,0,deforestation|fbi|lighthouse|moose|squirrel,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,English,1000,4.1,1.85
Yarrow Cheney,745,1000,24407,4782,0,animal control|lost animal|mongrel|pet|terrier,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,English,904,6.8,1.85
Stephen Norrington,845,1000,141533,4714,3,box office flop|captain nemo|dorian gray|invisible man|steampunk,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,English,872,5.8,2.35
Pierre Coffin,1000,7000,286877,11905,0,dating|minion|overprotective father|undercover spy|woman agent,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,English,2000,7.5,1.85
Roland Emmerich,933,10000,430055,16785,0,alien|area 51|military|spacecraft|spaceship,http://www.imdb.com/title/tt0116629/?ref_=fn_tt_tt_1,English,2000,6.9,2.35
Steven Spielberg,227,610,278362,1635,0,capture|dinosaur|island|jurassic|jurassic park,http://www.imdb.com/title/tt0119567/?ref_=fn_tt_tt_1,English,506,6.5,1.85
Eric Darnell,179,851,266636,1777,0,escape|jungle|lemur|madagascar|zoo,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,English,436,6.9,1.85
Alfonso Cuarón,18,16000,361767,16479,0,chaos|england|long take|survival|violence,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,English,430,7.9,1.85
Bryan Singer,505,20000,452928,21397,0,first part|mutant|professor|superhero|superhero team,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,English,764,7.4,2.35
Timur Bekmambetov,988,11000,299852,25763,0,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,English,11000,6.7,2.35
Michael Bay,904,12000,259492,15999,1,alcatraz|fbi|general|hostage|rocket,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,English,2000,7.4,2.35
Carlos Saldanha,241,835,194249,1815,0,flood|mammoth|no opening credits|squirrel|valley,http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1,English,590,6.9,1.85
Peter Segal,328,11000,266103,12952,2,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,English,427,6.8,2.35
Adam Shankman,260,719,98693,1673,9,audition|best friend|dance|friend|tv dance show,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,English,339,6.7,2.35
Renny Harlin,394,613,28635,1970,0,archeologist|church|excavation|faith|relic,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,English,422,5.1,2.0
David Kellogg,692,2000,36491,5320,0,actor playing multiple roles|claw|gadget|inspector|police,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,English,710,4.1,1.85
Louis Leterrier,963,11000,447979,13312,6,bank|fbi|heist|interpol|magician,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,English,988,7.3,2.35
Dennis Dugan,4000,12000,181443,28497,4,basketball|coach|daughter|high school|high school basketball,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,English,11000,6.0,1.85
Steven Spielberg,232,15000,303864,16199,0,airport|construction site|fish out of water|flight attendant|man without a country,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,English,466,7.3,1.85
,218,1000,36919,1990,1,based on comic|based on comic book|dc arrowverse|dc comics|supernatural,http://www.imdb.com/title/tt3489184/?ref_=fn_tt_tt_1,English,560,7.5,16.0
Thor Freudenthal,446,3000,16271,5174,4,abandoned hotel|dog|foster home|overalls|playing with a dog,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,English,576,5.4,1.85
Martin Campbell,748,867,49536,3424,0,death|die hard scenario|k2|rescue|urination,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,English,826,5.9,1.85
Mike Nichols,15000,22000,88451,60646,1,afghanistan|arms dealer|based on true story|cia|texas,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,English,15000,7.1,1.85
Bibo Bergeron,11000,22000,132415,63165,0,anchor|fish|mobster|shark|vegetarian,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,English,17000,6.0,1.85
Bill Condon,525,912,55901,2856,0,1960s|fire|pop chart|singer|trio,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,English,549,6.5,2.35
,0,374,29450,504,1,cop|murder|partner|police|protective male,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,English,130,8.3,
F. Gary Gray,680,12000,59435,15889,4,concert|mobster|russian|sequel|widow,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,English,1000,5.7,2.4
Steven Spielberg,412,745,176936,2529,0,arab|black september|israel|jew|munich olympics,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,English,486,7.6,2.35
Antoine Fuqua,787,13000,93494,16580,1,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,English,1000,6.6,2.35
Robert Luketic,925,19000,72867,25206,2,hired killer|marriage|neighbor|on the run|store clerk,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,English,1000,5.4,2.35
Guy Ritchie,104,15000,175960,15735,2,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,English,509,7.3,2.35
James L. Brooks,138,11000,65668,12522,2,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,English,964,6.5,1.85
Gil Kenan,925,12000,71137,17299,0,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,English,970,6.6,2.35
Barry Levinson,193,13000,57038,13934,2,bank manager|hypochondriac|love triangle|prison|television,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,English,450,6.6,2.35
Jerry Zucker,249,919,55350,1695,3,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,English,303,5.9,1.85
Andy Tennant,99,582,31080,804,2,1860s|children|king|schoolteacher|siam,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,English,103,6.7,2.35
Tarsem Singh,222,15000,138190,16691,1,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,English,1000,6.1,1.85
Florent-Emilio Siri,759,87000,93790,103354,0,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,English,13000,6.6,2.35
Don Bluth,886,13000,52244,15857,0,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,English,1000,6.6,2.35
Ron Shelton,541,11000,31293,14028,2,audition|kissing while having sex|machismo|murder|sex,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,English,982,5.3,2.35
Paul W.S. Anderson,533,933,44248,2542,1,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,English,722,6.0,2.35
David Pastor,394,3000,35510,4368,0,beach|disease|latex gloves|pandemic|virus,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,English,552,6.0,2.35
Henry Selick,637,3000,14280,5580,0,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,English,889,4.7,1.85
John Moore,568,2000,45815,4397,4,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,English,845,6.1,2.35
M. Night Shyamalan,963,18000,245152,33645,0,child with gun|comic book|invulnerability|superhero|train crash,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,English,13000,7.2,2.35
Kyle Balda,1000,7000,142403,13616,0,antarctica|minion|queen|super villain|villain,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,English,4000,6.4,1.85
Zack Snyder,826,4000,197584,7067,4,alternate reality|escape|girl gang|prostitution|samurai,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,English,2000,6.1,2.35
Brian De Palma,697,12000,64121,15269,1,assassination|boxing|casino|conspiracy|long take,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,English,854,5.9,2.35
Barry Levinson,215,548,81611,1044,3,manifestation|ocean|spacecraft|spaceship|sphere,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,English,270,6.0,2.35
Clay Kaytis,415,22000,27130,24350,0,butt|downward duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,English,1000,6.3,1.85
Andy Tennant,715,11000,59352,13827,0,debt|rapper|treasure|treasure hunter|yacht,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,English,1000,5.6,2.35
Judd Apatow,130,11000,100837,11852,1,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,English,561,6.4,1.85
Peter Berg,461,3000,101386,5187,1,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,English,638,7.1,2.35
Adam McKay,989,8000,130776,12410,5,car racing|french|friend|nascar|racing,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,English,1000,6.6,2.35
Steve Carr,574,1000,33884,3287,0,bear|doctor|false accusation|man with glasses|second part,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,English,692,4.6,2.35
Mel Gibson,403,906,736638,1976,1,14th century|legend|revolt|scotland|tyranny,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,English,466,8.4,2.35
Sam Mendes,210,15000,143525,15850,0,american abroad|gulf war|u.s. military|u.s. soldier|usmc,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,English,383,7.1,2.35
David Silverman,433,745,259083,3086,0,alaska|dome|lake|pig|the simpsons,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,English,440,7.4,2.35
Frank Darabont,745,940,45031,4310,1,amnesia|california|communist|small town|writer,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,English,826,6.9,1.85
Renny Harlin,462,13000,34435,14780,0,car race|german|race car|race car driver|rookie,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,English,658,4.5,2.35
Jean-Jacques Annaud,8,21,11798,55,0,circus|death of protagonist|jungle|killing an animal|tiger,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,English,17,7.1,2.35
M. Night Shyamalan,882,3000,193770,7273,0,creature|pact|plot twist|village|woods,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,English,2000,6.5,1.85
Betty Thomas,595,1000,74343,4166,0,box office hit|doctor|dog|first part|tiger,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,English,1000,5.3,1.85
M. Night Shyamalan,242,710,271592,1675,0,crop circle|faith|farm|glass of water|loss of faith,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,English,529,6.7,1.85
Andrew Adamson,48,692,314630,1148,1,drag queen|physical appearance|princess|queen|sequel,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,English,309,7.2,1.85
John Lasseter,769,1000,263853,4905,0,car|desert|route 66|tow truck|truck,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,English,843,7.2,2.35
Garry Marshall,995,8000,74274,12790,2,bride|columnist|journalist|maryland|wedding,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,English,3000,5.5,2.35
Rob Cohen,212,14000,142569,14790,0,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,English,223,5.8,2.35
Paul Tibbitt,726,870,34359,5217,0,book|magic|pirate|plankton|time machine,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,English,861,6.0,1.85
Ron Howard,808,960,98989,3667,1,bounty|fbi|millionaire|money|ransom,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,English,848,6.6,1.85
Quentin Tarantino,11000,13000,885175,36741,1,france|german|nazis|revenge|scalping,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,English,11000,8.3,2.35
Steven Spielberg,5000,49000,182802,64259,1,1990s|caught in a net|children|duel|hero,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,English,8000,6.7,2.35
Brett Ratner,467,12000,115687,16235,0,army|greek mythology|hercules|king|mercenary,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,English,3000,6.0,2.35
Renny Harlin,576,13000,269858,16595,0,airport|fuel|plane|police|terrorist,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,English,982,7.1,2.35
Clark Johnson,1000,10000,119807,14486,1,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,English,1000,6.0,2.35
,160,898,49049,1430,0,apocalypse|death|husband wife relationship|mother son relationship|murder,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,English,372,7.5,16.0
Cameron Crowe,509,10000,206776,11458,1,death|dream|love|lynchian|reality,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,English,834,6.9,1.85
M. Night Shyamalan,559,3000,78635,5609,1,apartment|bedtime story|eagle|stuttering|swimming pool,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,English,579,5.6,1.85
Paul W.S. Anderson,727,886,143628,3222,0,alien|antarctica|predator|pyramid|satellite,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,English,766,5.6,2.35
Betty Thomas,1000,1000,31649,5227,0,adidas|chipmunk|hospital|school|waste container,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,English,1000,4.5,1.85
Randall Wallace,841,4000,103241,6181,0,air cavalry|battle|major|soldier|vietnamese,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,English,973,7.1,2.35
Antoine Fuqua,992,18000,203154,31782,3,political thriller|politics|president|speaker of the house|u.s. president,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,English,11000,6.5,2.35
Jonathan Frakes,748,1000,56741,6207,0,alien|captain|commander|conspiracy|planet,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,English,906,6.4,2.35
Jonathan Liebesman,464,833,154955,4001,0,alien|extraterrestrial|invasion|marine|mission,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,English,697,5.8,2.35
Tim Burton,883,12000,350698,16138,0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,English,1000,8.0,1.37
Mike Nichols,184,443,43559,1439,1,blood|publisher|publishing house|werewolf|wolf,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,English,277,6.2,1.85
Steven Spielberg,979,25000,116159,46726,1,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,English,19000,7.2,2.35
George Clooney,559,13000,102248,27674,7,art|art expert|nazi stolen art|soldier|world war two,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,English,13000,6.1,2.35
James Cameron,638,2000,131217,4074,0,alien|estranged couple|ocean|submarine|underwater,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,English,650,7.6,2.35
Oliver Stone,17,903,84118,1579,2,corporate greed|crisis|economy|greed|mentor,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,English,592,6.3,2.35
Gary Shore,423,3000,138582,5178,1,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,English,692,6.3,2.35
Edward Zwick,774,18000,58023,32563,0,abduction|martial law|military|new york city|terrorist,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,English,13000,6.3,2.35
Matthew Vaughn,271,15000,212085,16034,8,king|magic|one word title|pirate|village,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,English,588,7.7,2.35
Jean-Jacques Annaud,400,11000,96385,12226,1,austria|dalai lama|himalaya|mountain|tibet,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,English,691,7.0,2.35
Ron Howard,244,17000,43709,18510,2,best friend|friend|investigation|secret|two word title,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,English,1000,5.3,2.35
Joel Schumacher,384,12000,39659,12993,2,cia|cia agent|terrorist|twin|twin brother,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,English,405,5.6,2.35
Andrzej Bartkowiak,452,12000,88146,13517,0,commando unit|extra chromosome|first person shooter|special forces|teleportation,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,English,585,5.2,2.35
Betty Thomas,150,989,41663,1576,1,boxer|espionage|spy|stealth|top secret,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,English,229,5.4,1.37
Måns Mårlind,324,5000,117096,5861,1,battle|cryogenics|detective|scientist|vampire,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,English,327,6.4,2.35
Adam Shankman,66,394,61995,712,7,concert|love|music industry|panties|pole dancer,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,English,217,5.9,2.35
Gregory Hoblit,407,13000,43651,15916,0,colonel|honor|lieutenant|pilot|racism,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,English,787,6.3,2.35
Gary McKendry,748,26000,105556,49608,2,australia|death|mentor|revenge|secret society,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,English,22000,6.5,2.35
John McTiernan,390,1000,22264,2763,3,ball|blood|skating|song|year 2005,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,English,841,3.0,2.35
Wych Kaosayananda,298,349,16761,1846,1,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,English,324,3.6,2.35
Mikael Salomon,695,11000,26893,13628,0,dam|flood|money|police|sheriff,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,English,893,5.8,2.35
Bobby Farrelly,443,2000,25572,3734,0,blood|body|egg|virus|white blood cell,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,English,509,6.2,2.35
Will Finn,854,2000,5116,6946,1,jester|kansas|oz|princess|tornado,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,English,1000,5.6,
Michael Mann,301,26000,38983,28129,1,chinese|computer|cybercrime|hacker|one word title,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,English,326,5.4,2.35
Kerry Conran,582,11000,72868,12871,2,captain|pilot|reporter|robot|scientist,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,English,1000,6.1,1.85
Michael Caton-Jones,246,844,31124,1899,1,drugs|murder|psychiatrist|scotland yard|sex,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,English,729,4.2,2.35
Mikael Håfström,585,13000,177653,15708,1,cia agent|escape|muslim|prison|ship,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,English,1000,6.7,2.35
Renny Harlin,182,576,44891,1520,0,ancient greece|forbidden love|hercules|king|slavery,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,English,358,4.2,2.35
Phil Alden Robinson,497,11000,86504,12556,0,analyst|cia|nuclear bomb|nuclear weapons|russia,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,English,655,6.4,2.35
David Slade,10000,21000,184637,52547,3,friendship|graduation|revenge|vampire|werewolf,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,English,17000,4.9,2.35
Frank Oz,580,22000,101899,32871,0,partner|running|scepter|surveillance|thief,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,English,10000,6.8,2.35
Pierre Coffin,975,7000,385943,11608,0,girl|minion|moon|pyramid|white picket fence,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,English,2000,7.7,1.85
Joseph Ruben,97,584,32224,1132,1,bare breasts|breast|loan shark|subway|train,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,English,220,5.6,2.35
Seth MacFarlane,3000,14000,117739,30010,0,baby|f word|fight|lawyer|marriage,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,English,11000,6.4,2.35
Alejandro Amenábar,334,614,52496,1829,2,christian|love|philosophy|prefect|slave,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,English,451,7.2,2.35
Kinka Usher,776,1000,53970,3986,4,bowling|rajah|sphinx|spleen|superhero,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,English,855,6.0,1.85
Bobby Farrelly,681,966,103230,3393,3,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,English,919,5.9,2.35
Michael Mann,680,14000,133526,18216,1,cbs|cbs news|research|tobacco|whistleblower,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,English,826,7.9,2.35
Craig Gillespie,531,788,27481,3524,0,1950s|coast guard|oil tanker|sinking ship|survival,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,English,562,6.8,2.35
Ridley Scott,135,29000,174248,29824,1,cia|jordan|middle east|spy|terrorist,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,English,149,7.1,2.35
Jay Roach,982,7000,80338,10419,2,dinner|diorama|idiot|irs|mouse,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,English,1000,5.9,1.85
Timur Bekmambetov,911,3000,128629,8281,0,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,English,3000,5.9,2.35
Jon Amiel,232,537,88132,1302,1,art thief|insurance|mask|master thief|reference to iron maiden,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,English,427,6.2,2.35
,359,995,15114,2465,1,family relationships|husband wife relationship|live studio audience|sitcom|three word title,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,English,363,7.4,16.0
